"Respondent","Bx","By","EC"
252,0.483803126,0.6234382044,2.604206596
253,0.6228111662,0.6021927966,1.97679328
254,0.6141889623,0.5017854344,2.027809962
255,0.6122566803,0.5185503919,1.618229788
256,0.8018608682,0.6648418193,1.869481978
257,0.4945474008,0.5953798592,1.913272758
258,0.3713417613,0.3870930475,1.940428045
259,0.4717906615,0.4997937494,1.816768641
260,0.6155926289,0.4797820473,2.114670094
261,0.579460048,0.5933814835,1.716150746
262,0.6628167991,0.6162648367,1.455850136
263,0.5495237707,0.6010843566,1.920783944
264,0.6167175195,0.7402180568,2.02949409
265,0.5345571308,0.7015733366,1.606989912
266,0.6442304511,0.7230538359,2.032873876
267,0.6625874714,0.6104235866,1.970597964
268,0.5681649064,0.5716182994,1.753334264
269,0.5353775363,0.6053656749,2.223874509
270,0.4551073574,0.5814624441,2.167792331
271,0.5942080412,0.5078203235,1.763828287
272,0.45207239,0.61968122,2.008122644
273,0.5196599578,0.5091796877,2.300515461
274,0.6015673239,0.5964387649,1.883221121
275,0.4885218397,0.4673908808,1.995982849
276,0.6582496811,0.5125914765,2.37985532
277,0.6168757901,0.6634775071,1.659337639
278,0.4980567252,0.5012489961,1.816247994
279,0.5233609313,0.5615147298,2.056930527
280,0.4751307686,0.7365828871,1.358493115
281,0.5955463603,0.6755605031,1.931454749
282,0.4959283752,0.4490600835,1.755692769
283,0.4211293896,0.4800572858,1.831454245
284,0.4600279026,0.6286052102,1.677521125
285,0.6784747264,0.6580906199,2.100373983
286,0.4538527365,0.6357606157,2.371924149
287,0.6586129916,0.3645593142,1.938724008
288,0.4865141791,0.6395096829,1.754851329
289,0.4870948366,0.3950578069,1.411866919
290,0.6341356284,0.5370870408,2.06840448
291,0.5251816817,0.6212222299,2.253482321
292,0.4448794285,0.5626089271,1.70204179
293,0.3925738907,0.5409113453,1.879002779
294,0.6753826247,0.5115586615,1.86399995
295,0.4241681322,0.5633526294,1.486913381
296,0.3336813095,0.2830904255,1.36492015
297,0.6166176823,0.5000659143,1.922022885
298,0.7105708446,0.4671372978,1.748832028
299,0.6539170485,0.5882350664,1.562743238
300,0.4459900456,0.7007723423,1.767901246
301,0.4512695565,0.4400732074,1.59389097
302,0.5355529786,0.4255201718,1.370021102
303,0.611712005,0.7193214127,2.136419236
304,0.6433641721,0.6049256487,2.117877769
305,0.5017059593,0.5466222941,1.715968182
306,0.3895380672,0.663860122,2.24755614
307,0.6841546085,0.3448273456,1.527683662
308,0.6063353875,0.6621980493,2.43334763
309,0.3893130559,0.3811719277,1.66673992
310,0.6423296192,0.5770888625,2.424595653
311,0.6049980626,0.6814521132,2.119209399
312,0.5692644681,0.6813100287,2.426924854
313,0.4582746579,0.4491852168,1.563096833
314,0.5804710505,0.6317516338,2.13017094
315,0.7526082091,0.5845293349,2.270221443
316,0.6206064882,0.5176953168,1.888113741
317,0.8784280049,0.6366311074,2.414192399
318,0.2802938356,0.6949227163,2.213495126
319,0.6460573261,0.4981732974,2.142066985
320,0.5001663714,0.4596282575,1.636879812
321,0.4816013662,0.6926911705,1.999148813
322,0.4656882717,0.4864018433,2.010899185
323,0.6411078174,0.5427764509,1.647740744
324,0.5092905899,0.4217056197,1.845952884
325,0.4185118468,0.4510231556,1.885377003
326,0.6577919851,0.6524614088,2.310356589
327,0.7011086824,0.7104935515,2.317787842
328,0.645277,0.6183713353,2.538565126
329,0.617190072,0.6487978693,2.075488343
330,0.4910411504,0.3713835451,1.870134132
331,0.6202360675,0.4691859066,1.958399301
332,0.3639682059,0.337327126,1.697081326
333,0.7958656953,0.6545974381,1.747564544
334,0.6629243891,0.7161603195,2.31312082
335,0.5068227363,0.629122055,1.959082639
336,0.6437986025,0.5509024529,1.928455524
337,0.6842268304,0.4246538995,1.976470903
338,0.4959662623,0.5475478827,1.845627038
339,0.6043556537,0.4151594994,1.504155915
340,0.6041612634,0.5408186896,1.897478297
341,0.6346424598,0.8025068285,2.494752098
342,0.3624641288,0.3104597633,1.882867642
343,0.7118145742,0.6376548841,2.309661987
344,0.642382884,0.3616569175,1.639533289
345,0.4785634302,0.4804627764,2.040944155
346,0.5667030139,0.5937057464,2.651398996
347,0.4970357516,0.6352248144,2.187015457
348,0.4958751981,0.5051393842,2.356345421
349,0.6063986302,0.6758934697,2.216544623
350,0.6595641917,0.7692514688,1.941194365
351,0.5720720573,0.5138125773,2.410655138
352,0.6501098985,0.5124433046,1.643691654
353,0.4664715655,0.4717572447,1.580707179
354,0.6930515693,0.5840506667,1.89114048
355,0.3317855455,0.3391921718,1.354429698
356,0.472868036,0.5540303606,1.897503454
357,0.653344503,0.723738234,2.447589146
358,0.6999221925,0.4758245758,1.951920495
359,0.5615870727,0.5637259292,1.666600566
360,0.3062307075,0.3145024995,1.64815218
361,0.5488519065,0.598089247,1.794666614
362,0.6922391132,0.6766378336,2.020686645
363,0.3793284153,0.6729020037,2.439243651
364,0.5091484037,0.6521893498,1.899836053
365,0.6298275836,0.644072848,2.797006056
366,0.3342560724,0.5180349248,1.68746645
367,0.3724461928,0.6273604714,2.192057995
368,0.5110364979,0.6967771709,1.529524981
369,0.4311336447,0.4998599713,1.75864491
370,0.5940910944,0.5750444012,2.230822789
371,0.5107521094,0.5531392576,1.934473817
372,0.5190095925,0.6690348279,1.986128607
373,0.6857952534,0.6955305412,2.223249283
374,0.4016533645,0.5093003792,1.79613852
375,0.7080989968,0.7305416387,1.934976788
376,0.3805834372,0.3908120846,1.795804518
377,0.6891766102,0.3265136657,2.199113536
378,0.560408322,0.7652593199,1.927279384
379,0.7178871976,0.6989722838,2.325641889
380,0.7449143021,0.4909743544,2.373784776
381,0.3932518078,0.6294546915,2.149700313
382,0.666407382,0.4103392083,1.664656952
383,0.6215688683,0.5887312548,1.798855963
384,0.5871254616,0.4998109119,1.736034576
385,0.4653674726,0.4754339474,1.742986335
386,0.4851212796,0.3634129662,1.846232359
387,0.6475277843,0.5394325071,2.394203542
388,0.5679263498,0.4781352644,1.850180063
389,0.6474800825,0.5788979387,1.904423531
390,0.4554863118,0.5359853524,2.474649238
391,0.60482311,0.6515864974,1.89201107
392,0.5920081332,0.6456746369,1.632949238
393,0.5719740927,0.609923808,2.122837124
394,0.4182655916,0.5642255509,1.776963569
395,0.6050476882,0.3917211745,1.95718201
396,0.7005040461,0.6537202057,2.17841793
397,0.4788806688,0.6605274774,1.904099898
398,0.6854287489,0.7266425345,2.142389999
399,0.4282214711,0.5113203832,2.222382048
400,0.4191962625,0.6916525372,1.79319473
401,0.6534867139,0.6193301194,2.23795628
402,0.4686585484,0.5628484143,2.14631503
403,0.5196889655,0.3319741306,1.970950938
404,0.7611594373,0.7152002879,2.342389693
405,0.6520276754,0.5741567038,2.36321588
406,0.778889271,0.4119509708,1.717876561
407,0.3882433976,0.3969586454,1.935091189
408,0.4367103462,0.5805580797,1.409471337
409,0.5779605458,0.6921415446,1.723598315
410,0.5916004852,0.4367698184,1.774029709
411,0.5723874447,0.4870705248,1.766412019
412,0.6735655797,0.813578129,2.065440401
413,0.5360422425,0.524886609,1.842215922
414,0.3629999141,0.3934594612,1.969772143
415,0.5269250528,0.5308445907,1.856834039
416,0.411309276,0.6110496828,1.916545134
417,0.6084883976,0.7707892155,2.076719787
418,0.6366283048,0.625426737,1.969191621
419,0.5314156495,0.6436173483,2.504783992
420,0.4154434844,0.4548306625,1.660767813
421,0.4092654117,0.3442662647,1.804234675
422,0.6727559139,0.683884627,2.136668317
423,0.4513824534,0.4921298376,1.962487863
424,0.6405026997,0.5271670775,1.688299654
425,0.5455332627,0.7268292239,2.423402435
426,0.6105835438,0.5175939313,2.34967208
427,0.6170033816,0.530083504,2.143350466
428,0.4905917304,0.3569581821,1.782106777
429,0.634196183,0.5198526468,2.410284696
430,0.5872234687,0.6557747567,2.163227341
431,0.5947381807,0.6393329717,2.234373508
432,0.5251866475,0.4320292785,1.384104786
433,0.6510634704,0.5383249659,1.857191191
434,0.5433724998,0.6141522289,1.833797876
435,0.490207065,0.4835775017,1.920646927
436,0.6699997625,0.4909776021,2.225415417
437,0.5132496172,0.6017070987,2.31728695
438,0.6096395445,0.4355142624,1.781595565
439,0.5805486711,0.3179695224,1.752557299
440,0.5857044095,0.6097541242,2.005099401
441,0.7322280632,0.5172719131,2.574824628
442,0.7704763941,0.7135696641,2.480213332
443,0.7099817365,0.6704510195,1.330995523
444,0.4576150704,0.612381568,1.370532536
445,0.4946198766,0.323185491,1.508508368
446,0.7133611858,0.5725735076,2.087605634
447,0.4726880654,0.5622566359,2.223852074
448,0.7168972954,0.5772841658,1.58407672
449,0.4380293016,0.3230426042,1.482041522
450,0.6723388876,0.6215510764,2.23368334
451,0.6238038505,0.6550485259,1.803883526
452,0.599345365,0.6502579813,1.723858822
453,0.6430357585,0.6508937914,1.94278427
454,0.4852790974,0.641734985,2.069916056
455,0.4590070806,0.5019724864,1.885459122
456,0.6210072575,0.7192708436,2.229263429
457,0.444113507,0.5335512473,1.804080041
458,0.5414833618,0.5244789144,1.524268373
459,0.703425563,0.5739220062,2.096326164
460,0.5771156109,0.5529026091,1.792261031
461,0.6024253447,0.6274093989,1.775472174
462,0.3590361824,0.4551169347,1.700403816
463,0.4823575165,0.5904946328,1.810747511
464,0.384742471,0.6213514038,1.84120133
465,0.5478840206,0.4710405344,1.722875196
466,0.5862712685,0.3699419927,2.188635397
467,0.7216892693,0.5931625272,1.604927749
468,0.6826653365,0.512770316,2.008072547
469,0.7225945133,0.3921791907,2.379479907
470,0.3805724881,0.5231869219,2.094502459
471,0.6129165394,0.7908596116,2.02613546
472,0.5311048153,0.520491158,1.961983205
473,0.4673244292,0.5016461365,1.792584726
474,0.6199740195,0.6246262332,1.956042732
475,0.5050919027,0.4281869857,1.981314087
476,0.6221357491,0.6676170412,1.858475439
477,0.6257060505,0.4708377397,1.471256613
478,0.4416902979,0.4461618041,2.037126587
479,0.6123330219,0.4645175027,1.906834729
480,0.7214666746,0.6579955329,1.866887961
481,0.288283812,0.4071049675,1.935889299
482,0.6398926496,0.4581448031,1.49136896
483,0.7400224281,0.5445785284,1.609188568
484,0.5650692297,0.3902328057,1.554474225
485,0.473072326,0.4666476191,2.013717337
486,0.6560673199,0.6480108498,1.980447521
487,0.3695753513,0.6608881109,1.755093757
488,0.8084491907,0.6145833356,1.946020137
489,0.7205450286,0.4197671084,2.162072913
490,0.5444653861,0.6499011281,2.140181363
491,0.4097485724,0.3327001767,1.853770825
492,0.5327545697,0.6492965538,1.914846222
493,0.7502366471,0.6447712221,1.449026924
494,0.7133687419,0.7097255408,2.163846331
495,0.571493933,0.4898331832,1.669917702
496,0.4198630899,0.5524357673,1.8861631
497,0.3835514424,0.6274187738,1.694278879
498,0.5596645365,0.6940842691,2.142019407
499,0.5668147224,0.4007334716,1.99762457
500,0.5599955923,0.6875248889,2.162141636
501,0.5921899734,0.52736012,1.821034243
502,0.4906181395,0.4943699178,1.365957629
503,0.3457649754,0.238933394,1.896144386
504,0.4902568955,0.5557961645,2.022273233
505,0.6110001804,0.590086918,2.074644957
506,0.4850982002,0.5242249949,1.796187997
507,0.5948661369,0.6188492004,2.228043263
508,0.6754316034,0.7042957551,1.546142472
509,0.4739169614,0.6399138612,1.995076662
510,0.7214830437,0.4431399897,1.726233253
511,0.3508387386,0.5776161315,1.741324353
512,0.5108478159,0.4881972635,1.827238426
513,0.6149180442,0.7522649253,1.777708949
514,0.5989925409,0.4928252182,1.365984248
515,0.6546445431,0.6566718035,2.550646748
516,0.5064048692,0.5617019934,1.801997155
517,0.4279930001,0.6526959843,2.214909017
518,0.3839275717,0.4540501304,1.847796296
519,0.4823080755,0.3353257314,1.430395687
520,0.6569100971,0.6436643969,2.460929723
521,0.6003170224,0.6672856572,2.361061321
522,0.6066191154,0.8056697307,1.9096201
523,0.5351507376,0.4293960979,2.159122515
524,0.4085098453,0.4619674126,1.741922883
525,0.6612463236,0.419378061,1.833195378
526,0.2595978127,0.4746766374,1.20606278
527,0.5029119346,0.4148054169,1.900761023
528,0.5740590688,0.622912807,1.724777513
529,0.4951109196,0.5863922248,1.880443742
530,0.4282483754,0.4243157459,1.481352467
531,0.5390325325,0.4482554251,1.959982223
532,0.4209321681,0.6299648085,1.933420748
533,0.3415152879,0.296443745,1.757351076
534,0.7443132577,0.6480514988,2.154657297
535,0.3571494407,0.5667006501,1.914771985
536,0.6574348703,0.4166028604,2.07140359
537,0.3431137405,0.5222232531,1.923820138
538,0.4677732539,0.5749625426,1.662854069
539,0.7112905285,0.6217226644,1.805460638
540,0.6422823532,0.57231414,1.982192545
541,0.4075568821,0.680446367,2.180385514
542,0.6176157107,0.6284763454,2.383375464
543,0.5867085848,0.5738472144,1.638727979
544,0.2451116038,0.228310278,1.318273072
545,0.2610185337,0.4673549462,1.73838007
546,0.2568924645,0.5755415422,1.347933153
547,0.4839837713,0.5948117885,2.502698699
548,0.690389628,0.7287267186,1.890681209
549,0.5746854813,0.3985323014,1.414922244
550,0.5597026575,0.4087854376,1.553082603
551,0.6329400364,0.7154645257,2.736993969
552,0.5059567577,0.4791999667,1.835035958
553,0.4758817268,0.667492468,2.23339782
554,0.4748574291,0.595938113,2.165747669
555,0.4805006728,0.6205464396,1.949536771
556,0.677261219,0.4402216767,1.468017555
557,0.6456610974,0.4609946854,2.353320154
558,0.6724492946,0.5898840188,2.161135292
559,0.535417245,0.5106946326,2.235865859
560,0.5434414002,0.6809065187,2.039369551
561,0.6071672825,0.5739018311,1.95209155
562,0.4618709704,0.3677242326,1.682610317
563,0.4129369832,0.5056501845,1.664399682
564,0.6189205395,0.5113231638,2.322325484
565,0.606141845,0.5645481192,2.396368803
566,0.5953569406,0.6439561082,1.71900773
567,0.2903119559,0.468517274,1.812251529
568,0.6179329111,0.5969841909,2.26811655
569,0.439919862,0.4985025958,2.002044785
570,0.6695340262,0.8077944719,2.094866541
571,0.5388350516,0.5543231668,1.705532854
572,0.6175983034,0.7883272437,1.951010724
573,0.430914782,0.5829403868,1.588839091
574,0.4992358944,0.5114419858,1.663530581
575,0.441954091,0.701081539,1.550370336
576,0.5035508133,0.3756310027,2.171439365
577,0.5236942538,0.6267365271,2.225459437
578,0.5330639821,0.5930918351,1.634448812
579,0.7041234349,0.6477964384,1.870161453
580,0.4205012291,0.6622359127,2.151886525
581,0.5043320454,0.5968991693,1.841999242
582,0.7727751451,0.402366416,2.120025227
583,0.5641771372,0.5385926619,1.881211464
584,0.6292695344,0.6875213438,2.122896405
585,0.5247504212,0.6685266774,2.206679925
586,0.6566723263,0.668501082,2.358310668
587,0.63991616,0.6586055441,2.053200664
588,0.4371239352,0.3215841697,1.371709209
589,0.4264473483,0.3121130469,1.535486964
590,0.6028762275,0.5735752324,2.330180069
591,0.4451014184,0.5857898525,2.17724378
592,0.5573414911,0.5844584552,1.98661314
593,0.6322138188,0.4013637547,2.288207649
594,0.6013518144,0.5293207472,1.790646641
595,0.4487601251,0.7512695512,2.149219079
596,0.4651870925,0.6096019407,1.896248286
597,0.5232442704,0.6775989767,1.87958086
598,0.7119454772,0.6045764442,2.373342637
599,0.5932697423,0.5029600719,2.017718486
600,0.7144386294,0.753625937,1.839371988
601,0.4764393577,0.638435521,2.103434533
602,0.4647559826,0.67679021,2.303609744
603,0.6613860226,0.5080126438,1.749952358
604,0.5400440341,0.5877983365,1.659795617
605,0.3375269807,0.4160390301,2.258185517
606,0.6183393666,0.479612127,2.434117277
607,0.590623875,0.6566101124,1.498975548
608,0.6492890098,0.7240830516,2.590444307
609,0.4888779983,0.5514557629,1.806457679
610,0.5278690699,0.557093304,1.963349812
611,0.3474340465,0.3389996972,2.092640079
612,0.4427528777,0.5753708719,1.600969327
613,0.3489126453,0.614733107,2.071352781
614,0.5404558888,0.6122847686,2.3468079
615,0.8537431531,0.4228718358,1.709055605
616,0.5671134657,0.7220744791,1.907123829
617,0.4128549062,0.4297227568,1.919729875
618,0.6552652629,0.6268575955,2.142709055
619,0.654798415,0.6218355339,2.477109158
620,0.7076559904,0.3779303389,1.695331578
621,0.5729506706,0.2951803088,1.62193821
622,0.3854582217,0.3982571678,1.660484254
623,0.4444639081,0.3816677558,1.740551785
624,0.6339894335,0.7504525702,1.950765019
625,0.6520778893,0.5222591212,2.092648873
626,0.6069148096,0.467738192,2.221198251
627,0.4629524204,0.6160458775,1.864807665
628,0.6456088628,0.6989098324,2.342978774
629,0.4323809641,0.6721324681,1.982358456
630,0.5613973111,0.4301362612,1.504732543
631,0.5000807242,0.4267844774,1.659751289
632,0.5174325021,0.3263423042,2.000590125
633,0.5121193598,0.6397211417,2.238482099
634,0.6814137672,0.4926495939,1.722692131
635,0.6310406896,0.6731589608,1.644665577
636,0.4244795871,0.6274918688,2.02362973
637,0.6647662778,0.6170388133,2.078391706
638,0.5160788322,0.6453688171,2.334098433
639,0.6567924473,0.2832303909,1.387404516
640,0.4649048892,0.5422308893,2.025619982
