"Iteration","Bx x Bx","By x Bx","By x By","EC x Bx","EC x By","EC x EC"
62,0.8889671167,-0.05562016486,0.8925210967,0.1865129558,0.04661152908,7.784632323
63,0.8772904053,-0.04694209004,0.9044693683,0.1669140465,-0.0153822748,7.617729333
64,0.879141868,-0.02532171767,0.8478811689,0.1789690269,0.04021124472,8.032315774
65,0.9369579659,-0.03573957654,0.8722349647,0.1739300781,0.0264200844,7.704106281
66,0.9034823832,-0.073187223,0.8636481885,0.1714333235,-0.0106774464,7.844913854
67,0.8868715966,-0.04323113492,0.8671949934,0.2286717556,0.06939628958,7.717370474
68,0.871927966,-0.05910545636,0.8785097803,0.1512422316,0.07162755395,7.866724915
69,0.9143643674,-0.05495102847,0.8710805605,0.04632672089,0.004833678248,7.766477763
70,0.8857548583,-0.05727748483,0.8398632136,0.1467094319,0.1200298179,7.756043587
71,0.8996267967,-0.0359682311,0.8323585775,0.1704105185,0.08015123558,8.025272049
72,0.8913052688,-0.0409661053,0.8756171207,0.09907464095,0.04918135454,8.051313423
73,0.921084381,-0.05013622093,0.8651783291,0.1752866053,0.06187987559,8.086178899
74,0.9150880885,-0.04323152039,0.8800362622,0.1038937855,0.05041427645,8.160804988
75,0.9405544491,-0.05066629125,0.8741298135,0.0329079643,0.03313653359,8.067433592
76,0.9458280542,-0.06034412463,0.8786303447,-0.04158936095,0.06570260057,8.181353516
77,0.9184525794,-0.05264430199,0.8705117937,0.05076783933,0.0777151046,8.28744078
78,0.926280155,-0.04363345206,0.8455666735,0.05846231615,-0.00287968467,7.800889664
79,0.9114123968,-0.04721963051,0.8368963387,0.06854116996,0.06211730986,8.176883282
80,0.9484194816,-0.03988590253,0.8572154125,0.05831526524,0.03243032097,7.958804983
81,0.9028469146,-0.0183541467,0.844040845,0.08822825086,0.08747361853,8.040646132
82,0.9374364853,-0.02613484862,0.8242073437,0.02844533892,0.1187176764,8.029772883
83,0.9455633814,-0.02450927163,0.8798050314,0.1695060159,0.1010010298,7.818423889
84,0.9575271836,-0.03843599401,0.8944569915,0.1471554215,0.0937501781,7.85248777
85,0.9069532686,-0.02488384766,0.8508575674,0.121691027,0.03366599798,7.88638742
86,0.9414613218,-0.01011719908,0.8281351039,0.1537773389,0.02272404782,7.827692151
87,0.9759798717,-0.02708434912,0.8560156838,0.2463758269,0.04717787567,8.097578062
88,0.9386704694,-0.0266615932,0.8526461409,0.09840003839,0.06775438783,8.17435453
89,0.9725683755,-0.02327360919,0.8221861421,0.1394726121,0.09144057909,7.942450102
90,0.91593333,-0.01853396474,0.8276577072,0.1583984571,0.04170355082,7.789591349
91,0.9463876267,-0.03030446227,0.8592422431,0.08198526944,0.03311032119,7.633359233
92,0.9149616155,-0.0277148504,0.8677570536,0.1626218635,0.06892321197,7.772612957
93,0.8913474734,-0.03831453666,0.8834346514,0.1916401413,0.05832059208,7.835255893
94,0.9057454874,-0.01859317958,0.8588129269,0.1245277502,0.05118984607,7.649408312
95,0.939865556,-0.05271725711,0.8605533118,0.1032544658,0.006545724613,7.710379534
96,0.9410143467,-0.02039363896,0.8533811449,0.09380611973,0.001022762383,7.619429981
97,0.9516085084,-0.008049278889,0.8737138202,0.13525744,-0.005361029186,7.540678464
98,0.9091074679,-0.01195311182,0.8367523484,0.09595963829,0.02420671904,7.333511523
99,0.9499730488,-0.04022814319,0.8299846017,0.1122761133,0.04720223963,7.3138335
100,0.9364213016,-0.01910796908,0.8708373391,0.07551817631,0.04775768129,7.291695996
101,0.9086515466,-0.02276280533,0.8721804723,0.04071847698,0.06666953836,7.508875898
102,0.8915658025,-0.04357149074,0.8709226065,0.1243773095,0.01885809581,7.282309376
103,0.9209788591,-0.03931484835,0.8596087892,0.09807283565,0.05492262264,7.357948919
104,0.9486151811,-0.04564886883,0.8906666877,0.2203327961,0.0997655757,7.443278946
105,0.9329204182,-0.03984838859,0.8622618727,0.1755753125,0.04100945251,7.176350467
106,0.9325390943,-0.05800433107,0.8561533336,0.1755002447,0.09244768073,7.373755997
107,0.9071307598,-0.0633176604,0.8519750562,0.1241223908,0.04832225641,7.180787382
108,0.9535470406,-0.05998650416,0.8857892028,0.1391402277,0.02291704156,7.525321598
109,0.935914701,-0.03639863672,0.8883881702,0.1159683859,0.04682171161,7.546495922
110,0.9226015237,-0.0197834065,0.8787590602,0.1243365346,0.01488686012,7.69957847
111,0.900007247,-0.03102140392,0.876325329,0.1857818088,-0.04950429855,7.552233348
112,0.9336489796,-0.04135737061,0.8742927822,0.1488002997,0.02328585473,7.463643211
113,0.9346320957,-0.0240753798,0.9048468442,0.1171501346,-0.06445087872,7.355549235
114,0.9170455967,-0.04333655881,0.8719698461,0.07507621752,0.0356207699,7.655358239
115,0.933192796,-0.03271820481,0.8601356833,0.04569646191,0.06640114443,7.48219175
116,0.9392632427,-0.02310347471,0.8759802096,0.06259830654,0.0348707197,7.527113287
117,0.9205268952,-0.0314693797,0.867224209,0.1142051442,0.05791582584,7.331460374
118,0.908580352,-0.03363210883,0.8858018797,0.1045961757,0.007250828781,7.516142945
119,0.9113530237,-0.02330041326,0.8804258503,0.008106985983,0.09134150528,7.488683858
120,0.8947957033,0.01182837184,0.8671272183,-0.01213931113,0.004920205673,7.736733822
121,0.8837950605,-0.04440801957,0.8379275406,0.08201038601,-0.02689985154,7.517813353
122,0.9302925237,-0.02544103724,0.8722244281,0.008672535908,-0.09444188479,7.359601412
123,0.9264498827,-0.03203104111,0.8716627639,0.05002041874,-0.04247208233,7.786672005
124,0.9025398678,-0.02687202161,0.8780074315,0.02134903878,-0.1433901669,7.80544623
125,0.9055326433,-0.01542560893,0.8900899924,0.009890613652,-0.06372322518,7.510012122
126,0.8968490022,-0.01918927608,0.9184182279,0.0764521494,-0.08224180049,7.52846222
127,0.9022331359,-0.04912361342,0.8890373317,0.09024237423,-0.1232887458,7.585150907
128,0.9127027852,-0.03601618521,0.8588543136,0.09657411356,-0.09215686957,7.64591716
129,0.9330882302,-0.02498877984,0.8608133021,0.1149243411,-0.1607906668,7.533052202
130,0.9010994603,-0.02223220772,0.8964354145,0.1310479478,-0.1339435227,7.583356129
131,0.8951349962,-0.03091517111,0.8420067959,0.09644627364,-0.07574655006,7.536958673
132,0.9218056087,-0.01755470529,0.8585489765,0.1228485582,-0.1124771175,7.301310832
133,0.9538114241,-0.02475185059,0.8568805359,0.09113924964,-0.1260829694,7.484202762
134,0.8882676836,-0.04184676035,0.8436732866,0.09338376496,-0.1023007075,7.609335794
135,0.9040055925,-0.02199286085,0.853796228,0.0287787823,-0.09833985339,7.265719292
136,0.9084655057,-0.02037664072,0.8724064978,0.1055928165,-0.05678482066,7.401789634
137,0.8756800687,-0.03972705036,0.8815922098,0.06045025478,0.03493862989,7.578998028
138,0.8780250831,-0.02846928983,0.8379363629,0.02377980504,-0.06646609065,7.605779988
139,0.8798300567,-0.01529832462,0.8700529949,0.03621730299,-0.03985198713,7.449430789
140,0.8878892598,-0.02172639885,0.8535675597,0.02036721561,-0.009728722304,7.647438648
141,0.8935030715,-0.008681339885,0.846696624,0.08453541628,-0.07110609178,7.550119944
142,0.8480367186,-0.004618961225,0.8807247819,0.07383781394,-0.04726399102,7.430612156
143,0.8714730622,-0.03187576401,0.879981446,0.08133671744,-0.04236144832,7.684609761
144,0.8522608991,-0.02422655798,0.8696448541,0.07419096622,-0.04358692625,7.601633293
145,0.8732394821,-0.03641176394,0.8636622806,0.06041876045,-0.09132600526,7.870603573
146,0.8717669187,0.01225896149,0.8607466381,-0.002056791483,-0.04796611618,7.32859838
147,0.8656358539,-0.03073032094,0.8482263925,0.07425321046,-0.04296496286,7.755129332
148,0.9002084879,-0.03072909283,0.9088452221,0.02461303468,-0.06470875459,7.547997517
149,0.8380542936,-0.01756212038,0.8693490592,0.03928208432,-0.08185495266,7.785120001
150,0.8432938519,-0.01884188138,0.884895981,0.04935245284,0.005144835666,7.600341412
151,0.8723669428,-0.04448797922,0.9023585157,0.03461855712,0.002715098378,7.859982638
152,0.8800187073,0.004619292362,0.9008719929,0.04276789303,0.03928042136,7.574558765
153,0.8942576226,-0.01468653603,0.9066355146,0.09834871437,-0.02245521058,7.756717147
154,0.8707841893,-0.01072680087,0.8832682507,0.0836298967,-0.004310631069,7.682305889
155,0.8751076747,-0.03381431703,0.9099179921,0.1060695805,-0.02849861738,7.729361215
156,0.8799769052,-0.005281973156,0.8717497342,0.1151342705,-0.02934475213,7.463360031
157,0.8629466421,-0.02552727595,0.9237752912,0.08737431832,-0.01146859916,7.804736002
158,0.8626844937,-0.02582036108,0.8621569551,0.1274938112,-0.01650530472,7.708686738
159,0.8510817821,-0.02136257538,0.9019925438,0.1198068986,-0.07152646515,7.778794997
160,0.8527437538,-0.03082117145,0.9320215393,0.1567916509,-0.04721663091,7.695730836
161,0.8492445838,-0.03142244046,0.9167399747,0.1881052171,-0.05681912744,7.58954324
162,0.8318977685,-0.03484294648,0.936767362,0.1347182812,-0.05938946927,7.716210177
163,0.868712985,-0.02200850615,0.9329558958,0.2116068841,-0.04738843316,7.856859476
164,0.8347214646,-0.0391892524,0.9345833068,0.2176493506,-0.04922497043,8.122806879
165,0.8535694422,-0.05012019084,0.9223543094,0.1248039258,-0.003359726834,8.267019654
166,0.8412344391,-0.03267686053,0.89025266,0.2264146118,-0.02768733301,7.894085314
167,0.8923289505,-0.03678039232,0.9116178062,0.1506336702,-0.007593288079,7.837944684
168,0.8201470583,-0.0179306095,0.8959067794,0.1254919411,0.04929925305,7.941733923
169,0.8077282562,-0.03330400758,0.8844781574,0.158391621,-0.007615842764,7.632668245
170,0.8575814669,-0.07251269247,0.8881830538,0.134912955,-0.008061748283,7.828610236
171,0.8470133599,-0.05475276162,0.8630555271,0.158913218,-0.02689135875,7.608690771
172,0.8402733508,-0.06310735978,0.8707063225,0.2062250794,-0.1144021878,7.708558436
173,0.856840699,-0.02609832497,0.8552335025,0.1316492571,-0.02983782959,7.904956838
174,0.8493200313,-0.02827647224,0.8739301962,0.1307293873,-0.03992415128,7.627426727
175,0.8806201119,-0.04445298905,0.8086625215,0.1703984834,-0.006914527535,7.686189917
176,0.844440057,-0.02175002268,0.8302297449,0.1579522862,0.06175711412,7.521133297
177,0.8485047485,-0.05036969766,0.8585349836,0.1571594716,0.0322573205,7.695210629
178,0.8693814682,-0.07581174809,0.8792026754,0.1817005329,-0.06424754763,8.120701781
179,0.8568420985,-0.04199116568,0.8565780601,0.254077699,-0.02440710281,7.732443231
180,0.8609559918,-0.03119043734,0.8880352656,0.1833342816,-0.02340373294,7.712692797
181,0.8678222462,-0.0513546048,0.8409070535,0.1529762528,-0.07022468982,7.595661704
182,0.8504668273,-0.0281548078,0.8886301431,0.1178579931,-0.05297973948,7.703088738
183,0.8337564005,-0.04367638521,0.8698197506,0.1708485612,-0.06154064595,7.721760248
184,0.8573046043,-0.04090184069,0.8604311617,0.1491835952,-0.02376410625,7.940744992
185,0.8803763178,-0.03611636995,0.882143742,0.1214598583,-0.02469826296,8.057232277
186,0.8751828889,-0.04679302928,0.8619808253,0.1497523015,-0.04346669985,8.217772327
187,0.8834665265,-0.03407077496,0.8892227881,0.1153911794,0.02249768808,8.086887191
188,0.8868516994,-0.03277362509,0.8511268102,0.1242538657,0.03782551789,7.969815324
189,0.9012984427,-0.0617438394,0.88217602,0.1211524279,-0.05793870922,8.43069911
190,0.8649910202,-0.03169443555,0.8632163373,0.1127175257,-0.02688235459,8.352187567
191,0.8817278477,-0.04265712743,0.8701344972,0.1221270734,-0.03456781303,8.226233773
192,0.8839570489,-0.0294661977,0.8560858634,0.1631290794,-0.02038547538,8.413339205
193,0.8683556131,-0.06194380661,0.8442063797,0.1442334749,-0.01808743708,8.2682577
194,0.8720679989,-0.06244032132,0.8413255699,0.1890324121,-0.0282436715,8.145015789
195,0.9108271586,-0.04951303564,0.8407261268,0.200136046,0.02739531635,8.243554003
196,0.8807481292,-0.0323166931,0.8292290961,0.1486797177,-0.04017062762,8.792005171
197,0.9027963962,-0.04416977093,0.8818224325,0.147991314,-0.0542228145,8.444095756
198,0.8835255675,-0.03538241797,0.8370527848,0.1145704911,-0.09401585012,8.371591855
199,0.903228295,-0.04222113654,0.8771939133,0.123758762,-0.09647418464,8.234735386
200,0.9327981914,-0.03880440842,0.8554549624,0.164370857,-0.03389932568,8.121264452
201,0.9305367551,-0.07109545121,0.8622361092,0.1567483342,-0.05896798459,8.576055348
202,0.90425745,-0.06929006165,0.8379874328,0.1875210647,-0.03407264104,8.350357521
203,0.9124865233,-0.03318976009,0.8596307462,0.144989058,-0.089419438,8.634015276
204,0.9067111423,-0.04812360105,0.8399522477,0.1391588906,-0.07322708952,8.758902272
205,0.8751998639,-0.03957819765,0.8297370381,0.1098210695,-0.01322822475,8.295906223
206,0.8625757183,-0.02878319019,0.8475576256,0.100215642,-0.1457616531,8.652284947
207,0.9047437122,-0.02590904594,0.8610347336,0.1745129884,-0.09077412703,8.65840104
208,0.9019684103,-0.05212060406,0.8360200137,0.1023473961,-0.004077013976,8.302097016
209,0.8866038669,-0.06639001318,0.8751642225,0.1034966785,-0.1287260677,8.093288832
210,0.8630868623,-0.02961397335,0.8612827772,0.058304423,-0.05756855264,8.116119005
211,0.8986220101,-0.03487538085,0.8804286221,0.07264670434,-0.0110136267,8.276986108
212,0.8906130596,-0.02847421559,0.8661967127,0.02710644443,0.05270172377,8.03766656
213,0.9029873956,-0.06976913395,0.8906296295,0.06607282995,-0.05343527056,8.107932968
214,0.9286869548,-0.05642018697,0.9056308255,0.05695621159,-0.04527405244,8.218442682
215,0.9248492889,-0.03638349345,0.8629028705,0.04413050422,-0.110009272,8.110379888
216,0.9249140564,-0.02272153171,0.9060356366,0.06442660735,-0.05332579835,8.340193827
217,0.9243233929,-0.04225631015,0.9250583653,0.11892768,-0.1189822605,8.174906369
218,0.9272488506,-0.02354512312,0.879147738,0.08106331781,-0.07530479973,8.741409996
219,0.8784296861,-0.04417798495,0.8979712081,0.08598344772,-0.06996109231,8.088729492
220,0.9405663706,-0.03390725459,0.9235764537,0.1511427334,-0.06503957728,7.918825269
221,0.9657784555,-0.08104030637,0.9506971988,0.0765834018,-0.1481439408,8.301072325
222,0.9303935509,-0.05656796003,0.943510035,0.08123045106,-0.1251306564,8.377655036
223,0.9481928618,-0.07984085166,0.9363846825,0.1704835485,-0.1106281492,8.218062552
224,0.9501892783,-0.08196656724,0.9699493877,0.1143341499,-0.1108422639,7.988450686
225,0.953518483,-0.07568955596,0.9673854549,0.2427278987,-0.1269149979,8.241451781
226,0.9398759079,-0.06981088735,0.9351807099,0.1802399654,-0.08200672472,7.947413033
227,0.9170438561,-0.05608740711,0.8991444727,0.1989757597,-0.1195702651,8.183891707
228,0.9746673817,-0.05744636093,0.9650346761,0.1686669827,-0.1149082886,8.260820521
229,0.9363012953,-0.04924106733,0.9215566039,0.2291936633,-0.1115851622,8.282037927
230,0.940179913,-0.04908903797,0.9376245372,0.1557396632,-0.1035498152,8.105775449
231,0.9218574623,-0.05729139743,0.961255941,0.1386726195,-0.1454649574,8.2512385
232,0.9480877888,-0.05252542444,0.9260851098,0.1570889986,-0.07371780845,8.12629279
233,0.9658853336,-0.0378525235,0.8817425337,0.1231301797,-0.09164185645,8.455619193
234,0.8990281165,-0.05663909719,0.9046191018,0.1124817027,-0.02864945555,8.232727195
235,0.9361153104,-0.04214108957,0.9398530472,0.1151900483,-0.0858014083,8.331856416
236,0.9700555662,-0.04740824821,0.8970916276,0.1213004539,-0.1595471219,8.721449413
237,0.9340449291,-0.04840186265,0.9172636946,0.06925097983,-0.1384672241,7.930774625
238,0.9197077967,-0.04779527256,0.9124709057,0.03082243067,-0.03973206262,8.646621142
239,0.9769852418,-0.08014634641,0.9171665372,0.1144949722,-0.1698197559,8.449727485
240,0.9482775237,-0.07689638528,0.9066063013,0.1410934589,-0.1633651786,8.499938374
241,0.9629498244,-0.04413649673,0.9382747145,0.1646045647,-0.1314083792,8.413013796
242,0.9219903664,-0.09262619462,0.914787736,0.186208748,-0.1509717219,8.370511908
243,0.949158284,-0.04380593524,0.9151098559,0.1139173954,-0.1673042747,8.741291214
244,0.9394524714,-0.04345920544,0.8984755159,0.04500521884,-0.146716553,8.643007056
245,0.9390525099,-0.05437728387,0.9271276889,0.1018465399,-0.1255725429,8.548056591
246,0.9534775846,-0.07951081049,0.9161899287,0.08974804735,0.04329033401,8.539252176
247,0.9096094989,-0.05133043254,0.9546584587,0.1412438084,-0.1451388884,8.700691553
248,0.8952221909,-0.0537038026,0.9189285749,0.1717401242,-0.09493721893,8.769071717
249,0.8808246144,-0.03758866045,0.8980740625,0.1497165648,-0.1328514752,8.504503842
250,0.9278623103,-0.04858472836,0.9357239252,0.1882423964,-0.04640167828,8.776837913
251,0.8853115447,-0.04199338549,0.9494786255,0.0724819269,-0.1446742264,8.925733847
252,0.8682624087,-0.04906487061,0.9473197314,0.2500078403,-0.09005529493,9.358807247
253,0.8821954247,-0.03853426895,0.9355543598,0.2955116742,-0.1667804047,8.953435516
254,0.8896113724,-0.06871570075,0.9257680564,0.2064543713,-0.06260751422,8.507020799
255,0.884409976,-0.05680049972,0.9485081802,0.1053060899,-0.02512481523,8.643803223
256,0.918146185,-0.03856765899,0.9067952558,0.2127242564,-0.02781502594,8.98320035
257,0.9082037438,-0.03694487393,0.9069657439,0.1912262365,-0.09347423212,8.830096407
258,0.878229015,-0.0553108901,0.8883058198,0.03687599766,-0.08987862372,8.499674851
259,0.8851859488,-0.08113186423,0.9119770774,0.0823932336,-0.0725938517,8.383919234
260,0.8636038565,-0.02828394984,0.9341222093,0.1714140324,-0.05587691429,8.655231153
261,0.8821835576,-0.04643061789,0.9057486596,0.1588536065,-0.01924103638,8.409621815
262,0.8842327743,-0.02501234924,0.8839996279,0.1626052501,0.001658458185,8.489882478
263,0.8795338945,-0.04141675768,0.8617692939,0.09222108463,-0.04410623781,8.687029862
264,0.8918918013,-0.02976108471,0.9252896243,0.08732103879,-0.06753120126,8.470862996
265,0.8802925704,0.004428044351,0.904346457,0.06796633307,-0.02106389499,8.017466491
266,0.8575621979,-0.049703175,0.8725612754,0.0562613589,0.03875379982,8.492940477
267,0.8842310877,-0.02368422799,0.8784696716,0.106255196,0.02534730326,8.736615326
268,0.8765994535,-0.02698589298,0.8638948188,0.07614950215,-0.03717436614,8.606187215
269,0.8984142871,-0.02435744701,0.8944222039,0.1836690715,-0.09751405203,8.845156445
270,0.9009164821,-0.03961927024,0.8900593759,0.06510842082,-0.07145688028,8.697095433
271,0.8521113328,-0.01717889823,0.8540011474,0.09434981543,0.03111911765,8.300237945
272,0.8709103096,-0.02947388358,0.8528961888,0.1761340951,-0.02233275399,8.492141975
273,0.8977108893,-0.01832998444,0.8360977476,0.1622804647,0.02164690392,8.556110938
274,0.8692666047,-0.008477829261,0.8690901651,0.08516104764,-0.01890714211,8.849773379
275,0.8660877682,-0.02219628128,0.8458237024,0.1368503203,-0.02717845036,8.623697314
276,0.8735436588,-0.006901553379,0.8235374441,0.1448875807,-0.1039894222,8.308296849
277,0.8439572957,-0.01211188087,0.8595676352,0.04651040163,-0.0371268014,8.378039245
278,0.8867845478,-0.02610309813,0.8595907523,0.1562507605,-0.03397691044,8.416246779
279,0.8616802371,-0.02758924152,0.8413965971,0.1285946936,-0.08114518961,8.374338867
280,0.881164462,-0.02993399629,0.8721422029,0.1600984403,0.0036219277,8.432609643
281,0.8625820877,-0.02834800485,0.8362848744,0.2293920437,0.03719345289,8.506805227
282,0.8718502821,-0.01118195697,0.8753747326,0.1590968991,0.03165212568,8.529633404
283,0.8792336887,-0.01260186083,0.8621707139,0.1853045532,0.008527784773,8.581461283
284,0.8613315979,-0.01054840286,0.8721921046,0.2250635844,0.03963351815,8.599455924
285,0.8731511786,-0.01030899878,0.8949265441,0.2021935067,0.05068395203,8.349802174
286,0.9037718383,-0.0007511019701,0.8718797149,0.1753597131,-0.02063137829,8.383077308
287,0.8989106327,-0.03664628338,0.8725172024,0.1814477471,-0.01476566014,8.301478295
288,0.9240819398,-0.03308961696,0.8665566573,0.231676749,-0.05654675176,8.330323802
289,0.9302980074,-0.02031437184,0.8665337537,0.2311318105,-0.02627452842,8.496990053
290,0.9325353043,0.0265877714,0.8622670495,0.1636202796,0.03926471561,8.414402079
291,0.9093590685,-0.008315487752,0.8708322259,0.1347185807,-0.1208221094,8.505580042
292,0.9460674757,0.003542716544,0.8350868083,0.1448447936,0.02972108965,8.17336739
293,0.9212019434,0.0002129661316,0.8484114,0.1951765932,0.003625053848,8.10754665
294,0.8594071585,-0.006482065655,0.8042059096,0.171024409,0.08995488387,8.134842741
295,0.9102887214,0.008304215616,0.9039376694,0.1718240558,0.08711649358,8.422858436
296,0.900453198,0.003106117611,0.8624327562,0.07423989687,0.04227694041,8.085003461
297,0.871137217,-0.001897184082,0.8952115027,0.1215178313,0.03890026037,8.20601358
298,0.8816331368,0.001785924227,0.8710570644,0.144454408,0.05245213616,8.328356399
299,0.8624139417,-0.005775120209,0.8945492485,0.05946458175,0.05669960138,8.176796948
300,0.9063023771,0.01606778999,0.9006356897,0.004491536723,0.01295110127,8.143195865
301,0.8957646409,-0.00522214012,0.8626622294,0.09607180527,0.04092801342,7.945622303
302,0.8768219967,-0.01455732299,0.8750851932,0.02381313944,0.06632903585,8.008923313
303,0.9028786843,0.003141318915,0.8914167289,0.08417305081,0.06549878074,8.056093972
304,0.8899854052,-0.009371028851,0.8784241549,0.06705235495,0.1220699645,8.135499352
305,0.8821165477,0.01022804189,0.9133634403,0.03087918233,0.1271750839,8.220293268
306,0.8896462856,0.0003025290053,0.9160981906,0.108298665,0.209423206,8.457946541
307,0.9177249095,-0.007100480739,0.9406452103,0.1357842487,0.0722064164,8.420216374
308,0.9283066334,0.002922256298,0.8977639306,0.1203689348,0.1704648115,8.695670585
309,0.9060503128,0.004485802075,0.8901730583,0.03598735435,0.1397884697,8.556965037
310,0.8878330458,-0.003122957255,0.89505404,0.1841058784,0.1337991258,8.307016901
311,0.8792480665,0.01289188311,0.9301576885,0.107112475,0.2518914091,8.496475674
312,0.8918077137,0.009529796324,0.931822891,0.09935138063,0.167460012,8.549006369
313,0.8670245307,-0.003786054854,0.9434814087,0.1977429037,0.2344495486,8.764890626
314,0.8888840568,0.009419570982,0.9152903121,0.1015116245,0.1659132509,8.294190452
