"Respondent","Bx","By","EC"
70,0.9358306766,-1.379418861,-0.2750107562
71,-0.3107877184,-1.381458209,2.097787109
72,-1.055530445,-0.01816019993,2.161006184
73,0.1582627971,1.125107969,1.22567001
74,-1.215058936,-0.5569545072,-0.6165314795
75,1.037436202,0.3602798252,1.093033243
76,0.4642568497,1.081082689,0.05080139318
77,1.144626312,-0.8320534655,2.216739926
78,1.240790967,0.7455796823,1.512010303
79,-0.6784927315,-0.4520088678,-0.3519398802
80,-0.5063672822,0.2370084459,-1.925242579
81,0.5698972575,-0.487664954,-4.178315801
82,0.3500463817,-1.185716103,2.865716843
83,-0.2378204195,0.5003501674,3.268054677
84,0.5354539403,-0.3708412271,3.208335527
85,1.52196562,-0.8951863861,0.7418596664
86,-0.2199990431,-0.9187133062,2.969052792
87,-1.046053262,0.09816659674,1.407552255
88,1.390911204,-0.82323703,1.726947346
89,0.3751656902,0.9750897878,1.924199744
90,-1.035066595,0.3163284282,-1.661968944
91,-0.2399113593,0.4317765337,-0.2798334013
92,0.9804333952,-0.9212355284,1.661459656
93,0.5346293162,-1.551622099,0.4815287745
94,0.07466769096,1.0799144,-2.158460767
95,1.151089934,-1.189941299,0.8196258668
96,0.2232594678,-0.9533543956,-3.856224853
97,0.8201710538,0.675250582,-2.126169128
98,-1.009963366,-0.7543207138,-1.164105496
99,1.411216298,0.35203787,-1.019152122
100,0.9989569596,-1.157333568,1.300955412
101,-0.8806554254,-0.3316217527,-2.579344968
102,1.196263048,-1.004481537,-1.383368956
103,0.8989290324,-1.372110219,1.24569977
104,1.723863495,-0.07015802377,0.3362976989
105,1.297901316,0.2623559531,0.9776295168
106,0.1614122124,-0.9832614249,-3.13162611
107,0.4422141805,-1.569509347,1.280612153
108,-0.3946417311,1.061184375,-0.4425591004
109,1.081738287,-1.036636902,-2.511840004
110,-0.7698843763,-0.4136852353,-1.450468771
111,0.8525447157,-1.039270646,2.184558818
112,-0.378667414,-0.408191,-3.946874939
113,-0.1835256478,1.036272066,-1.078654762
114,0.337919078,-0.8798268754,3.183535891
115,-0.01285882621,0.9024211096,-2.053219293
116,0.6965132425,-1.263153968,1.02808303
117,-0.01041728094,0.4450218958,0.8511348114
118,1.146534875,-1.29130762,-0.5822574364
119,-0.1777953896,-1.437764895,0.9831749215
120,0.8590725137,-0.696470691,-3.265312667
121,0.1065204756,0.266808649,0.5264313591
122,1.08715112,-0.5046890463,3.324837849
123,0.6857976832,-1.345226892,-0.4233770483
124,1.076960356,-0.422419553,-3.462644628
125,1.222522341,-1.084675333,0.09127207075
126,1.298495163,0.03025099627,3.297973768
127,1.140272958,-1.267149857,-0.08864398281
128,0.181923479,-1.601958294,-0.7586321669
129,-0.7172611527,-0.607050799,-2.919141184
130,0.5539516443,-1.107161046,-1.784966875
131,1.529813752,-0.6955572821,0.4451194206
132,0.03088325224,-0.6864452308,-3.991373838
133,0.1741539492,-1.569262277,-0.9926423705
134,1.078125836,-1.037757296,-0.8918198494
135,-0.6634685794,-1.232990474,-0.9678675774
136,-0.8075119526,-1.006266917,-0.4501505758
137,0.5632662762,-1.660382807,0.6688357444
138,1.233093772,-1.028710703,1.125110415
139,0.06663162533,0.9954080391,-2.565709927
140,0.8112310451,-1.03516452,3.327250411
141,0.3153425966,-1.501086382,-1.468271608
142,0.674922416,-1.388532087,-1.02684611
143,0.6270987127,0.9060379834,-2.551908432
144,0.7988744793,0.883870442,-2.019607141
145,0.7560420333,-1.409472005,0.2139316435
146,1.416912833,-0.2745527446,-1.589435667
147,0.2358915463,-1.570170871,1.066274588
148,1.426834589,-0.3968119901,2.645978996
149,1.135515929,-0.5772623426,-2.802344895
150,-0.4336026554,-1.292767699,0.7595377802
151,0.7943359213,-0.631777966,1.650857736
152,0.222681819,0.7297240716,-3.614893685
153,0.01466818996,1.166394143,1.171646145
154,0.3661086682,0.548305279,1.944567553
155,0.4614763496,-1.312570903,-0.6178679597
156,0.1956233091,-0.1596130354,-2.801065501
157,-0.912278313,-0.0628798107,2.842081081
158,0.7520006355,-1.348638309,-1.724644367
159,-0.4792768214,-1.185092737,-2.496339884
160,1.364159968,0.01767736765,0.9922082903
161,-0.02086903593,-0.6426648774,-3.923006226
162,0.05525630341,1.140590105,-0.2937993502
163,1.512984331,-0.2772195794,0.9606536776
164,-0.1203179496,-1.326126069,-2.568913416
165,0.975409942,-1.04638481,2.253097187
166,0.174289406,0.6169543481,-3.158512038
167,0.05801519263,-0.2287620647,-4.407151483
168,1.521559628,-0.4116098446,0.9300489889
169,-0.2483197264,-0.8366526459,-3.805539166
170,-0.8951951835,-0.6763996771,1.22012453
171,-0.7612283493,-0.8098144364,2.487107234
172,1.424298361,-0.6386778238,-0.7739732608
173,1.065153819,0.3467334712,3.370671483
174,-1.240860887,0.0228712845,-0.3221419613
175,0.668089174,-0.2526833194,-0.04821408977
176,0.9961023903,-0.9491567454,-3.037066994
177,1.367529089,-1.006630546,-1.155613322
178,0.05343204065,0.09060801243,-4.480153126
179,0.4768898358,1.021604787,1.497333522
180,1.232517803,-0.9946024919,-0.6437718472
181,-0.8574455891,-0.8521798806,-2.965980286
182,1.477900501,-0.8731236068,-0.3869552813
183,1.245188691,-0.3078312504,3.188965983
184,-0.7168490376,-0.190247812,3.032339362
185,1.390326426,-0.584032678,2.360744629
186,0.3026718648,-1.403521012,-2.384900217
187,1.408589384,-0.5443596585,0.4851606898
188,0.7615297743,-0.3702126633,-3.174396681
189,1.101905663,0.6422480571,-0.8057010164
190,0.942606167,-0.5736628377,3.793273949
191,1.508256933,-0.07313193197,-0.6327357522
192,0.8336297976,-1.296243072,1.434238218
193,1.438666911,0.4040590431,0.1728369722
194,0.3454685242,0.4440997269,-3.874927852
195,-0.8957371677,-1.009078988,0.7234361328
196,0.2878872255,-1.532979554,-2.545894926
197,-0.1164960318,-1.534108876,-1.573846471
198,1.113483674,-0.9501858436,-1.396449584
199,1.608210221,0.1346047299,-0.5830469131
200,-0.1969091237,-0.9674125318,1.25189764
201,1.579619709,-0.6515241945,0.1248772192
202,-0.2714341195,0.837285336,1.635802442
203,1.32068966,-0.6033730762,0.6485243103
204,-0.5436617009,0.9990532952,1.285600567
205,1.602541182,-0.2806711753,0.7937517798
206,-1.121287989,0.1765791805,0.5062303424
207,-0.8256146317,-0.9061741324,1.354300142
208,0.5836000661,-0.1973150633,2.592431807
209,1.549012491,-0.5677384682,-1.136149754
210,0.9093712103,-0.6139307651,-3.475913542
211,1.158597851,0.5841819002,-1.193154553
212,-1.024702196,-0.4363955156,1.187215504
213,0.8683989279,0.2758310216,2.241007303
214,0.2790699453,1.060392859,1.658491601
215,-0.8088140925,0.7004570744,-1.833546906
216,-1.216847556,0.01966463066,1.395591752
217,0.6927530331,-0.4231590091,-3.643643633
218,-1.211902673,0.1027529462,0.369707797
219,-0.7373541193,0.801220692,-1.388239889
220,0.1356499592,0.7648720225,4.073620555
221,-0.5864765723,-0.4346238608,-1.426093422
222,0.9072935263,-1.151482775,-0.5253822089
223,0.204578181,0.6649851861,-1.40398217
224,0.7886036673,-0.1934331882,-1.120894422
225,1.037529329,-0.8362009937,2.77769332
226,1.45009888,-0.6363274095,-0.5731520565
227,-0.8076241912,-1.057729584,-1.14242734
228,0.497960987,0.4408500411,0.2417942817
229,0.8205142457,-1.518822012,0.5446372208
230,0.3818406989,-1.27794678,-0.984700923
231,1.183236552,-1.331674108,0.864548456
232,0.3846468368,-1.378536885,-1.643428816
233,-1.016316603,0.2890469585,-0.4998745537
234,1.172033438,-0.1564292425,1.591507627
235,-0.6639156738,0.1993704055,3.449178968
236,-0.8517549605,0.2518004994,1.278072321
237,0.2955098099,-1.611631539,-0.3122864951
238,0.5464845429,0.9282414997,1.762275032
239,1.08517043,0.4078815629,-2.476643426
240,1.540445489,0.01621325622,-0.09945660179
241,-0.5182800258,-1.431397184,0.5645014948
242,0.5048958855,-0.8820277464,-3.637439573
243,0.8490214362,-1.272152357,-2.318956807
244,-0.4098706141,-1.239929918,-0.7326730834
245,1.45279622,-0.1004622113,2.208503535
246,0.5504748485,-0.3970731625,4.112266124
247,-1.321980649,-0.08781242954,0.03666478275
248,0.01682099441,0.4245329371,2.503299876
249,1.059142117,0.6788301862,0.4467215457
250,1.1132037,-1.176021629,1.225346002
251,-0.02704343104,-0.6410555025,-4.41498838
252,-0.1979094461,-1.427817981,1.020624378
253,1.246683685,-0.3973066764,2.696326665
254,1.228442403,0.7158674644,0.2657204778
255,1.166378929,-0.5745036651,-2.411712963
256,0.5640708315,-1.179084893,-1.712095816
257,-0.008599407809,0.2809779418,-4.057077089
258,0.3014516339,0.6342717772,3.38322447
259,0.6215300062,1.045885498,1.303626208
260,1.31193558,-0.7291021026,1.59846923
261,1.269732875,-0.7068385174,-2.485742867
262,1.240356336,-0.7988137212,-2.09969397
263,1.078065642,-1.393223149,1.024738923
264,-0.9913226199,-0.5054718427,-1.843907117
265,0.7608380586,-1.376751792,1.782133324
266,1.371662928,0.1849701908,-0.9536807135
267,0.2185677831,-1.494818664,-0.5580995867
268,0.9966772469,-0.7710804465,-3.189315087
269,-0.5128272007,0.8839976793,1.61905669
270,-0.05757315167,0.6355432742,-3.093409989
271,1.188480643,0.1043923644,-2.620529949
272,-0.2286656513,0.354660198,-3.867440013
273,0.9635310339,-0.6965050824,-2.177251689
274,1.056718001,-0.4741922554,3.701127878
275,0.7945708761,0.4736815435,1.923346346
276,1.443062074,0.1557736865,2.202925685
277,1.44396304,-0.7461874011,-0.8000255306
278,0.8383153682,0.9802458822,-0.4321541261
279,1.10182277,-0.1051744411,3.084723526
280,0.7213570276,-0.595898752,-2.444643863
281,0.7598988452,-1.501228612,-0.9992264585
282,1.10583824,-0.710017907,-2.266318271
283,0.4481652133,-0.892117339,2.167249024
284,-0.2080641921,-1.327331854,-2.294846297
285,1.468047208,-0.3631066625,-1.156236668
286,0.7448897031,-1.412774322,2.152427333
287,1.405799743,-0.2269889773,-2.479047101
288,-0.5995092604,-1.395807752,0.9181127365
289,-0.3209436399,0.189463713,-1.917890795
290,1.208721677,0.6565661985,-1.013434549
291,-0.8936294245,-0.8347545585,-1.347838645
292,0.3565418609,-1.279226743,-2.883202388
293,0.02102511984,-0.9867638098,3.543794392
294,1.220544008,0.1438910978,2.88808925
295,0.3803695706,1.018945594,-1.984799847
296,-0.471081484,-0.02402668611,1.289992013
297,1.234853325,-1.052444761,-1.140535107
298,1.627867499,-0.2477476005,-0.9294206826
299,1.37215212,-0.796940694,-1.439093547
300,0.3728185857,-0.1800037415,-4.182060869
301,0.4146867874,-0.5979508221,-3.259541176
302,-0.7961232999,0.4216519737,0.2733922378
303,-0.9285574026,0.5738355053,0.149725459
304,1.487534921,-0.7023628197,0.2793318789
305,0.7522500226,-0.6842261239,3.989582684
306,-0.3632207642,-1.370412281,1.715883236
307,1.541645987,0.2565255505,0.4938444119
308,0.4989522066,-1.453571563,1.488824768
309,0.3390199984,0.08229083521,-2.981675626
310,1.420068593,0.3271372697,2.165822758
311,1.296138062,0.3309710667,-2.281780393
312,-0.9758666849,-0.6317924289,0.2052180572
313,-0.6916279643,0.5020361757,-0.2954176392
314,0.1302552094,-1.548148249,-1.075101801
315,1.166720393,0.6167108236,0.014507257
316,0.9143168881,0.8090844285,2.706958534
317,0.5815103319,-1.364855394,1.031820511
318,0.06736629146,-1.418700254,2.006788492
319,1.6910818,-0.3973656376,1.185361694
320,-0.9337041862,0.4678811098,-0.3953983668
321,0.204999041,0.4141410211,-3.923815375
322,0.8400622826,0.6819891691,2.644515668
323,-0.4713887323,1.006271205,-0.8552698224
324,0.3940934071,0.06180859582,-4.380314696
325,0.8166397908,-0.6568016383,-2.946626839
326,1.389483029,0.3064867047,0.6180574067
327,1.311664496,-0.311111719,2.138085232
328,1.352433442,-0.6496909692,1.695084028
329,1.407917022,-0.8893542388,-0.101314257
330,0.7979949556,0.2174300119,3.774361125
331,0.6458019764,-0.6394556583,2.485010871
332,0.5338410779,0.6156946834,-3.581709583
333,0.6641999464,-0.6135982392,-3.810265517
334,1.444151619,0.1022407229,1.751308755
335,-0.2935523992,-1.261773365,2.095764872
336,1.505988437,-0.6009218748,-0.2077790416
337,1.378948021,-0.4022737297,2.075231935
338,0.2931302238,0.9814502015,2.622953172
339,-1.281738424,-0.5278929771,-0.6639405064
340,1.305659751,-0.5154154029,1.268234399
341,1.29858089,-0.6260376483,-0.3209034636
342,-0.06336902549,0.2393261332,2.920133187
343,1.30382092,-0.6275593183,-1.160091788
344,-0.3759137651,-0.5709797212,-3.864655553
345,-0.8821997988,0.4685422753,2.254475062
346,0.8495076154,0.8744122852,0.2283383033
347,0.6623130266,-1.478272283,-0.771028432
348,0.9409795413,0.5032134712,2.941356252
349,1.113864694,-1.225151418,0.2367520504
350,1.287186148,-0.9322241689,1.121004328
351,-1.052150476,0.2184865564,1.607701615
352,1.41638064,-0.6225761778,0.9489279871
353,-0.8222004922,-0.7548313848,-1.225761582
354,1.094260789,-1.059605994,-1.849961951
355,-0.3630658037,0.07546393276,-1.139528621
356,0.1912505551,-0.9903809321,4.075789012
357,1.396662414,-0.551932962,0.9740098327
358,0.7310097107,-0.3177725438,-3.911317995
359,1.178079821,-1.371869521,-0.2047094822
360,0.1532350833,0.3326176041,-3.157855013
361,0.5452948676,0.8801132554,-2.55129176
362,1.266335191,-0.5659177343,-2.389884575
363,0.599142295,-1.512743793,0.8406998426
364,0.3648213485,-0.1116156849,-4.316791291
365,0.310785611,-1.571206984,-0.07246425462
366,-0.1303970139,0.97523092,-2.417606658
367,-0.3329134932,-1.410263321,-0.8036840229
368,0.3458684046,-1.274750413,1.030110442
369,0.6171181104,1.070305709,-0.8772641517
370,-0.7085196085,0.7186183886,1.17932017
371,-0.9964376086,-0.8651648158,1.006113948
372,-0.9035247292,-0.5358701799,-1.907970775
373,0.8551586782,-1.11858526,2.437394026
374,0.6920170679,-0.7125483131,3.045598637
375,1.134847109,-1.084657012,0.805019443
376,-0.3086096078,0.4504107765,-2.699495278
377,1.270785554,0.01396350693,2.292814088
378,1.131018401,-0.751318287,2.091703206
379,0.9747292845,-1.116507541,-0.9548020427
380,1.372340366,0.3412375148,0.6148181834
381,0.5313890127,-1.233846362,2.49306389
382,1.446969788,0.4957013177,0.1960401358
383,1.479246248,-0.7274328091,-0.5324068079
384,1.234780555,0.7147710315,0.6977378987
385,0.123816051,-0.0196649116,-4.569067512
386,0.337606666,-0.08563860214,-4.277194451
387,1.076113728,0.6952903876,0.833120698
388,1.280871983,-0.4076570096,2.419741496
389,0.4754464013,-1.211724321,-2.522188937
390,0.7581234427,1.011349615,-0.7081725239
391,1.198125497,-0.9404205311,-1.737035471
392,0.8103052104,-1.216416258,2.438401537
393,-0.8145661952,-0.8643155323,1.102215151
394,-0.6405015709,-0.812647132,3.123506828
395,0.9630084885,0.3571092128,3.50124285
396,0.3820155056,-1.399825094,-1.291183878
397,0.4216915036,-1.672374519,0.2103573255
398,1.265522172,-0.531578675,2.08485163
399,0.0332385849,0.8944548015,2.864224449
400,0.5374711708,-1.175411809,0.66858002
401,0.4878394386,-1.492414826,-0.5635708717
402,0.7744265914,1.041218513,-0.9276304906
403,-0.991290492,-0.4097215805,1.960181265
404,0.9126382192,-1.2477823,1.217777248
405,1.413728092,-0.1063327229,1.69842631
406,0.344472165,-0.1226819521,-4.303826298
407,0.273016586,-0.9207817146,-4.028181655
408,-0.4962925461,-1.226979197,-0.6686837329
409,1.085198509,0.4124946637,-2.722630943
410,1.339444702,0.380757323,2.189174804
411,0.9656607073,0.9103820684,1.17444219
412,1.410544367,-0.06585028584,-0.5269266621
413,1.251694402,-1.230741545,-0.7654137126
414,-0.1857928564,-0.4174481429,3.017903861
415,-0.2327123684,1.209939073,0.6241990155
416,0.5260821813,0.1094225295,2.131517596
417,-0.3429357579,-0.8725024978,-3.460634553
418,1.145598438,-0.5303944038,3.328016063
419,-0.6948130957,-1.123033794,0.6192761372
420,-0.7493980836,-0.8451909421,-3.09135304
421,0.01584288837,-0.3083414035,3.04318484
422,1.271080105,-0.7912766792,1.405012893
423,0.5958825314,0.9044547405,2.406203362
424,0.4193545936,-1.097217074,-3.255386224
425,-1.070730614,-0.06242747225,1.166835148
426,0.5361967937,1.034349719,1.496736359
427,1.410516594,0.07309769909,-1.750084295
428,0.8991652856,0.2938581374,-3.297596036
429,-0.4647610839,0.7242363565,1.645627618
430,0.8640763875,-1.141348469,2.735829854
431,-0.5248274137,-1.217573696,1.768793227
432,-1.045592698,0.2406612641,-1.059881735
433,-0.1628421103,-1.104242459,-2.123361124
434,-0.904315375,-1.067952312,-0.6574593837
435,-0.5275947027,0.8898929469,-0.7943979071
436,1.39406704,-0.1848413406,2.28329617
437,0.4042079551,-1.490660706,-1.397996208
438,1.238934943,-0.340598734,3.319818527
439,0.04430091469,-0.08056609827,-4.668532486
440,0.1662869435,-1.22670622,2.540502617
441,0.9136477085,0.7692824179,1.179835089
442,0.9157168538,-1.145971342,1.106034031
443,1.1498312,-0.9332704766,1.063783467
444,-0.1414975371,-0.5714670223,-2.139160093
445,-0.7483777608,-0.1051718075,0.0965631278
446,1.342369692,-0.8599789847,1.832739022
447,0.7802322527,0.8475185871,1.68506299
448,1.633800594,-0.4385014659,-1.471758743
449,0.6025586965,0.1338334851,-0.007028698557
450,0.5005874222,-1.313769746,1.709669805
451,0.8203158063,-1.141003335,-2.824289548
452,1.445210502,-0.6762284095,1.46458422
453,1.196255455,-1.16390963,1.65887137
454,0.02594090284,1.04417286,2.176670141
455,-0.8654026891,0.8222614305,-0.09075085534
456,0.7509485106,-1.384065957,1.400617256
457,-0.6533363605,-0.0365731558,3.239976764
458,1.117677124,-1.124409578,-1.310809882
459,1.317748673,0.1528699916,2.129434679
460,-0.6214430342,0.591295397,1.169348261
461,1.38198493,-0.4705529414,-2.217157782
462,0.6831017483,-0.908165605,2.329328058
463,0.4399675548,-0.9991875611,-2.841607169
464,0.4527734807,-1.223831241,-1.265911169
465,1.119537156,0.5424439967,-1.966593417
466,1.115678754,0.4703870405,2.934825176
467,1.10729161,-1.209785637,0.08169329334
468,1.536045462,-0.72640529,0.8551465613
469,1.487819341,-0.3140065287,1.728757671
470,0.3104723556,0.9381804154,2.360979384
471,1.432872011,-0.6536122408,1.179093908
472,-0.8556509367,0.7239220837,-0.9157570954
473,0.33477318,-0.8729688454,4.046621256
474,-0.03492454268,-1.49956803,0.06196680476
475,-0.6635336824,0.6593975759,2.43810693
476,0.9492269498,-1.362996398,0.4659857593
477,-1.06178516,-0.04116809943,-2.50434549
478,-0.4258066542,-0.8428763512,1.304086956
479,1.438477415,-0.8224409208,-1.490754137
480,0.1588432611,-1.391632655,-1.971811996
481,-0.03201169855,0.2713652694,2.87007488
482,1.547970194,-0.7224248997,1.529178309
483,1.528604191,-0.2835199327,-0.6346382548
484,1.108203905,0.5991649961,-2.254722655
485,-0.176085335,0.7588812546,2.735944994
486,0.4350127098,-1.528761418,-1.098635068
487,-0.5045423354,-1.308910183,-0.8698966022
488,0.4055122604,-1.447766341,-0.9445260952
489,1.681962506,-0.06726032686,-0.1045360293
490,0.7632932285,-1.545674304,0.09914743508
491,0.6176440263,0.1734463418,-3.92333333
492,0.1781780987,-1.634569626,-0.5384057576
493,-0.03327075805,-1.382070721,0.1360189801
494,1.041194725,-1.31540909,1.513142464
495,1.208753651,-0.1756612677,1.948460486
496,-0.2936785496,0.7089917373,3.275135949
497,0.06811476784,1.218071835,-0.5532999256
498,1.110090931,0.6342991588,0.1934127532
499,-1.234639556,0.2418382112,-0.4016974947
500,-0.6211631297,-1.367345721,-0.6413631352
501,-0.9293571958,-0.8189106151,-1.591485884
502,0.5140754394,0.9397587171,0.5165371202
503,-0.400056352,-0.1993022879,3.280620664
504,0.8933702532,0.8375212182,1.679212799
505,0.3643389393,-1.603472597,0.6185805571
506,-0.04377956152,-0.09632763199,-4.412123194
507,0.6625441095,-1.427533764,-1.127235991
508,0.05390773977,-1.410073122,1.79397564
509,0.644618459,-1.515019807,1.507366402
510,0.4671390057,0.4671745543,-3.432238025
511,-0.4323021742,-1.376163035,-1.259905251
512,-1.161660246,-0.3962651166,0.8905124494
513,-0.7146910829,-1.118465506,-1.58070854
514,1.179045057,-0.8559910309,1.589455519
515,1.103241947,-1.08823108,-0.09275199614
516,-0.06787546772,-0.3975797825,-4.483285701
517,-0.3931095099,-1.239006066,0.264243949
518,-0.3953349301,-0.7788461939,3.279788983
519,-0.8710312221,-0.5807784583,-1.713474861
520,0.9803204217,-1.242270739,1.08689905
521,1.220638912,-1.208660928,0.2776586232
522,1.533431712,-0.313483912,-0.05221984517
523,0.8842259669,-0.6779817163,2.918107293
524,0.1405284795,0.03967276836,-4.44868883
525,1.430084703,0.2762957186,2.489530501
526,-0.1695772527,-0.593159462,0.3643862455
527,0.5737020727,0.6265700289,3.833803594
528,-1.217531377,-0.3844516692,-0.6825733541
529,-0.599480032,-0.4814454895,3.441642555
530,-0.5987080569,0.103203374,-2.936432826
531,0.9395995661,0.7263795732,2.879368219
532,-0.7277287391,-0.0482126382,3.365897582
533,-0.3759157258,-0.3756202843,2.625698492
534,0.7589533325,-1.375549527,-0.07375771979
535,-0.2590496505,-1.301775769,-2.888295899
536,1.730051973,-0.4889685737,-0.3049798762
537,-0.3637765158,0.8858328249,1.922078053
538,0.8077088423,-0.9806776068,-3.032179634
539,0.1452864984,0.2224531004,-4.35438446
540,1.055267797,-0.5176896116,2.808607861
541,-0.3676340988,-1.313941555,1.972565424
542,1.379765526,0.2396140026,-0.9842192409
543,0.9917155107,-1.23734685,-2.069078712
544,0.1620259483,0.06633151742,-0.8879238228
545,0.07398803853,-0.4782581062,2.6071698
546,-0.1562529321,1.024166557,-0.1332113886
547,0.09891449222,-1.55143217,-0.09691932507
548,1.399805166,-1.004805747,-0.03971792988
549,-1.225119581,0.1947806813,-1.213126247
550,-0.8239757004,-0.8509772661,1.335959355
551,1.350621925,-0.5671132146,0.3431629442
552,0.2395030404,-0.3263284413,-4.565345017
553,0.7384669188,-0.8474125213,2.359498744
554,-0.2392898207,-1.430719001,0.4911890486
555,-0.1528507047,-1.406763662,1.761617549
556,1.225235908,-0.8744351767,1.654136331
557,1.186624079,0.6838100133,-0.5782562051
558,-0.2382898153,-1.133037893,2.533658159
559,-0.09782184208,1.037138558,1.738739395
560,0.3455858919,-1.535703595,1.302469535
561,0.9909002565,-1.22545821,-0.8500452842
562,-0.1455293259,-0.4675437689,-2.168238176
563,-0.3562847942,0.9385618216,-1.605182408
564,1.515501864,-0.7812287044,0.2271497222
565,1.165345412,-1.118773999,1.333151287
566,0.07458688613,-1.404852657,-2.864116529
567,0.439434916,0.6531353847,3.301287286
568,1.193159957,-1.162697763,-0.4326739685
569,-0.2046184767,-0.0551654275,3.121037434
570,1.166217686,-0.945259533,1.775353541
571,1.072967177,-1.389059863,0.9322888314
572,1.354053091,-0.4898854316,1.869282122
573,0.3300683426,1.297009121,0.1875419395
574,0.5506724792,-0.742352316,-2.217290876
575,-0.09714809468,-1.589607776,-0.4014951185
576,-0.6117287774,-0.3228275998,2.902047029
577,0.4753417999,-1.544716259,-1.121468769
578,-0.3979134748,-1.314772879,-1.764179252
579,0.6824508411,-1.187874739,2.500379465
580,-0.03641274559,-1.60101192,0.4263158199
581,0.3777162694,-1.288857853,2.597700604
582,1.442076404,0.189097789,-1.509167702
583,-0.7444998433,0.1019673888,3.48843015
584,1.234898466,-0.9564355012,-0.8239759304
585,0.5807863539,-1.354531468,-2.343128271
586,1.417655879,-0.3045125621,2.041679912
587,1.339092504,-0.8733522113,-0.8394652917
588,0.2401586693,-0.4768524492,-1.389197203
589,0.06627715749,0.442583295,0.08699249124
590,1.525202382,-0.6308110726,1.142983673
591,-0.272323324,-1.188126455,-2.356950132
592,-0.8416759221,-0.9569509298,0.7649714887
593,1.45393175,0.3100592828,1.379696736
594,0.6167626493,-0.442752288,-4.078319112
595,-0.7361545169,-0.9112724289,2.552294003
596,0.1932264605,-1.460914045,1.63215456
597,0.1902756037,-1.552776101,-0.9758619835
598,1.017258638,-1.175670767,1.078589783
599,-0.9906711988,0.2699521579,-2.079872392
600,1.383465673,0.3448761268,0.7157819563
601,-0.323519932,-1.349634509,-2.350526619
602,-0.3723461898,-1.235440779,1.982663071
603,0.4817591432,-1.0210072,-3.047623051
604,0.5552792637,-1.292850411,1.985003322
605,0.1812794785,-0.549294354,1.460049993
606,1.459768402,-0.7927815092,0.4808267699
607,-1.187223799,-0.5806339219,-1.17832693
608,1.395451599,-0.465386346,1.330142525
609,-0.06124321814,-0.02421557801,-4.633732479
