"Respondent","RLH","brand2","brand3","brand4","brand5","price2","price3","price4","price5"
33,0.46367538,1.012134099,-0.8508654252,-1.569737445,-3.902286981,-1.222558785,-2.144394048,-2.738798376,-3.303199546
36,0.6357773362,1.969805098,-2.34470769,-0.9252067392,-4.757293518,-1.055394314,-2.035427218,-2.80921842,-3.371657497
38,0.6138336221,2.270441779,-2.276308531,-1.477451869,-4.497613381,-1.143817771,-1.912206661,-2.4526419,-3.216584604
40,0.4410224625,0.8892861524,-0.8159546144,-1.218885099,-4.626600174,-0.9388266017,-1.789252462,-2.434388274,-3.007364832
43,0.5483032722,1.073850742,-1.086565547,-1.149928081,-4.554696329,-0.9389675767,-1.840735214,-2.572342915,-3.200587593
44,0.8763893216,2.646963903,-2.665544531,-1.147461338,-4.506643904,-1.179296911,-2.126292986,-2.912395195,-3.590607659
47,0.3963944838,1.197123775,-1.667059911,-0.9684818432,-4.183107074,-1.045504953,-2.032334989,-2.74475139,-3.318357377
51,0.5262512661,2.486380133,-2.985501176,-1.400662645,-3.754078037,-1.256244856,-1.939140477,-2.931266366,-3.671873722
54,0.5100372319,1.714252649,-1.574117987,-1.830136417,-4.144136869,-1.106410674,-2.059994832,-2.797680731,-3.371131722
56,0.5325693416,2.377219234,-2.414485575,-1.046546628,-4.750468623,-0.9541015178,-1.886598419,-2.654557349,-3.181221919
57,0.5413123224,2.045286618,-1.967126451,-1.285773276,-4.633390087,-0.8381962808,-1.748212891,-2.480316016,-3.191769078
61,0.7566790003,2.822622692,-3.035260523,-1.02889368,-4.441575804,-1.056338532,-1.99770314,-2.892019303,-3.609100079
65,0.6601595969,2.889153151,-2.875630408,-1.219451853,-4.612300388,-1.064280945,-1.866981056,-2.565724522,-3.289962134
68,0.5008454161,1.652737548,-1.84316558,-0.8713277356,-4.685465946,-1.086269728,-1.916267297,-2.679485995,-3.283958648
70,0.7037971365,1.905413596,-2.618304638,-0.7776421392,-4.203802448,-1.163516412,-2.16804697,-2.942049169,-3.61362444
71,0.8025633297,2.384289831,-2.402660753,-1.217566242,-4.803186376,-1.007904186,-1.961142783,-2.777271601,-3.4562118
73,0.583036597,2.194196056,-1.843433801,-1.216276747,-4.42498256,-1.164147946,-2.108963914,-2.808244107,-3.426171025
74,0.5412978996,1.695056476,-1.55746019,-1.528426404,-4.405709727,-1.216511838,-2.123751149,-2.75710166,-3.259799324
76,0.7483394539,2.730528647,-3.031115384,-0.9370920278,-4.826595876,-1.05032159,-1.804774464,-2.552665823,-3.311259854
77,0.5083402302,2.042262107,-2.275701146,-0.975482404,-4.385625305,-0.9174436011,-1.655360358,-2.597812791,-3.48937997
80,0.6885591983,2.318306602,-1.94605665,-1.583151175,-4.76343563,-1.123546952,-2.118022406,-2.733225946,-3.221300257
82,0.4637125018,0.7913216857,-1.226467169,-0.6343800949,-4.297914022,-1.305285616,-2.203305714,-2.771624033,-3.289684184
84,0.6915607109,2.374343894,-2.401577472,-1.298318164,-4.868607508,-0.9550001187,-1.795636988,-2.566844882,-3.239955299
85,0.5727323688,3.142546344,-3.218200862,-1.188046205,-4.383377702,-1.145429723,-1.877929209,-2.555340485,-3.308598005
88,0.5317344892,2.7913007,-2.463188442,-1.008130205,-4.620467364,-0.8746479792,-1.879319734,-2.637515846,-3.391974862
90,0.6102617884,2.173274119,-2.059594629,-1.754666544,-4.494844725,-1.085192796,-2.026301021,-2.737213372,-3.345463379
94,0.3320920849,1.343111203,-2.074511264,-1.142477043,-4.049199701,-1.030306074,-1.771253683,-2.528834742,-3.29075126
96,0.6781343267,2.268199402,-2.676883445,-1.512460528,-4.596953065,-0.8606093594,-1.82416356,-2.611438453,-3.352289176
97,0.7106887139,2.094688135,-2.354496247,-1.125444804,-4.442932013,-1.112577795,-2.011550652,-2.790471664,-3.494575674
103,0.5670617096,1.826841944,-2.597215422,-0.9222907392,-4.368983466,-0.9624457256,-1.802093646,-2.740807376,-3.467630976
111,0.6045306573,2.694863754,-2.315862864,-1.734067417,-4.816355387,-0.9441771036,-1.87796563,-2.574377901,-3.197598026
116,0.688721801,2.928828658,-2.953508591,-0.7620517505,-4.46408302,-1.198950976,-2.130835307,-2.949428426,-3.572633049
117,0.7860165248,2.378169952,-2.194541073,-1.338065229,-4.634560375,-1.202068198,-2.085531799,-2.778637111,-3.498213099
124,0.644348255,2.325596714,-2.793250493,-1.266185626,-4.847246096,-0.9573644291,-1.801440657,-2.485384116,-3.200925356
128,0.5441416092,1.868730643,-2.767290897,-0.9533888513,-4.548382118,-1.131073456,-1.842595757,-2.674227942,-3.309666163
135,0.6925773342,1.747653387,-2.136052969,-0.807397166,-4.60114932,-0.8881732352,-1.949093624,-2.76270637,-3.470849558
136,0.4875313444,2.234275752,-2.441650994,-0.7988253623,-4.521510686,-0.9821955198,-2.055355579,-2.686238724,-3.289674637
137,0.4422762945,1.042306676,-1.525660163,-0.5743880375,-4.594600801,-0.923761805,-1.824825016,-2.538018787,-3.11903809
139,0.4473635859,2.031842713,-2.638905171,-0.7080047003,-3.890484118,-1.074908701,-1.886334047,-2.768928163,-3.551898389
140,0.4885651967,1.470724413,-1.851480541,-1.189566526,-4.44023554,-0.865606714,-1.86449363,-2.583439958,-3.271994973
142,0.6482498448,1.416312598,-2.086757283,-0.2148805053,-4.352000589,-1.040757723,-2.013859262,-2.789131575,-3.513289673
147,0.6375763364,1.304080772,-1.990248582,-1.022062689,-4.538255227,-1.08807098,-1.918355276,-2.742501798,-3.360924899
149,0.5119662839,2.835539172,-2.360080982,-1.532362464,-3.911447669,-1.239718135,-2.292066259,-2.948114664,-3.515276479
152,0.5819287666,1.843972692,-2.72108574,-0.8098647186,-4.542440727,-1.195302968,-1.878821403,-2.64821292,-3.347368686
155,0.4738972662,1.996796174,-1.62107734,-1.444440173,-4.530100096,-0.9263508396,-1.944486152,-2.63279896,-3.202773232
156,0.5386407835,1.814546171,-2.351150136,-1.09100958,-4.753477881,-1.019977232,-1.730289742,-2.507788649,-3.136663699
162,0.6968315495,2.671592686,-2.906837404,-1.087655014,-4.361936606,-1.143337756,-2.131008213,-2.877709694,-3.505829567
165,0.4914539016,2.185865027,-1.777919714,-1.445321258,-4.5506169,-1.054105511,-1.837415371,-2.595998644,-3.332370673
169,0.7894690288,2.830988265,-3.021549888,-0.9674250715,-4.871384461,-0.9817847122,-1.777886659,-2.632235302,-3.396001915
170,0.5966738641,1.907357492,-2.522822852,-0.6618129622,-4.179106689,-0.8792563998,-1.946851297,-2.73714404,-3.499045496
171,0.7814233373,2.8570583,-3.165578262,-1.159524393,-4.405083223,-1.109721558,-1.952122257,-2.725488336,-3.462957776
172,0.6331698037,2.249120443,-2.569045351,-0.7568159812,-4.684741087,-1.091563878,-1.88977224,-2.673821802,-3.424889002
177,0.4584465263,1.44110295,-1.529767526,-1.178511338,-4.510428476,-1.11731715,-2.016008907,-2.515084994,-3.200199388
180,0.6437027608,2.173117493,-2.037303547,-1.707439837,-4.691593723,-1.118242753,-2.01695093,-2.709256901,-3.441047885
184,0.5384207969,1.650979257,-2.360385391,-0.5744361656,-4.382107715,-1.071239826,-1.818836562,-2.507096425,-3.136093146
185,0.7277920177,2.758544868,-2.84319378,-1.245481044,-4.609519123,-1.230703136,-2.048833681,-2.774184486,-3.424561499
191,0.3998993774,1.0440472,-1.520664976,-1.101885871,-4.40444836,-0.6759127834,-1.433098768,-2.120109553,-2.913805857
192,0.5612411318,2.299720788,-2.654066561,-1.079836235,-3.84086335,-1.234825421,-2.167001539,-2.999564028,-3.666936458
193,0.4963856505,1.972772885,-1.633517246,-2.062686944,-4.542181279,-1.232784855,-2.042323615,-2.63178614,-3.051292451
194,0.6779668192,1.77309981,-1.938614757,-1.252550253,-4.660782695,-1.124829442,-2.171210733,-2.850312328,-3.380713293
198,0.4863566902,1.715767028,-1.806974226,-0.4925896161,-4.599582166,-0.8455191283,-1.839479822,-2.619794593,-3.272522948
200,0.7102053977,2.235949277,-2.314557136,-1.18892152,-4.768870038,-0.9953501948,-1.975639136,-2.71012828,-3.323267327
201,0.4605656541,1.230328892,-1.839157443,-0.6968107286,-4.6947673,-0.837357067,-1.634301435,-2.39477625,-3.079857157
203,0.6254655587,2.360348004,-2.593963667,-1.010776806,-4.533805579,-1.162557111,-2.0084944,-2.765996653,-3.493906926
207,0.4299923682,1.443196161,-1.867280897,-1.179327574,-4.371104762,-1.142695367,-2.008639455,-2.642908302,-3.280680762
208,0.8483305273,2.38134695,-2.298827894,-1.340021429,-4.452416336,-1.103469814,-2.057217107,-2.776588209,-3.487591813
209,0.3688172092,1.512155046,-1.693921017,-1.468144137,-4.593736307,-0.9801597673,-1.733572259,-2.302390015,-3.049695873
218,0.4155416786,2.019539464,-2.672297946,-1.03289828,-4.264846197,-1.212168531,-2.028463665,-2.732145638,-3.280415497
219,0.6012836209,2.384508301,-2.280177093,-1.503129018,-4.760702856,-1.163964015,-1.717936184,-2.396237643,-3.215621503
220,0.4915460019,2.293234847,-2.752285286,-0.7056007715,-4.552028188,-0.7979572812,-1.713244577,-2.527883961,-3.232379568
221,0.542571306,2.877609797,-2.44897912,-1.544349193,-4.395510371,-0.9369206672,-1.772841534,-2.485568471,-3.195204253
222,0.6096481613,1.708522869,-1.782412282,-1.47629693,-4.532564363,-1.251445727,-2.063467346,-2.801859898,-3.378870716
223,0.5316007364,2.4265937,-2.803059215,-1.111503737,-3.837629803,-1.163816169,-2.034999171,-2.827741629,-3.641108645
224,0.4268445699,2.472045442,-2.279835072,-1.892720676,-4.169498762,-1.198641752,-2.030070132,-2.753779999,-3.382020201
225,0.6611902187,2.050069996,-1.888851271,-1.849441291,-4.568333806,-1.224574545,-2.064006167,-2.711131527,-3.388891321
230,0.6786329571,2.759442761,-2.876821912,-1.060657969,-4.446707413,-1.129908781,-2.140854124,-2.911906805,-3.544009922
232,0.5742845766,2.135996103,-1.711250016,-1.425938712,-4.457200903,-1.13837971,-1.992366193,-2.680544937,-3.370555438
243,0.8737522873,2.599800949,-2.678026036,-1.207844592,-4.600178838,-1.138971043,-2.104132806,-2.878188171,-3.569963341
245,0.5692756644,2.597847426,-2.576006048,-1.537024702,-4.30970414,-1.236387895,-1.997282823,-2.65145322,-3.263044388
247,0.4945120719,1.195959174,-2.015212179,-0.7095360742,-4.611035289,-0.9010547273,-1.702674436,-2.387738883,-3.113138698
248,0.4240055482,1.028962211,-1.662190013,-1.029140188,-4.323472019,-1.148450964,-1.888250057,-2.585217022,-3.205160831
249,0.7292879399,2.450063406,-2.635181502,-1.320223496,-4.576322731,-1.061745246,-1.908061703,-2.762541825,-3.493766121
261,0.5602312659,2.414490013,-2.74524151,-1.012753746,-4.620287684,-1.065306782,-1.891134274,-2.608626874,-3.334411062
262,0.6743471091,2.826156585,-3.233724107,-1.090622378,-4.572772107,-1.159921247,-2.128258097,-2.916443485,-3.533082436
263,0.4897751075,1.851003098,-2.689375607,-0.6678302431,-4.478412038,-1.049196441,-1.982978569,-2.617949885,-3.227343656
265,0.6244442687,2.336165322,-1.919671104,-1.497315102,-4.64933456,-1.074028502,-2.096763925,-2.695712654,-3.348095826
267,0.6600768173,2.501907302,-2.001407573,-1.288168474,-4.796743798,-0.9959880437,-1.92400504,-2.647761786,-3.337020362
268,0.5352760413,2.145654687,-2.358588652,-0.8217772836,-4.609621755,-1.200511159,-2.17717958,-2.732018796,-3.358457979
269,0.7334768489,2.485133359,-2.7927531,-1.318132338,-4.631309459,-1.058717284,-1.960054213,-2.825962277,-3.537223656
274,0.4845371062,1.657729577,-1.928100274,-0.7290292092,-4.430173363,-1.064085613,-2.158267687,-2.746355545,-3.395817629
280,0.6892983741,1.900399512,-1.676109765,-1.498202102,-4.641714352,-1.233717386,-2.148666134,-2.798063304,-3.35259576
281,0.606092599,2.496790428,-2.819045799,-1.136562085,-4.636106701,-0.9738161362,-1.768431943,-2.701747886,-3.405520324
282,0.550828307,1.355518726,-1.43341366,-1.415013175,-4.050323147,-1.179030397,-1.881458336,-2.688681865,-3.484244238
284,0.4806209644,0.7318482745,-1.265269115,-0.5566768699,-4.400196866,-0.8250409378,-1.942579462,-2.666313123,-3.274382569
288,0.6395938679,2.441081915,-2.335241817,-1.542285445,-4.190517847,-1.039088016,-1.984468693,-2.935920746,-3.553217863
291,0.7700864447,2.852751709,-3.199700637,-1.018606147,-4.551683654,-1.0895528,-1.895194288,-2.837962931,-3.576867746
296,0.7518507851,2.087454513,-2.199666967,-1.097952621,-4.688143065,-1.211824096,-2.021192707,-2.80018633,-3.424507345
298,0.496814021,0.6163684361,-1.022461743,-1.030974139,-4.483874888,-0.8103444832,-1.797205117,-2.46679485,-3.055395698
302,0.7924278565,2.331751979,-2.905039633,-0.6104932264,-4.745152059,-0.9796172832,-1.778430409,-2.661157026,-3.493853428
304,0.646228527,2.282182541,-2.535124061,-0.884555233,-4.584509436,-1.072098646,-2.151036946,-2.871662489,-3.513508299
308,0.4829929543,2.275467393,-2.180158733,-1.491545175,-4.070363581,-1.150864289,-1.947982012,-2.807384033,-3.549193942
315,0.5788450258,1.882574712,-2.283826387,-1.026588881,-4.652904836,-1.044172622,-2.014609213,-2.751793117,-3.335890242
318,0.6376194751,1.832781799,-2.037752865,-1.094219778,-4.550461398,-1.283428886,-2.161286687,-2.882108908,-3.491585484
319,0.7517492955,2.544444922,-2.760635635,-1.067271993,-4.790354455,-1.054719627,-1.983382043,-2.78998869,-3.404700111
320,0.5840438463,2.341565654,-2.215942568,-1.665966906,-4.273944595,-0.9465280402,-1.893160125,-2.713044463,-3.351571968
326,0.7226456207,2.42586556,-3.052827586,-0.8768208312,-4.241919587,-1.161815467,-2.026170205,-2.807694607,-3.524136173
329,0.6412341713,2.000213759,-2.322885446,-1.058225209,-4.191201835,-1.18917471,-1.947485453,-2.796122162,-3.540711372
330,0.5256988845,1.600761892,-1.674123461,-1.290238751,-4.750531027,-1.0406794,-2.055163763,-2.580746808,-3.175160344
336,0.4654453561,2.062960111,-2.530802863,-0.6615299896,-4.517293015,-0.8035983594,-1.81632849,-2.473796543,-3.26752906
338,0.7013053046,2.607251847,-2.961890377,-0.9017881885,-4.659751973,-1.198238503,-1.890245367,-2.741108498,-3.485129525
342,0.6727747511,2.35988471,-2.610445667,-1.292607308,-4.508805817,-1.052061051,-1.877094101,-2.724281342,-3.469352017
346,0.4992841996,2.975598679,-3.108101354,-0.8513972105,-4.281457805,-1.207048432,-1.817467889,-2.476947174,-3.301084503
348,0.6341427304,1.51452668,-1.529132331,-1.374663583,-4.658347051,-1.1587581,-2.085015719,-2.802843454,-3.324584787
349,0.4373314803,0.3790768482,-0.5917390757,-1.082560806,-3.675418111,-1.15647987,-2.015744002,-2.542710243,-3.190855792
353,0.5392973163,1.399423892,-2.142297124,-1.057119662,-3.75519806,-1.228569739,-2.208075661,-3.044044473,-3.688092887
356,0.4814128985,1.787176113,-2.040437919,-1.418211942,-3.956974602,-1.241151237,-2.238731742,-2.911833937,-3.588498888
360,0.5098781572,1.030473363,-2.157993831,-0.01640301258,-4.291538155,-1.174072349,-1.97666685,-2.60758701,-3.369226853
361,0.5454672876,2.239751492,-2.211229216,-1.43233327,-4.608469919,-0.9616204861,-1.96449358,-2.695597418,-3.37048529
364,0.6325638956,1.698731186,-1.911693666,-1.335990423,-4.381097151,-1.167412259,-2.099585038,-2.781580477,-3.520412892
370,0.5276102429,2.353549778,-2.56979911,-1.166338882,-3.770119454,-1.365251772,-2.160002333,-2.734859932,-3.440088467
373,0.4933228743,1.907045493,-2.363241982,-0.7566851261,-4.55689068,-0.9506372368,-1.665728232,-2.478269478,-3.33550582
379,0.6192204886,2.534398729,-2.421757485,-1.593273923,-4.283139998,-1.113074864,-2.083134533,-2.790273129,-3.43915641
380,0.7091281365,1.986315976,-1.628206345,-1.601825842,-4.45087,-0.9924298877,-2.13988942,-2.877818102,-3.482143722
382,0.7272435067,2.383705241,-2.346715116,-1.593420162,-4.668524954,-1.13499602,-2.03990297,-2.751210525,-3.403110116
384,0.573706642,2.681715153,-2.624344197,-1.194062118,-4.673347567,-1.075866227,-2.022917426,-2.59708801,-3.285047527
386,0.557421759,2.346498546,-2.500167413,-1.316191585,-4.45721738,-1.188618542,-1.910459547,-2.560960086,-3.328915147
390,0.712804992,2.478550542,-2.239301949,-1.723017107,-4.388229186,-1.040056774,-2.138740042,-2.878224801,-3.590204138
396,0.702783838,1.962955061,-1.629427259,-1.692193126,-4.713226723,-0.9964329343,-2.00070094,-2.685207601,-3.266234466
397,0.6434642078,1.784545463,-2.860996308,-0.6000653023,-4.478389627,-0.9579333229,-1.585851951,-2.365784747,-3.21444085
398,0.3348664938,2.076453187,-1.646834352,-1.410411162,-3.968746053,-1.098610863,-2.039313049,-2.724428959,-3.302304364
405,0.7387867291,2.497482626,-2.523713617,-1.169707519,-4.440880766,-1.049326046,-1.862685047,-2.686870995,-3.393437368
406,0.6455608036,2.384452776,-2.745155632,-1.259481904,-4.637071907,-1.099489521,-2.048362107,-2.790496851,-3.413755535
412,0.7075544254,2.400487693,-2.85450381,-0.5797340146,-4.62390385,-1.10593675,-1.984695753,-2.775093731,-3.51285692
415,0.6921439398,1.418129635,-2.236345638,-0.2822407454,-4.686784423,-0.9342742073,-2.088056946,-2.819786673,-3.404223188
418,0.5066548834,1.165800637,-0.9446707975,-1.190845638,-4.456805648,-1.145700793,-2.277980024,-2.770139424,-3.298591199
421,0.6956851152,2.601818537,-2.934331881,-1.057200229,-4.327176958,-1.171062681,-2.130608032,-2.877623902,-3.499586163
433,0.7465372623,1.670192133,-2.061938907,-0.7466424826,-4.568274057,-1.018532628,-2.008928157,-2.801373745,-3.474517137
440,0.4098242496,1.687182992,-2.204870001,-0.7911595211,-4.516688116,-1.112245272,-1.933153596,-2.487572925,-3.231651889
442,0.6048750995,2.009886072,-2.833952452,-0.6698278146,-4.330247232,-1.060224065,-1.99526719,-2.763564552,-3.480694411
443,0.7176573609,2.285939436,-2.893057127,-0.5436320431,-4.423227756,-1.045628235,-1.886705006,-2.745847219,-3.554358629
444,0.592865199,2.419368296,-1.842963714,-1.218827949,-4.721133537,-1.179500213,-2.07178796,-2.677232244,-3.329671233
445,0.5376104034,1.932988039,-2.111103606,-1.087769814,-4.479142537,-1.072048836,-1.89301318,-2.603630138,-3.20513211
448,0.6532944707,2.561260072,-2.555109177,-1.210785523,-4.565092153,-1.080576521,-1.987632109,-2.705705758,-3.336489022
451,0.5782241049,1.54387101,-1.458878779,-1.916198395,-4.403864282,-1.340057355,-2.188426529,-2.787138809,-3.350415917
452,0.5643725339,1.954757145,-2.518851335,-0.8014572367,-4.447890222,-1.096874208,-1.896098467,-2.690509357,-3.405211767
453,0.8004947588,2.372112538,-2.386074326,-1.181460666,-4.743726102,-1.083726548,-1.969107974,-2.709695145,-3.375152266
456,0.5930697324,2.395147757,-2.628684229,-1.032898199,-4.447099073,-1.236172496,-2.099995263,-2.823928663,-3.484292616
460,0.5660089791,2.611407187,-2.873653512,-1.219240111,-4.674766566,-1.138213408,-1.968955622,-2.706423483,-3.340761346
463,0.4028695774,1.828941917,-2.528720134,-1.099128083,-4.045206947,-1.040424854,-1.772778809,-2.535431299,-3.299522376
464,0.5576653578,1.858795274,-1.455538704,-1.306192783,-4.559126732,-1.000053178,-2.09416082,-2.713670296,-3.30277205
465,0.5233960282,1.667041544,-1.999206058,-1.137674774,-4.110380192,-0.8957128995,-1.994960166,-2.722177659,-3.449670697
469,0.5191302786,1.795837563,-2.254005819,-1.242229811,-4.759648834,-0.8157135812,-1.558916761,-2.316578201,-3.094115992
470,0.5728309155,1.052917817,-1.17251758,-1.220486997,-4.471291332,-0.9377442691,-1.896277092,-2.523119792,-3.279700474
472,0.7255716552,2.081111764,-2.137792741,-0.9316046488,-5.034027902,-0.9135425563,-1.950458307,-2.784534673,-3.353471914
475,0.2501137674,1.344764275,-1.483058266,-1.3148897,-3.932978823,-1.226288797,-1.886711344,-2.365807138,-2.990181351
478,0.5899365481,2.085906575,-2.859904013,-0.6294606662,-4.155922357,-1.126726341,-2.01607318,-2.86834903,-3.606417349
480,0.3773232641,1.674282617,-1.700313214,-1.687453887,-3.53918663,-1.258557848,-1.892042088,-2.741083813,-3.53906624
481,0.4656662753,1.643763435,-2.407898497,-0.6802321842,-4.393012686,-1.134236733,-1.955696817,-2.529199141,-3.247711003
488,0.6412646318,1.853307348,-2.594491172,-0.7774277533,-4.133540529,-1.043131843,-2.045841806,-2.847089444,-3.561025501
491,0.5535401891,1.212100905,-1.731023191,-0.8416608453,-4.544309428,-0.9470916521,-1.843956967,-2.678331908,-3.36391179
495,0.5944582136,2.886727754,-2.756267665,-1.195091591,-4.818107135,-1.080741395,-1.929859792,-2.643631499,-3.255738177
498,0.4786388466,1.324136917,-0.9721365758,-1.714190114,-4.629358266,-0.7634906014,-1.754868145,-2.380718225,-3.021649608
501,0.6296197159,2.476864877,-2.675496777,-0.7302073262,-4.716996982,-1.143248012,-1.897464439,-2.606059933,-3.234828932
504,0.6259544953,2.317637551,-2.536021261,-1.265488486,-4.580499577,-1.027831095,-1.877580421,-2.653925631,-3.403292225
507,0.8024027919,2.280470352,-2.278521841,-1.395088324,-4.455397653,-1.124083914,-2.093662287,-2.870073477,-3.445528486
509,0.5251101766,1.262493343,-1.829217435,-0.6619239324,-4.626369819,-0.9208461611,-2.050983284,-2.692509071,-3.214321773
510,0.3934537754,0.797847378,-1.601568604,-0.7101822297,-4.00412673,-1.135228988,-2.026244889,-2.699220651,-3.288406619
512,0.5511329099,1.94025737,-2.131442161,-0.7563955663,-4.336020437,-1.2290264,-2.156464493,-2.857917761,-3.508632658
515,0.5945143601,2.142009676,-2.068962817,-1.70259028,-4.712857002,-0.9628517444,-1.859680137,-2.56465183,-3.292980056
516,0.5540085425,1.926591254,-2.17205668,-0.9210151516,-4.487686727,-1.054666883,-1.922908162,-2.718121928,-3.376493734
517,0.5501828307,2.62832257,-3.229578485,-1.124583781,-4.371492788,-0.8586984408,-1.603792305,-2.573619535,-3.404278971
519,0.5009181739,2.190092092,-2.421587584,-0.7785710949,-4.814120683,-0.8578532202,-1.632938435,-2.424972156,-3.073700846
520,0.4835610257,0.9981330799,-1.65269659,-0.4468179812,-4.410125011,-1.151199957,-2.116514202,-2.799408314,-3.349807382
521,0.5037371544,2.194883679,-2.186545609,-1.748801483,-4.658563462,-1.108274661,-2.054121416,-2.732393603,-3.187689231
524,0.5961580264,1.620603812,-2.462491743,-0.8825947339,-4.319763831,-1.133077732,-1.96671663,-2.775917242,-3.435399678
526,0.5418758297,2.501493695,-2.055969034,-1.880019763,-4.620517094,-0.9403486865,-1.842223564,-2.432747789,-3.090223829
533,0.5549514018,1.736856262,-2.071628941,-0.8195015488,-4.31565879,-1.229772248,-2.171480656,-2.85256693,-3.457534698
539,0.3770803787,0.151667375,-0.6498414079,-1.282514976,-4.118289472,-1.215158686,-1.829144099,-2.293805835,-3.000461776
540,0.6372674005,1.0296788,-0.88873364,-1.54749214,-4.618340309,-1.155103642,-2.108405778,-2.651176694,-3.184781612
543,0.4523396892,1.775358822,-2.269987209,-0.9031996809,-4.250363661,-0.9121374797,-2.033525323,-2.71263856,-3.392896807
546,0.697074529,2.426561974,-2.300620075,-1.271301327,-4.668354937,-0.9771289905,-2.085132171,-2.803864048,-3.476469367
548,0.3908764473,0.7022477667,-1.772047338,-0.4428811465,-4.136562641,-0.9597938749,-2.064226912,-2.739690459,-3.280189967
551,0.6170542809,2.260094623,-2.170079663,-1.637127745,-4.192659307,-1.178346333,-2.213723083,-2.928923343,-3.467182171
553,0.490207732,1.799376432,-2.018950492,-1.360688011,-4.088304601,-1.102706304,-2.286810625,-2.943525344,-3.496489613
555,0.6162505548,2.282441613,-2.976950845,-1.201656044,-3.787534459,-1.123593226,-1.979638501,-2.780595303,-3.607105537
556,0.701676527,2.348845469,-2.69725935,-1.066235832,-4.483701577,-1.020781282,-2.021891121,-2.870535003,-3.5689609
559,0.4847928364,2.281556845,-2.554910673,-1.005317467,-4.585978952,-1.150093258,-1.935989856,-2.815061231,-3.319907662
561,0.6201014108,1.606328189,-1.680266476,-1.192156657,-4.71130262,-0.9857189457,-1.948605313,-2.723671118,-3.274516801
566,0.6471783478,2.286011605,-2.821247337,-1.194159447,-4.800164552,-0.9448838434,-1.731127057,-2.419378111,-3.206271716
569,0.5078486715,2.13299025,-1.900609521,-1.542240665,-4.741486687,-1.173402738,-2.135254174,-2.706411015,-3.151826991
572,0.4639565805,1.520736001,-1.445408677,-1.807857182,-4.608577654,-0.9362762474,-1.9780273,-2.651626406,-3.16551356
582,0.4717867734,0.9779010163,-1.446634826,-0.791070183,-4.464700969,-0.9344518506,-1.845647479,-2.615733401,-3.209558723
584,0.7538444081,2.362857939,-2.601737428,-1.075205448,-4.539095517,-1.011024235,-1.934137379,-2.728107724,-3.390071619
586,0.4296496459,1.163971401,-2.053059182,-0.2868315456,-3.735413357,-1.31283803,-2.228663005,-2.796661922,-3.49315694
587,0.4820550341,1.939738819,-1.688815065,-1.337467523,-4.584320886,-1.101744815,-1.950257926,-2.63129246,-3.30995278
595,0.8055554213,2.611827573,-2.551010662,-1.210007505,-4.391463264,-0.930040096,-1.973848131,-2.829897455,-3.522002125
600,0.5957336964,2.366398717,-2.262205409,-1.71334596,-4.307595771,-1.16348662,-1.888866424,-2.641940591,-3.317237116
601,0.4536001959,1.842116617,-2.130969103,-1.42351597,-4.172381151,-1.061685477,-2.073504749,-2.632108972,-3.35079108
605,0.618533409,2.471009486,-2.807017342,-1.150495532,-4.247044068,-0.9835395769,-1.952219844,-2.709715879,-3.357508006
