"iteration","brand2","brand3","brand4","brand5","price2","price3","price4","price5"
5073,1.973066742,-2.612391007,-1.395709075,-5.171715287,-1.24297824,-1.888815575,-2.773390822,-3.576900672
5074,2.047650107,-2.682056116,-1.463604088,-5.061652232,-1.271007684,-1.941142901,-2.873185815,-3.58543115
5075,1.977194816,-2.648243366,-1.334979672,-5.05819399,-1.259205356,-1.9601767,-2.80494553,-3.59061893
5076,1.931514741,-2.520425145,-1.457272833,-4.910814869,-1.222821685,-1.945675505,-2.865464118,-3.604924004
5077,1.910405266,-2.58529114,-1.381393253,-4.956942937,-1.227222846,-1.927027149,-2.839940833,-3.591328608
5078,1.943514141,-2.628689701,-1.465186322,-4.953530183,-1.259212799,-1.946619991,-2.846815963,-3.600588969
5079,2.003976074,-2.682482368,-1.522033617,-4.975464212,-1.239459297,-2.023403323,-2.868646393,-3.602780795
5080,1.922118755,-2.608249862,-1.482940879,-5.010134131,-1.223548852,-1.945093759,-2.820152946,-3.630676837
5081,1.993459093,-2.576341841,-1.463064177,-5.03936882,-1.291225043,-1.94925887,-2.819263232,-3.607885451
5082,2.119986381,-2.641515329,-1.652203459,-5.08896166,-1.316686159,-2.070242065,-2.969399901,-3.676521026
5083,1.892952995,-2.555291293,-1.361730311,-5.129590993,-1.254704036,-2.01254848,-2.831709605,-3.611142878
5084,1.963406345,-2.675548022,-1.410937494,-5.141133719,-1.295967841,-1.987752928,-2.846534866,-3.608917926
5085,2.098749501,-2.694314344,-1.563590453,-4.971532227,-1.316289649,-1.985098942,-2.840145373,-3.634913174
5086,2.02896992,-2.714172711,-1.487122719,-4.961616017,-1.287815937,-1.936805948,-2.809888813,-3.596353603
5087,2.04813801,-2.764979397,-1.425377644,-5.11263737,-1.240163678,-1.947397639,-2.860502959,-3.608126378
5088,2.018564177,-2.692821187,-1.480263948,-5.025997967,-1.282592828,-1.996483423,-2.889040967,-3.655128299
5089,1.980371715,-2.600637611,-1.39541066,-5.076027383,-1.28393938,-1.993393235,-2.864237297,-3.630109288
5090,2.004906596,-2.71598186,-1.436785789,-5.058632039,-1.266372767,-1.988240394,-2.858031938,-3.613795618
5091,1.928722489,-2.632948862,-1.384157203,-5.033022494,-1.286275832,-2.016901878,-2.853012903,-3.648909541
5092,2.055689212,-2.692565675,-1.436849724,-5.043334719,-1.272429532,-2.004067172,-2.845431985,-3.625481872
5093,1.973672512,-2.643431729,-1.428160791,-4.938227578,-1.233193819,-1.972361004,-2.792695952,-3.626661442
5094,2.016875945,-2.728565084,-1.424086608,-5.037014215,-1.301917161,-2.004178744,-2.841288774,-3.637269557
5095,1.961150111,-2.581753156,-1.435025288,-5.101171239,-1.291586629,-1.987012155,-2.848053874,-3.65076104
5096,2.082643691,-2.718939664,-1.447061603,-5.16161576,-1.317083772,-2.058142806,-2.870884179,-3.639803355
5097,1.892286536,-2.533907236,-1.382350849,-5.05440461,-1.26232355,-1.990391963,-2.806491273,-3.631190669
5098,1.910689135,-2.753461237,-1.34156255,-5.042289981,-1.228912077,-1.950865215,-2.799773976,-3.620251909
5099,1.914110699,-2.724089966,-1.354129549,-5.211700483,-1.206282272,-2.006741148,-2.828794705,-3.594524735
5100,1.877738232,-2.693988592,-1.353976062,-5.012119241,-1.203108262,-1.986447787,-2.79167721,-3.635277312
5101,1.959467796,-2.592528083,-1.336192663,-5.220076171,-1.25961975,-2.04920481,-2.831645512,-3.660689055
5102,1.950132191,-2.579915313,-1.445709796,-5.022227453,-1.248432599,-1.991456097,-2.806307676,-3.633476933
5103,1.931684787,-2.743666151,-1.390401332,-4.97240593,-1.275621016,-2.021002953,-2.803216866,-3.659889435
5104,2.093618471,-2.833620469,-1.464983927,-5.122017889,-1.261772696,-2.005629655,-2.876803932,-3.674252544
5105,2.001823657,-2.820552291,-1.420398558,-5.125948062,-1.208248022,-2.038944669,-2.850873488,-3.602890386
5106,1.945545892,-2.648351321,-1.394058959,-4.972008623,-1.252188506,-2.037729255,-2.800816776,-3.647089818
5107,2.054436494,-2.871790721,-1.372354281,-5.005077343,-1.328703278,-2.045551239,-2.811432843,-3.645257098
5108,1.938315467,-2.639395436,-1.343881889,-5.063921456,-1.244824145,-2.043202158,-2.784263083,-3.615864102
5109,2.038651977,-2.710555593,-1.498150631,-5.108155874,-1.295377766,-2.10539965,-2.854359953,-3.639917199
5110,2.129803041,-2.861817013,-1.498830127,-5.087962203,-1.306455195,-2.12935991,-2.880817308,-3.599657908
5111,1.957782299,-2.693637907,-1.450535588,-4.94899394,-1.302916361,-2.089852303,-2.830116429,-3.638259137
5112,1.887747609,-2.588127439,-1.301400325,-4.930837616,-1.285268441,-2.056860859,-2.81424043,-3.63953056
5113,1.986119524,-2.80834972,-1.376019844,-4.983891331,-1.301733329,-2.051571039,-2.827010219,-3.671541896
5114,2.066618463,-2.77630061,-1.563004404,-4.744010804,-1.33192845,-2.066795294,-2.859539043,-3.659175187
5115,1.832497399,-2.588940731,-1.398957599,-4.752950529,-1.266042784,-2.037996876,-2.819722423,-3.676635201
5116,1.968026317,-2.612176691,-1.521719912,-4.850818994,-1.327032881,-2.069925803,-2.870735869,-3.658628404
5117,1.809858973,-2.509558519,-1.32567319,-4.749654023,-1.23502254,-2.024443098,-2.816250713,-3.647693712
5118,1.926007769,-2.646492128,-1.410347803,-4.791498288,-1.287094167,-2.02927559,-2.844090591,-3.653298416
5119,1.726035568,-2.509279793,-1.361091909,-4.71246278,-1.239562075,-2.018732137,-2.826303837,-3.65813525
5120,1.859609762,-2.517687943,-1.448485447,-4.719807944,-1.299316231,-2.058690594,-2.881890345,-3.693454118
5121,1.888118829,-2.590539013,-1.413903035,-4.776728668,-1.307725899,-2.02437166,-2.839517059,-3.681140057
5122,1.760045302,-2.596738532,-1.35330503,-4.679180069,-1.259798097,-1.987810782,-2.827055211,-3.642844659
5123,1.894353655,-2.676096646,-1.399476089,-4.777735329,-1.262303156,-2.035275143,-2.830918758,-3.649781779
5124,1.848526971,-2.734468893,-1.295893005,-4.892566649,-1.213093754,-1.970079996,-2.802789975,-3.610795634
5125,1.83255205,-2.577465463,-1.34885295,-4.705736108,-1.27552539,-2.009024938,-2.828976451,-3.618984493
5126,1.973738101,-2.581047777,-1.495524662,-4.788733225,-1.357489472,-2.104650943,-2.852488892,-3.651231431
5127,1.798106159,-2.51670382,-1.335924037,-4.588393999,-1.296462738,-2.030540633,-2.84001612,-3.683679556
5128,1.988218382,-2.664011384,-1.467921287,-4.684436039,-1.342865352,-2.081866502,-2.889547278,-3.681836687
5129,1.970685808,-2.725618477,-1.374156637,-4.789746514,-1.250955116,-2.012535403,-2.869400261,-3.631305726
5130,1.998501725,-2.65930533,-1.416431011,-4.747478525,-1.338816941,-2.047042084,-2.870910926,-3.640248155
5131,1.947600576,-2.608643177,-1.424548069,-4.640975539,-1.362008822,-2.098999683,-2.849331994,-3.672261534
5132,1.925355283,-2.501426059,-1.459028907,-4.657283568,-1.351203309,-2.063638654,-2.87913218,-3.681335784
5133,1.989616655,-2.667599688,-1.517813222,-4.62505168,-1.284613652,-2.026157181,-2.927216362,-3.665593255
5134,1.949320856,-2.578749638,-1.466411672,-4.800715128,-1.314624608,-2.118723488,-2.897955321,-3.690719265
5135,1.791838758,-2.39849657,-1.356808631,-4.5164556,-1.279559639,-2.040699965,-2.823755417,-3.689519548
5136,1.976082876,-2.587964025,-1.393383711,-4.763422877,-1.31058365,-2.065542101,-2.866969458,-3.686682455
5137,1.880933795,-2.515456413,-1.385017226,-4.611501978,-1.364402341,-2.072351085,-2.858062756,-3.702518144
5138,1.993108475,-2.552548735,-1.475736178,-4.700844168,-1.28267142,-2.051191056,-2.878202464,-3.649846635
5139,2.029555458,-2.725871627,-1.403481466,-4.855813173,-1.316784823,-2.132515768,-2.832602207,-3.648649818
5140,1.988465523,-2.599759559,-1.39885925,-4.787478835,-1.320437041,-2.05930013,-2.858903088,-3.627271709
5141,1.874698785,-2.473273929,-1.423530963,-4.648008047,-1.330042695,-2.06212818,-2.83659863,-3.650731626
5142,2.01440098,-2.692248863,-1.540432552,-4.710889221,-1.316947878,-2.092266847,-2.866978138,-3.671931324
5143,2.012053712,-2.709318503,-1.46356573,-4.790189817,-1.321795576,-2.11288863,-2.909477398,-3.620457555
5144,1.83547063,-2.584612482,-1.393783344,-4.619523659,-1.337508513,-2.133974754,-2.845929493,-3.662171118
5145,1.874331423,-2.694722872,-1.481304406,-4.735527782,-1.293055533,-2.086390251,-2.872802389,-3.624350147
5146,1.924283043,-2.599328148,-1.359860319,-4.868651093,-1.314069884,-2.09699167,-2.819801889,-3.641444874
5147,1.732319612,-2.586656643,-1.281826319,-4.723621456,-1.278736359,-2.030576085,-2.792072071,-3.57926735
5148,1.824701302,-2.641304935,-1.354612611,-4.684403394,-1.315788782,-2.083845296,-2.855959533,-3.621850124
5149,1.802268913,-2.543158489,-1.347175693,-4.751315113,-1.271500329,-2.118943606,-2.8412536,-3.579781779
5150,1.888925954,-2.616412074,-1.39742335,-4.760376719,-1.314909387,-2.115827914,-2.86391488,-3.624392596
5151,1.715538104,-2.551626221,-1.377466925,-4.721743912,-1.262108311,-2.070794498,-2.845351688,-3.612489472
5152,1.872261052,-2.622384566,-1.385447327,-4.788019465,-1.274315754,-2.099301931,-2.849991479,-3.593506348
5153,1.770839633,-2.535743453,-1.352431773,-4.729797008,-1.306382068,-2.099576013,-2.842209544,-3.609032984
5154,1.774535249,-2.620852154,-1.372609096,-4.686541313,-1.292318213,-2.079289501,-2.846770969,-3.57637205
5155,1.65336226,-2.531782963,-1.32757526,-4.613495347,-1.254519735,-2.086430163,-2.86111289,-3.606969529
5156,1.832870887,-2.604476658,-1.303176069,-4.756202804,-1.334859052,-2.154768616,-2.883635189,-3.632388743
5157,1.692882599,-2.558269664,-1.318828751,-4.603759268,-1.259290804,-2.060455469,-2.863273459,-3.664210688
5158,1.762581926,-2.504655958,-1.338001716,-4.650133048,-1.316361365,-2.094644586,-2.862501438,-3.624176455
5159,1.72680563,-2.52467409,-1.34804643,-4.670762966,-1.303217774,-2.069359756,-2.845590454,-3.604582925
5160,1.674083794,-2.585626251,-1.370119254,-4.547591518,-1.252987732,-2.067049391,-2.875696105,-3.600746622
5161,1.726171587,-2.517141749,-1.353880791,-4.645883286,-1.262988259,-2.05283711,-2.875477981,-3.608544939
5162,1.736771771,-2.490689564,-1.387306044,-4.58277771,-1.316325308,-2.065827893,-2.850840219,-3.620506901
5163,1.604536247,-2.417282736,-1.390356717,-4.504579979,-1.273060401,-2.063378505,-2.850413018,-3.551765945
5164,1.60092966,-2.363777452,-1.315104983,-4.617845426,-1.289568025,-2.011614139,-2.805743959,-3.578587333
5165,1.661893995,-2.383777443,-1.366327849,-4.518203218,-1.313099356,-2.096922949,-2.873539102,-3.65020908
5166,1.610445866,-2.482438433,-1.281560463,-4.479698738,-1.265682487,-2.019364395,-2.820474585,-3.586085824
5167,1.634106473,-2.458044502,-1.319460624,-4.616286833,-1.280073378,-2.065105316,-2.837030077,-3.583023497
5168,1.793298578,-2.595569491,-1.430285623,-4.695022344,-1.275064683,-2.106724595,-2.917714628,-3.611718112
5169,1.698614117,-2.599967503,-1.344303849,-4.685206126,-1.265013977,-2.031315211,-2.826127203,-3.574463995
5170,1.696204789,-2.592512992,-1.314722456,-4.645546257,-1.324375068,-2.098179827,-2.895704848,-3.604785533
5171,1.776616097,-2.728865568,-1.457549308,-4.700869159,-1.236361065,-2.096668207,-2.937753847,-3.590945908
5172,1.656360751,-2.516810102,-1.306245288,-4.649630982,-1.274743098,-2.087401951,-2.864337783,-3.612201814
5173,1.780055936,-2.537957834,-1.334584353,-4.755089354,-1.291655389,-2.104389568,-2.867042721,-3.615191238
5174,1.742866462,-2.664805805,-1.327282039,-4.651596567,-1.255935859,-2.105819652,-2.871372484,-3.556455617
5175,1.693716351,-2.527319353,-1.366431995,-4.715094455,-1.317929438,-2.11415283,-2.885033344,-3.611862402
5176,1.772541253,-2.642244095,-1.470068144,-4.702049318,-1.283859816,-2.107667626,-2.927444634,-3.607570919
5177,1.80158655,-2.658734148,-1.459269808,-4.646829301,-1.242785561,-2.069381558,-2.917094875,-3.636002313
5178,1.727417712,-2.525733154,-1.405803941,-4.756032173,-1.235146879,-2.080142321,-2.874709662,-3.610933108
5179,1.785857885,-2.669255948,-1.389182941,-4.74651849,-1.246821291,-2.080373856,-2.89025098,-3.623889683
5180,1.790047426,-2.718780632,-1.48917158,-4.542800637,-1.25213402,-2.10937106,-2.946837265,-3.634912649
5181,1.841684861,-2.693852813,-1.472832131,-4.742652315,-1.236313068,-2.083503757,-2.940197115,-3.586198533
5182,1.826974094,-2.699235878,-1.510327405,-4.65546792,-1.257356145,-2.101947567,-2.956093513,-3.637197372
5183,1.771837787,-2.608999518,-1.50550895,-4.779654422,-1.248069177,-2.108175196,-2.909025687,-3.606825093
5184,1.794593866,-2.584152492,-1.480450124,-4.815941206,-1.294685716,-2.118970609,-2.918833168,-3.651752895
5185,1.813199304,-2.590222293,-1.467591893,-4.760655863,-1.31210892,-2.157230701,-2.936897937,-3.620108733
5186,1.741486221,-2.529673707,-1.433586331,-4.685958216,-1.298002109,-2.105614284,-2.909045126,-3.627902637
5187,1.706528357,-2.60113318,-1.402432849,-4.708820069,-1.25811256,-2.101235085,-2.879157619,-3.604763779
5188,1.832987856,-2.466136057,-1.471928383,-4.80286936,-1.327794504,-2.17734631,-2.909103585,-3.597097314
5189,1.703723545,-2.462252224,-1.435328962,-4.714416517,-1.322470081,-2.136406411,-2.887118097,-3.593036234
5190,1.740292336,-2.446883505,-1.511696633,-4.623371982,-1.343020959,-2.159283653,-2.895745536,-3.597738232
5191,1.788253813,-2.519463089,-1.370934166,-4.752132883,-1.330072729,-2.130428769,-2.870004496,-3.607083833
5192,1.822328882,-2.550356543,-1.394825597,-4.690844398,-1.363241322,-2.185212845,-2.878677069,-3.632155916
5193,1.700505486,-2.538665552,-1.393059392,-4.660633932,-1.322040859,-2.133145452,-2.900390627,-3.598963277
5194,1.738447216,-2.626887302,-1.345947836,-4.798731461,-1.315933274,-2.176747614,-2.891465184,-3.562169063
5195,1.739919642,-2.570152423,-1.390256011,-4.753131449,-1.296712795,-2.141265827,-2.869760928,-3.598188981
5196,1.805945735,-2.602626166,-1.454346899,-4.675490626,-1.348266574,-2.174477485,-2.904539913,-3.592544941
5197,1.769314075,-2.629545617,-1.365344857,-4.878199125,-1.267400475,-2.163936976,-2.859804067,-3.585279036
5198,1.768439695,-2.471368742,-1.447202133,-4.777401787,-1.320730789,-2.166890014,-2.881972724,-3.587279576
5199,1.737927124,-2.550490742,-1.456666301,-4.769482001,-1.215018273,-2.104677988,-2.875284237,-3.601324565
5200,1.808528338,-2.559247877,-1.462071531,-4.853129984,-1.318375423,-2.164704297,-2.935378343,-3.590271389
5201,1.687511945,-2.485192023,-1.479890831,-4.7876651,-1.33761706,-2.180802328,-2.921738334,-3.598784964
5202,1.817100845,-2.454721209,-1.411844148,-4.941018967,-1.31866291,-2.170472534,-2.939810868,-3.595313359
5203,1.669787476,-2.47707173,-1.377911803,-4.8005035,-1.280892457,-2.157665624,-2.890919167,-3.596841929
5204,1.755639107,-2.589070164,-1.472461717,-4.814685132,-1.310887011,-2.141724579,-2.914962647,-3.609499888
5205,1.883065721,-2.595171347,-1.555091696,-4.941155085,-1.274308001,-2.217479594,-2.979966514,-3.628245123
5206,1.69064508,-2.55239677,-1.430117901,-4.874767334,-1.218945263,-2.153115502,-2.929151539,-3.600514718
5207,1.802700119,-2.548720358,-1.529340214,-4.972327876,-1.278565294,-2.212789702,-2.98057584,-3.610523594
5208,1.683863295,-2.505662699,-1.425922471,-4.869669351,-1.20649154,-2.155884839,-2.906017692,-3.612328142
5209,1.764723151,-2.555592332,-1.471709448,-4.824164169,-1.269513044,-2.164863437,-2.960383477,-3.635845266
5210,1.723042848,-2.550514055,-1.479844844,-4.944933312,-1.232854578,-2.146014238,-2.932995031,-3.612699893
5211,1.829152619,-2.682065664,-1.455184831,-4.902796645,-1.244423692,-2.194121745,-2.972234,-3.632917989
5212,1.846365758,-2.570717449,-1.554703419,-4.874475594,-1.273577733,-2.204746404,-2.954741915,-3.629730727
5213,1.875060831,-2.608752715,-1.470602681,-4.927085395,-1.281604292,-2.205195026,-2.964841254,-3.642221479
5214,1.717738107,-2.46169287,-1.442479151,-4.889668105,-1.225387105,-2.160883822,-2.902113292,-3.57329725
5215,1.795098899,-2.511913439,-1.502040902,-4.914982832,-1.248747637,-2.181067198,-2.958315257,-3.600128129
5216,1.761928314,-2.506308806,-1.474769639,-4.872844399,-1.242414104,-2.179634376,-2.934919486,-3.621353309
5217,1.935840601,-2.746333762,-1.45330302,-5.073588268,-1.256611996,-2.187048826,-3.020757239,-3.633322804
5218,1.733313002,-2.535530936,-1.327605347,-4.991367202,-1.253768519,-2.17983737,-2.905292372,-3.643008377
5219,1.783612901,-2.565574044,-1.415271189,-4.910279693,-1.293604182,-2.215876972,-2.924231751,-3.649320645
5220,1.838408774,-2.569141503,-1.566787927,-5.007178685,-1.258232714,-2.184976178,-2.988917811,-3.634965538
5221,1.660592607,-2.564150062,-1.330902224,-4.950791817,-1.199694429,-2.129756727,-2.910388135,-3.577822349
5222,1.825815007,-2.547547409,-1.448718437,-4.959881743,-1.315763562,-2.251042296,-2.95872491,-3.641882846
5223,1.703696807,-2.59624376,-1.43785032,-4.871393607,-1.237840153,-2.182347761,-2.952892474,-3.633082788
5224,1.806538306,-2.573977295,-1.486879952,-4.978900061,-1.283682722,-2.23628156,-3.003616001,-3.651242372
5225,1.806051662,-2.44425172,-1.509794227,-4.986135642,-1.291119855,-2.265320374,-3.046747509,-3.682965635
5226,1.895305112,-2.576968118,-1.542811516,-4.995966818,-1.323704877,-2.236490155,-3.012515523,-3.673913001
5227,1.803941384,-2.635587189,-1.547402813,-4.93641219,-1.281823094,-2.201841344,-3.019811306,-3.692268015
5228,1.81318499,-2.725904881,-1.483469242,-5.038229673,-1.285843638,-2.209239547,-3.029551376,-3.732686348
5229,1.873858158,-2.709344284,-1.567798593,-5.133500281,-1.330399033,-2.281297164,-3.057601909,-3.691592576
5230,1.708022759,-2.641309777,-1.479448887,-4.954280143,-1.284014702,-2.193072683,-3.026442187,-3.693946387
5231,1.775700537,-2.608855299,-1.59742828,-5.011653015,-1.291589408,-2.194949941,-3.05501328,-3.719533898
5232,1.945143927,-2.746603554,-1.569521712,-5.037997092,-1.338612286,-2.268798732,-3.049663731,-3.71445445
5233,1.972156707,-2.852058126,-1.586442829,-5.147030869,-1.316673656,-2.253545979,-3.087390628,-3.708364799
5234,1.887762832,-2.745381135,-1.537460808,-5.002522696,-1.253445341,-2.222995586,-3.045688703,-3.70123893
5235,1.85797316,-2.538380699,-1.551978392,-5.080067283,-1.292614825,-2.228398221,-3.045603478,-3.703922927
5236,1.779546685,-2.638847239,-1.409069703,-4.972399366,-1.286976921,-2.17779832,-2.989666497,-3.757301163
5237,1.742036117,-2.584545423,-1.419080086,-5.01307157,-1.284236216,-2.227103201,-2.980014172,-3.698033499
5238,1.924775195,-2.650720553,-1.57075468,-5.02378978,-1.316690174,-2.260806445,-2.994796003,-3.696160388
5239,1.845057077,-2.642644903,-1.464652826,-5.008259898,-1.282674569,-2.247434548,-2.997348889,-3.669237547
5240,1.90860189,-2.636728775,-1.517755439,-4.991809512,-1.27225735,-2.234088203,-2.954194257,-3.688119581
