"Iteration","Bx x Bx","By x Bx","By x By"
1,1.036772526,-0.02622076172,1.361289275
2,1.014901466,0.01202349397,1.326794154
3,1.048363554,0.01101769978,1.405622325
4,1.050235901,0.0375710114,1.358652754
5,1.04604038,0.005564611046,1.316258032
6,1.043897211,-0.01782085055,1.390787128
7,1.044440272,-0.01221850077,1.32439721
8,1.031794783,-0.02167258139,1.368487082
9,1.041339069,0.0278830082,1.321814938
10,1.04767514,0.02311569783,1.3219872
11,1.052040468,-0.01492744841,1.293518803
12,1.059079698,0.01911431732,1.297948605
13,1.047719889,0.02629738905,1.273241503
14,1.043945434,0.03484416714,1.25117762
15,1.047389691,0.01825064752,1.240674086
16,1.012808004,-0.03324216794,1.275133171
17,1.005986207,0.02671009451,1.287510597
18,1.041836209,0.01102228374,1.292617763
19,1.031274045,0.003378042921,1.309285396
20,1.043977356,0.007616620521,1.276729258
21,1.018666646,-0.01237575465,1.267100165
22,0.9739444678,-0.001315207623,1.286067242
23,1.033437594,0.01395524566,1.273569888
24,1.06679382,0.03106213412,1.283468554
25,1.076897631,0.01032663571,1.240573398
26,1.066202848,-0.01527251993,1.301008104
27,1.059800052,-0.03742154721,1.298781161
28,1.066049352,-0.01860693707,1.288145906
29,1.047111452,-0.01468225958,1.295656305
30,1.022344404,-0.02810204532,1.280037064
31,1.061780754,-0.04044107578,1.226571983
32,1.072106961,-0.04596879949,1.269054779
33,1.100385443,-0.03081918649,1.254894935
34,1.089765743,-0.03280586117,1.241310583
35,1.03366151,-0.02872190107,1.247865178
36,1.066382102,-0.05116210948,1.212117019
37,1.069394571,-0.03189218366,1.240131751
38,1.075740047,-0.02656128514,1.257377259
39,1.098194147,-0.0217757791,1.242108135
40,1.037849711,-0.06942197514,1.236681457
41,1.061248012,-0.06317640823,1.279070945
42,1.075756498,-0.06592579634,1.281263964
43,1.063258442,-0.08623902856,1.253949491
44,1.102146201,-0.06696255084,1.266764839
45,1.094331063,-0.0827238243,1.255110539
46,1.06404928,-0.06884109346,1.255543813
47,1.112498224,-0.1161607286,1.262077867
48,1.077172065,-0.04514893912,1.264240576
49,1.066704608,-0.06670476152,1.228058982
50,1.085313545,-0.05425232762,1.275408421
51,1.075907419,-0.06854573209,1.29339241
52,1.138841994,-0.03117064794,1.266373317
53,1.078380273,-0.04263549272,1.265477984
54,1.067911549,-0.04484633649,1.271335699
55,1.066084024,-0.027672968,1.296662157
56,1.058741474,-0.06097780659,1.286501647
57,1.055056725,-0.02790239403,1.266977597
58,1.076804848,-0.006218032054,1.232377858
59,1.08471034,-0.00294142496,1.225707485
60,1.070456137,-0.01438289477,1.30445432
61,1.060379212,-0.01395462667,1.259654022
62,1.021397732,-0.01757225172,1.272877696
63,1.022845479,0.006328161649,1.278104857
64,1.032125992,0.01252080235,1.255999643
65,1.070248655,-0.01540214848,1.257803779
66,1.026932908,-0.015478838,1.276666248
67,1.062102336,-0.03079655831,1.275317395
68,1.043954687,0.007537106977,1.252102116
69,1.046068719,-0.002562551368,1.272625635
70,1.106616517,0.02222944377,1.290751492
71,1.059949484,-0.007559796241,1.211795481
72,1.047247827,-0.005150122096,1.27228071
73,1.017218386,0.0006201475014,1.308279896
74,1.036871474,-0.0289265281,1.276419851
75,1.013600954,-0.01399980336,1.275497115
76,1.019867595,-0.05538924832,1.308979024
77,0.9975698869,-0.01809250798,1.288239428
78,0.9892910957,0.005873215717,1.344515163
79,1.00421779,-0.01829376774,1.285637805
80,0.999226053,-0.02087983184,1.2633092
81,1.049238056,-0.007671942886,1.260916768
82,1.03500294,0.005483524443,1.273442984
83,1.029602847,-0.01919612562,1.276994729
84,1.021321135,-0.001501766857,1.304221276
85,1.022614121,-0.03995388597,1.259276011
86,1.004271741,-0.005947676382,1.240537028
87,1.061571166,-0.04522563303,1.2783894
88,1.043517475,-0.03990737348,1.207931447
89,1.031989641,-0.07749938417,1.325930551
90,1.037287825,-0.02837804156,1.256165761
91,1.066136725,-0.05198631517,1.255073798
92,0.9893416819,-0.04456553725,1.226869762
93,1.038847892,-0.04065008701,1.273579192
94,1.018998679,-0.03942153215,1.24338216
95,1.029595389,-0.04149270276,1.271045165
96,1.024207426,-0.02458523107,1.187578097
97,1.006757564,-0.03532961416,1.210889459
98,1.018102806,-0.03451171968,1.281410705
99,1.039582919,-0.03196415992,1.282046332
100,1.006241598,-0.02526618657,1.241511723
101,1.015680031,-0.04080862812,1.320475672
102,0.9975162361,-0.05089538371,1.200689629
103,1.00082473,-0.05508956075,1.268245006
104,0.979328904,-0.04466122296,1.275482047
105,0.9701029403,-0.05789334374,1.316885257
106,0.9974331898,-0.06701952655,1.312086238
107,1.011125546,-0.04011531249,1.295944068
108,1.000559801,-0.06135338687,1.267587812
109,1.039006873,-0.03280364255,1.272085668
110,0.9987765521,-0.04108887293,1.339171136
111,0.992635351,-0.04194280947,1.334494201
112,0.9668559401,-0.06153876548,1.340806975
113,0.9658086552,-0.0250146257,1.303979332
114,0.995919081,-0.02645807126,1.296744232
115,1.040874984,-0.03174895245,1.306879073
116,1.03719342,-0.01151885359,1.263408946
117,1.003817303,-0.05806551907,1.326660903
118,1.026216101,-0.0404781889,1.201392936
119,1.037729944,-0.03422055063,1.269530449
120,1.106344988,-0.02769679785,1.273161423
121,1.078246099,-0.03333138346,1.261553617
