"iteration","threshold1","threshold2"
5075,1.218216905,4.334729989
5076,1.23495121,4.30833766
5077,1.229232797,4.309780372
5078,1.217127675,4.300923541
5079,1.217127675,4.300923541
5080,1.223411522,4.325956746
5081,1.223411522,4.325956746
5082,1.223411522,4.325956746
5083,1.217923463,4.3330429
5084,1.211476696,4.321276712
5085,1.215514087,4.32495111
5086,1.215514087,4.32495111
5087,1.222958973,4.329910054
5088,1.222958973,4.329910054
5089,1.23248297,4.322636415
5090,1.23248297,4.322636415
5091,1.217962104,4.3296913
5092,1.221495412,4.331843784
5093,1.213067328,4.325753366
5094,1.223592372,4.359969017
5095,1.189554289,4.346482299
5096,1.206186975,4.350338486
5097,1.20872282,4.341336023
5098,1.217674285,4.335863196
5099,1.229387084,4.312415071
5100,1.229387084,4.312415071
5101,1.238564433,4.336930764
5102,1.223667258,4.325032029
5103,1.223667258,4.325032029
5104,1.223667258,4.325032029
5105,1.220956409,4.333066461
5106,1.220956409,4.333066461
5107,1.233434825,4.329672187
5108,1.233434825,4.329672187
5109,1.229661147,4.363952439
5110,1.241320185,4.361052955
5111,1.241320185,4.361052955
5112,1.227615203,4.386501353
5113,1.230486992,4.388862338
5114,1.230486992,4.388862338
5115,1.230486992,4.388862338
5116,1.230486992,4.388862338
5117,1.243540285,4.387474085
5118,1.243540285,4.387474085
5119,1.231846981,4.404967296
5120,1.254142868,4.399244888
5121,1.258967907,4.405154954
5122,1.248312744,4.392096259
5123,1.235704982,4.377633294
5124,1.227814692,4.388184156
5125,1.235863913,4.40055764
5126,1.225491018,4.422501061
5127,1.261458477,4.423871271
5128,1.255973462,4.429893504
5129,1.24601157,4.418319719
5130,1.264334154,4.422932244
5131,1.253989315,4.421519774
5132,1.257360927,4.412873267
5133,1.249442079,4.388656913
5134,1.249442079,4.388656913
5135,1.228388267,4.399377662
5136,1.228388267,4.399377662
5137,1.239614536,4.41415735
5138,1.239614536,4.41415735
5139,1.239614536,4.41415735
5140,1.239614536,4.41415735
5141,1.239614536,4.41415735
5142,1.233140613,4.414158055
5143,1.242359265,4.393905965
5144,1.235697216,4.386973755
5145,1.235697216,4.386973755
5146,1.235697216,4.386973755
5147,1.211514568,4.386856278
5148,1.181859722,4.392670834
5149,1.184048806,4.400607488
5150,1.176210923,4.377810557
5151,1.18254457,4.371787016
5152,1.18254457,4.371787016
5153,1.164962141,4.371044782
5154,1.182438624,4.380223536
5155,1.182438624,4.380223536
5156,1.174243885,4.372357581
5157,1.175139717,4.353109479
5158,1.181653997,4.337140797
5159,1.181653997,4.337140797
5160,1.190238321,4.365062341
5161,1.200544842,4.360876089
5162,1.201317179,4.360291208
5163,1.24475146,4.363244871
5164,1.24475146,4.363244871
5165,1.24475146,4.363244871
5166,1.237037477,4.353206864
5167,1.224417562,4.356286151
5168,1.224568063,4.352458863
5169,1.253027151,4.342235102
5170,1.253027151,4.342235102
5171,1.253027151,4.342235102
5172,1.254503787,4.354556401
5173,1.287077846,4.35517305
5174,1.287077846,4.35517305
5175,1.268655041,4.378493293
5176,1.268655041,4.378493293
5177,1.257261752,4.374112486
5178,1.267671477,4.395240598
5179,1.250320963,4.403347639
5180,1.270998509,4.426981281
5181,1.252584735,4.464477526
5182,1.236943369,4.450609231
5183,1.236943369,4.450609231
5184,1.216527582,4.426885197
5185,1.231574427,4.412465509
5186,1.231574427,4.412465509
5187,1.231574427,4.412465509
5188,1.231574427,4.412465509
5189,1.231574427,4.412465509
5190,1.237123874,4.397523952
5191,1.255931093,4.380431469
5192,1.255931093,4.380431469
5193,1.255931093,4.380431469
5194,1.250822282,4.394486582
5195,1.250822282,4.394486582
5196,1.259671732,4.380628363
5197,1.273927216,4.371932386
5198,1.28953272,4.339001782
5199,1.28953272,4.339001782
5200,1.28953272,4.339001782
5201,1.282365757,4.342725798
5202,1.282365757,4.342725798
5203,1.304113348,4.350613902
5204,1.300930286,4.349334621
5205,1.300930286,4.349334621
5206,1.316059474,4.36509974
5207,1.316025523,4.390193061
5208,1.316025523,4.390193061
5209,1.316025523,4.390193061
5210,1.316025523,4.390193061
5211,1.296125018,4.3826293
5212,1.296125018,4.3826293
5213,1.291389259,4.406623637
5214,1.290849631,4.411705185
5215,1.2941627,4.417937283
5216,1.2941627,4.417937283
5217,1.297159738,4.423147159
5218,1.297159738,4.423147159
5219,1.297159738,4.423147159
5220,1.297159738,4.423147159
5221,1.297159738,4.423147159
5222,1.293763045,4.407455741
5223,1.293763045,4.407455741
5224,1.303680942,4.383836543
5225,1.297832734,4.402492
5226,1.302700851,4.413949809
5227,1.326428911,4.426874365
5228,1.326428911,4.426874365
5229,1.325941512,4.449955244
5230,1.323766779,4.457171031
5231,1.308758061,4.439495373
5232,1.308758061,4.439495373
5233,1.326267812,4.453774899
5234,1.323884392,4.464327309
5235,1.31990448,4.454139259
5236,1.310488877,4.442107967
5237,1.304572531,4.434233232
5238,1.304572531,4.434233232
5239,1.304572531,4.434233232
5240,1.296212174,4.409585665
5241,1.293418546,4.407510715
5242,1.276051696,4.415655973
5243,1.254229441,4.409174141
5244,1.254153306,4.414775126
5245,1.254153306,4.414775126
5246,1.254153306,4.414775126
5247,1.254153306,4.414775126
5248,1.254153306,4.414775126
5249,1.258265546,4.425907313
5250,1.235120671,4.440645918
5251,1.229950372,4.434576812
5252,1.231512571,4.428354251
5253,1.23363675,4.439101437
5254,1.23363675,4.439101437
5255,1.23363675,4.439101437
5256,1.23363675,4.439101437
5257,1.236313986,4.403059111
5258,1.238096135,4.411007601
5259,1.228890182,4.422086036
5260,1.225821018,4.43707741
5261,1.225821018,4.43707741
5262,1.225821018,4.43707741
5263,1.225821018,4.43707741
5264,1.228517141,4.412036622
5265,1.247607573,4.412000086
5266,1.265418284,4.438511159
5267,1.244075166,4.430390924
5268,1.249629641,4.436489155
5269,1.238164226,4.440544789
5270,1.238164226,4.440544789
5271,1.238164226,4.440544789
5272,1.238164226,4.440544789
5273,1.240339893,4.464213399
5274,1.256002752,4.442696683
5275,1.280830177,4.419379059
5276,1.275646163,4.426725027
5277,1.25156205,4.425043315
5278,1.25156205,4.425043315
5279,1.25156205,4.425043315
5280,1.25156205,4.425043315
5281,1.251377799,4.430530774
5282,1.251377799,4.430530774
5283,1.238986178,4.419153863
5284,1.254673917,4.419524546
5285,1.248594882,4.414367884
5286,1.233539608,4.425188732
5287,1.234307054,4.409315458
5288,1.254075652,4.396572989
5289,1.228262739,4.367089729
5290,1.230424502,4.39651666
5291,1.230424502,4.39651666
5292,1.245272584,4.39345652
5293,1.258590605,4.381023241
5294,1.248859459,4.407287599
5295,1.248362237,4.373228135
5296,1.248362237,4.373228135
5297,1.224315647,4.387432781
5298,1.21526433,4.378153729
5299,1.21526433,4.378153729
5300,1.21526433,4.378153729
5301,1.21526433,4.378153729
5302,1.216609498,4.365417462
5303,1.223490622,4.365910717
5304,1.212376924,4.335319755
5305,1.230973961,4.365123998
5306,1.230490112,4.38613286
5307,1.221741965,4.401318117
5308,1.233877384,4.423933758
5309,1.227830157,4.394809845
5310,1.21424058,4.392785376
5311,1.203808198,4.397575551
5312,1.183022329,4.390655398
5313,1.19982924,4.391297356
5314,1.19982924,4.391297356
5315,1.207561163,4.40229887
5316,1.212852413,4.422158786
5317,1.241219172,4.418770685
5318,1.232444327,4.41802617
5319,1.248680976,4.401234647
5320,1.228483339,4.406907836
5321,1.228483339,4.406907836
5322,1.228483339,4.406907836
5323,1.228483339,4.406907836
5324,1.247507673,4.414044641
5325,1.247507673,4.414044641
5326,1.230925894,4.427542876
5327,1.230925894,4.427542876
5328,1.230925894,4.427542876
5329,1.230925894,4.427542876
5330,1.231719359,4.446165175
5331,1.245987418,4.456669308
5332,1.242496124,4.427038996
5333,1.260567169,4.423353476
5334,1.275863413,4.420678221
5335,1.263361691,4.423283083
5336,1.255233973,4.420864688
5337,1.25755866,4.444872445
5338,1.273621165,4.431197704
5339,1.260892658,4.412601621
5340,1.260892658,4.412601621
5341,1.263236505,4.400612634
5342,1.245135051,4.387009607
5343,1.267322574,4.38235746
5344,1.267322574,4.38235746
5345,1.267322574,4.38235746
5346,1.271736925,4.367188429
5347,1.286201057,4.349643002
5348,1.286826518,4.335365622
5349,1.280798525,4.341589603
5350,1.280798525,4.341589603
5351,1.281978925,4.35126642
5352,1.281978925,4.35126642
5353,1.275286056,4.391418296
5354,1.295028706,4.371357944
5355,1.295028706,4.371357944
5356,1.303587792,4.364032225
5357,1.291463158,4.380831616
5358,1.291463158,4.380831616
5359,1.305185193,4.402756407
5360,1.305185193,4.402756407
5361,1.305185193,4.402756407
5362,1.305185193,4.402756407
5363,1.305185193,4.402756407
5364,1.305185193,4.402756407
5365,1.325024198,4.3952089
5366,1.325024198,4.3952089
5367,1.313560085,4.40578555
5368,1.312120842,4.405235864
5369,1.312120842,4.405235864
5370,1.297616607,4.408307036
5371,1.297616607,4.408307036
5372,1.297616607,4.408307036
5373,1.292122667,4.420750347
5374,1.300276882,4.423081878
5375,1.300276882,4.423081878
5376,1.276058777,4.426678052
5377,1.276058777,4.426678052
5378,1.276058777,4.426678052
5379,1.283682401,4.417062328
5380,1.290624616,4.434512089
5381,1.290624616,4.434512089
5382,1.290624616,4.434512089
5383,1.281450142,4.437826099
5384,1.281450142,4.437826099
5385,1.262827056,4.42375529
5386,1.245244475,4.400631098
5387,1.245244475,4.400631098
5388,1.232575819,4.410334074
5389,1.232575819,4.410334074
5390,1.246219829,4.429982833
5391,1.246219829,4.429982833
5392,1.246219829,4.429982833
5393,1.257492998,4.423732073
5394,1.257492998,4.423732073
5395,1.257492998,4.423732073
5396,1.257492998,4.423732073
5397,1.244312837,4.412101214
5398,1.244312837,4.412101214
5399,1.22549617,4.381348355
5400,1.22897271,4.393535471
5401,1.229867782,4.382055526
5402,1.241265602,4.370092641
5403,1.262297894,4.367082248
5404,1.262297894,4.367082248
5405,1.262297894,4.367082248
5406,1.262297894,4.367082248
5407,1.248403405,4.367918713
5408,1.237745872,4.384355435
5409,1.237745872,4.384355435
5410,1.237745872,4.384355435
5411,1.237745872,4.384355435
5412,1.237745872,4.384355435
5413,1.245832845,4.391471499
5414,1.24481026,4.359018311
5415,1.24481026,4.359018311
5416,1.24481026,4.359018311
5417,1.239163128,4.36252241
5418,1.228710516,4.385094995
5419,1.228710516,4.385094995
5420,1.240693391,4.354540394
5421,1.240693391,4.354540394
5422,1.240693391,4.354540394
5423,1.234043676,4.365027774
5424,1.234043676,4.365027774
5425,1.234043676,4.365027774
5426,1.234587525,4.352136172
5427,1.226808995,4.354466477
5428,1.226808995,4.354466477
5429,1.222453345,4.362306275
5430,1.210436093,4.360831457
5431,1.210436093,4.360831457
5432,1.223136998,4.390141733
5433,1.223243308,4.410764659
5434,1.223243308,4.410764659
5435,1.222212417,4.431686033
5436,1.215903966,4.433925413
5437,1.227238631,4.422323577
5438,1.222221936,4.41997681
5439,1.222221936,4.41997681
5440,1.214461581,4.442995263
5441,1.205675946,4.421510478
5442,1.223939779,4.422968282
5443,1.238685905,4.403349219
5444,1.238685905,4.403349219
5445,1.217569892,4.396948815
5446,1.210666906,4.400915594
5447,1.198955522,4.400658403
5448,1.202358315,4.41545676
5449,1.190223418,4.410804863
5450,1.224983546,4.398713123
5451,1.221322583,4.39061887
5452,1.211624703,4.389069516
5453,1.211624703,4.389069516
5454,1.211624703,4.389069516
5455,1.218713824,4.383976806
5456,1.218713824,4.383976806
5457,1.206807596,4.357723018
5458,1.210797865,4.362602076
5459,1.210797865,4.362602076
5460,1.210797865,4.362602076
5461,1.210797865,4.362602076
5462,1.214058259,4.346289263
5463,1.206583171,4.349189822
5464,1.206583171,4.349189822
5465,1.229445699,4.352463485
5466,1.229445699,4.352463485
5467,1.225769753,4.338688833
5468,1.219246051,4.321069388
5469,1.200403663,4.309283239
5470,1.200403663,4.309283239
5471,1.196957504,4.32446916
5472,1.182966368,4.320890375
5473,1.182966368,4.320890375
5474,1.182966368,4.320890375
5475,1.180219627,4.332630789
5476,1.180219627,4.332630789
5477,1.174919782,4.330335124
5478,1.181340098,4.326187287
5479,1.197415485,4.34421377
5480,1.197415485,4.34421377
5481,1.197415485,4.34421377
5482,1.213486919,4.343011924
5483,1.208724858,4.380078657
5484,1.191809022,4.388832165
5485,1.191809022,4.388832165
5486,1.191809022,4.388832165
5487,1.191809022,4.388832165
5488,1.170021055,4.388449289
5489,1.170021055,4.388449289
5490,1.177705384,4.394250585
5491,1.176763322,4.376076622
5492,1.196715248,4.36298079
5493,1.194605261,4.356787481
5494,1.203063228,4.361989551
5495,1.2075003,4.355815566
5496,1.200524989,4.351344824
5497,1.195190348,4.390462984
5498,1.206608855,4.387055286
5499,1.167952453,4.390662547
5500,1.157602819,4.383403018
5501,1.171755411,4.38069134
5502,1.181059368,4.389863936
5503,1.184015876,4.408646081
5504,1.194573223,4.426695654
5505,1.194573223,4.426695654
5506,1.195185034,4.420382193
5507,1.195185034,4.420382193
5508,1.195185034,4.420382193
5509,1.195185034,4.420382193
5510,1.215295987,4.42131362
5511,1.218619573,4.412832319
5512,1.219539861,4.406164477
5513,1.190955743,4.416321546
5514,1.196390393,4.431829726
5515,1.196390393,4.431829726
5516,1.182858688,4.429798265
5517,1.182858688,4.429798265
5518,1.184596684,4.443342112
5519,1.188625703,4.444454887
5520,1.165908638,4.428534656
5521,1.165908638,4.428534656
5522,1.189359034,4.412048945
5523,1.167848664,4.437362803
5524,1.181590503,4.443103743
5525,1.1804561,4.455261744
5526,1.1804561,4.455261744
5527,1.1804561,4.455261744
5528,1.1804561,4.455261744
5529,1.193758157,4.443822343
5530,1.184598227,4.425226969
5531,1.160462264,4.409897457
5532,1.184300546,4.409678513
5533,1.187446618,4.408393671
5534,1.178131692,4.414121147
5535,1.172401739,4.413455473
5536,1.198558314,4.40300079
5537,1.210434455,4.384803549
5538,1.212617343,4.387569082
5539,1.212617343,4.387569082
5540,1.224602744,4.378407507
5541,1.240803716,4.359898413
5542,1.219416281,4.366158469
5543,1.220094875,4.368291049
5544,1.223896106,4.381589869
5545,1.21262285,4.387467598
5546,1.21262285,4.387467598
5547,1.210725168,4.376782368
5548,1.212717735,4.391313684
5549,1.212600506,4.375354945
5550,1.203553314,4.377268154
5551,1.203553314,4.377268154
5552,1.209383858,4.381643591
5553,1.217970033,4.357566659
5554,1.19943572,4.338020989
5555,1.173859029,4.333154353
5556,1.173859029,4.333154353
5557,1.192851201,4.36278529
5558,1.18746399,4.383149691
5559,1.21197929,4.373857583
5560,1.206461647,4.393930473
5561,1.218667449,4.38280141
5562,1.216954165,4.402286486
5563,1.212248023,4.405039341
5564,1.212248023,4.405039341
5565,1.221019685,4.413352297
5566,1.237863457,4.421415177
5567,1.237863457,4.421415177
5568,1.241187187,4.395068108
5569,1.241187187,4.395068108
5570,1.232964408,4.393911611
5571,1.232964408,4.393911611
5572,1.232964408,4.393911611
5573,1.232964408,4.393911611
5574,1.232964408,4.393911611
5575,1.232964408,4.393911611
5576,1.251451099,4.415612818
5577,1.224797172,4.421780146
5578,1.215288206,4.44317625
5579,1.215288206,4.44317625
5580,1.2152888,4.448405238
5581,1.222294656,4.47631861
5582,1.222294656,4.47631861
5583,1.222294656,4.47631861
5584,1.222294656,4.47631861
5585,1.221180271,4.45608576
5586,1.227424117,4.467103918
5587,1.227424117,4.467103918
5588,1.245562759,4.448100418
5589,1.221470395,4.443211727
5590,1.247119746,4.477691992
5591,1.242197735,4.454883946
5592,1.242197735,4.454883946
5593,1.242197735,4.454883946
5594,1.242197735,4.454883946
5595,1.242162404,4.4255785
5596,1.202946479,4.436792505
5597,1.214225419,4.445121204
5598,1.2321578,4.423549415
5599,1.240279034,4.39167516
5600,1.220888207,4.414518963
5601,1.220229772,4.428244712
5602,1.201820607,4.406106721
5603,1.21483067,4.397330786
5604,1.210162082,4.40261717
5605,1.210162082,4.40261717
5606,1.210162082,4.40261717
5607,1.210162082,4.40261717
5608,1.210162082,4.40261717
5609,1.205883258,4.390720953
5610,1.205883258,4.390720953
5611,1.205883258,4.390720953
5612,1.200546988,4.422747992
5613,1.195293022,4.435777479
5614,1.22690707,4.450524171
5615,1.230913378,4.460634606
5616,1.230913378,4.460634606
5617,1.205435875,4.44743591
5618,1.213890988,4.434063058
5619,1.21643599,4.435578915
5620,1.21643599,4.435578915
5621,1.218258296,4.434042246
5622,1.241927934,4.429730639
5623,1.241927934,4.429730639
5624,1.243384755,4.440119562
5625,1.243384755,4.440119562
5626,1.243384755,4.440119562
5627,1.233697098,4.43601795
5628,1.233697098,4.43601795
5629,1.235283897,4.398548554
5630,1.221679087,4.430932775
5631,1.221679087,4.430932775
5632,1.217349516,4.434804807
5633,1.209159629,4.444265367
5634,1.221958957,4.418863644
5635,1.230418585,4.445532061
5636,1.21016097,4.439275328
5637,1.23074485,4.432144394
5638,1.231105219,4.44594765
5639,1.257428344,4.450020145
5640,1.25838412,4.428263732
5641,1.260970734,4.42479842
5642,1.260796908,4.409895712
5643,1.260796908,4.409895712
5644,1.260796908,4.409895712
5645,1.277343955,4.408333114
5646,1.248855081,4.43092919
5647,1.248855081,4.43092919
5648,1.265527723,4.436340804
5649,1.280094401,4.43631038
5650,1.280094401,4.43631038
5651,1.243421266,4.441808101
5652,1.243421266,4.441808101
5653,1.249977488,4.456278197
5654,1.236746661,4.436814488
5655,1.258649249,4.413468798
5656,1.258649249,4.413468798
5657,1.252380579,4.414252755
5658,1.265789355,4.42913026
5659,1.265181483,4.432094689
5660,1.249832146,4.438003651
5661,1.269292416,4.444881608
5662,1.269292416,4.444881608
5663,1.261363664,4.427953512
5664,1.261363664,4.427953512
5665,1.261363664,4.427953512
5666,1.273171165,4.426558387
5667,1.273171165,4.426558387
5668,1.287325932,4.416467848
5669,1.287325932,4.416467848
5670,1.287325932,4.416467848
5671,1.297692645,4.432791804
5672,1.297692645,4.432791804
5673,1.297692645,4.432791804
5674,1.313469159,4.484204564
5675,1.289758089,4.497679387
5676,1.274108439,4.481896857
5677,1.279292637,4.485365
5678,1.279292637,4.485365
5679,1.274282466,4.489590595
5680,1.294905117,4.458970836
5681,1.297711145,4.449028024
5682,1.306999861,4.481765502
5683,1.306999861,4.481765502
5684,1.325871251,4.487622095
5685,1.300748245,4.485515188
5686,1.319624698,4.474594123
5687,1.298071085,4.489553274
5688,1.284061648,4.504214902
5689,1.284061648,4.504214902
5690,1.289242411,4.524102256
5691,1.294626892,4.51574246
5692,1.276720044,4.533661369
5693,1.276720044,4.533661369
5694,1.276720044,4.533661369
5695,1.278438068,4.540385746
5696,1.278438068,4.540385746
5697,1.278438068,4.540385746
5698,1.278438068,4.540385746
5699,1.280460002,4.504445169
5700,1.280460002,4.504445169
5701,1.282867798,4.494829963
5702,1.282867798,4.494829963
5703,1.270932331,4.498253003
5704,1.28682776,4.520707047
5705,1.297998253,4.503910923
5706,1.292066791,4.499694376
5707,1.303314711,4.518625231
5708,1.303314711,4.518625231
5709,1.314192484,4.531939982
5710,1.310334749,4.532666327
5711,1.30209738,4.532191096
5712,1.310878907,4.532259111
5713,1.313041442,4.533338687
5714,1.330336768,4.530853814
5715,1.330336768,4.530853814
5716,1.322588281,4.560170959
5717,1.315782413,4.558670329
5718,1.314660138,4.573920199
5719,1.314921479,4.55857854
5720,1.29413082,4.556837721
5721,1.29413082,4.556837721
5722,1.275322257,4.552684269
5723,1.275352513,4.535203806
5724,1.275352513,4.535203806
5725,1.275352513,4.535203806
5726,1.286780063,4.524518972
5727,1.316535494,4.489637775
5728,1.304477067,4.488794591
5729,1.304477067,4.488794591
5730,1.304477067,4.488794591
5731,1.294243582,4.502367279
5732,1.279995928,4.485167602
5733,1.279995928,4.485167602
5734,1.282988988,4.507358853
5735,1.302312117,4.49513783
5736,1.310726012,4.527854258
5737,1.317534007,4.526699974
5738,1.317534007,4.526699974
5739,1.29872438,4.527410073
5740,1.291642966,4.510571301
5741,1.305971312,4.502482578
5742,1.309161567,4.505676267
5743,1.309601739,4.49873503
5744,1.301147186,4.510195472
5745,1.274726722,4.498355192
5746,1.278663511,4.49501655
5747,1.264411866,4.482318886
5748,1.264411866,4.482318886
5749,1.269662325,4.476454509
5750,1.26862515,4.465214443
5751,1.26862515,4.465214443
5752,1.26862515,4.465214443
5753,1.261707777,4.486942998
5754,1.261707777,4.486942998
5755,1.27445846,4.483929637
5756,1.27445846,4.483929637
5757,1.27445846,4.483929637
5758,1.27445846,4.483929637
5759,1.27445846,4.483929637
5760,1.270638649,4.476497472
5761,1.270638649,4.476497472
5762,1.256761633,4.489632063
5763,1.247959444,4.483392037
5764,1.217803491,4.497531874
5765,1.224939925,4.484767559
5766,1.222453539,4.467396192
5767,1.242810906,4.479708411
5768,1.204757963,4.493845766
5769,1.194810084,4.502852729
5770,1.204557426,4.482222104
5771,1.204557426,4.482222104
5772,1.204557426,4.482222104
5773,1.204054905,4.489761084
5774,1.202541715,4.508057231
5775,1.202541715,4.508057231
5776,1.220785994,4.478643311
5777,1.220785994,4.478643311
5778,1.220785994,4.478643311
5779,1.216457063,4.473948032
5780,1.216457063,4.473948032
5781,1.216457063,4.473948032
5782,1.253219138,4.490617406
5783,1.248435895,4.501962449
5784,1.234846648,4.495916122
5785,1.239076332,4.506211765
5786,1.239076332,4.506211765
5787,1.239076332,4.506211765
5788,1.239076332,4.506211765
5789,1.231179696,4.525761615
5790,1.231179696,4.525761615
5791,1.231179696,4.525761615
5792,1.220727089,4.541466132
5793,1.209257974,4.521732196
5794,1.209257974,4.521732196
5795,1.207631822,4.506720036
5796,1.207631822,4.506720036
5797,1.220143489,4.500266762
5798,1.224764483,4.504232384
5799,1.230828808,4.50651323
5800,1.220566253,4.499355513
5801,1.20209452,4.496871274
5802,1.20209452,4.496871274
5803,1.220231581,4.490785611
5804,1.193212279,4.484386628
5805,1.203048647,4.457495399
5806,1.226276605,4.441737521
5807,1.227927094,4.460264402
5808,1.221268839,4.474527171
5809,1.23616425,4.481080987
5810,1.248969715,4.49126257
5811,1.248969715,4.49126257
5812,1.241694047,4.514594532
5813,1.243206271,4.488024979
5814,1.24474811,4.487084506
5815,1.24474811,4.487084506
5816,1.214328782,4.489810322
5817,1.225925485,4.459114319
5818,1.199988033,4.460448587
5819,1.199988033,4.460448587
5820,1.197773289,4.482379816
5821,1.219856902,4.508249385
5822,1.244521726,4.505334075
5823,1.256065805,4.516111134
5824,1.261066653,4.541763055
5825,1.261066653,4.541763055
5826,1.288750437,4.534937161
5827,1.279535939,4.506588819
5828,1.282465386,4.517219198
5829,1.268127164,4.497029428
5830,1.266918515,4.486733492
5831,1.269502608,4.496268948
5832,1.269502608,4.496268948
5833,1.269502608,4.496268948
5834,1.271945865,4.52201335
5835,1.271945865,4.52201335
5836,1.271945865,4.52201335
5837,1.26984541,4.532822096
5838,1.250385484,4.504038333
5839,1.250385484,4.504038333
5840,1.250385484,4.504038333
5841,1.256866956,4.497359868
5842,1.256866956,4.497359868
5843,1.25154992,4.498485339
5844,1.250684066,4.487908978
5845,1.267664422,4.50251807
5846,1.263858847,4.488598452
5847,1.25545709,4.483602849
5848,1.261050822,4.5022197
5849,1.265539806,4.513314382
5850,1.265539806,4.513314382
5851,1.265539806,4.513314382
5852,1.286725947,4.506417156
5853,1.286725947,4.506417156
5854,1.286725947,4.506417156
5855,1.286725947,4.506417156
5856,1.286725947,4.506417156
5857,1.286725947,4.506417156
5858,1.253630936,4.495284037
5859,1.22889899,4.51504311
5860,1.225268618,4.522894366
5861,1.229280205,4.534556837
5862,1.246710402,4.583298538
5863,1.246710402,4.583298538
5864,1.272103592,4.578031834
5865,1.249964716,4.575988815
5866,1.253888681,4.575677648
5867,1.231630573,4.54976169
5868,1.23073822,4.563115796
5869,1.199505416,4.553919953
5870,1.198583427,4.566056664
5871,1.198583427,4.566056664
5872,1.204348583,4.573896821
5873,1.204232088,4.567660821
5874,1.221729249,4.556068012
5875,1.221729249,4.556068012
5876,1.243521535,4.546348497
5877,1.235576582,4.558546332
5878,1.220318489,4.541047324
5879,1.224063224,4.529677704
5880,1.224063224,4.529677704
5881,1.238757273,4.567030622
5882,1.260769279,4.581239345
5883,1.260769279,4.581239345
5884,1.246414855,4.587354822
5885,1.246414855,4.587354822
5886,1.237201068,4.581671373
5887,1.237201068,4.581671373
5888,1.241918908,4.561016878
5889,1.251152402,4.53684687
5890,1.225317415,4.506095258
5891,1.216479899,4.508181337
5892,1.205450465,4.52725079
5893,1.191835268,4.55115861
5894,1.198886857,4.533440622
5895,1.217578832,4.508486595
5896,1.215914211,4.484772815
5897,1.215914211,4.484772815
5898,1.215914211,4.484772815
5899,1.165720226,4.515958267
5900,1.163834226,4.511851211
5901,1.163834226,4.511851211
5902,1.163834226,4.511851211
5903,1.151011394,4.515378893
5904,1.167529085,4.540966058
5905,1.170265986,4.512820465
5906,1.165489727,4.519126967
5907,1.164997494,4.510774683
5908,1.198205622,4.535802796
5909,1.203427025,4.508087255
5910,1.193634627,4.52404429
5911,1.193634627,4.52404429
5912,1.173547903,4.537531596
5913,1.152657128,4.547867045
5914,1.152657128,4.547867045
5915,1.165616304,4.549716205
5916,1.16999324,4.569623269
5917,1.1378111,4.554904887
5918,1.128591446,4.539417329
5919,1.12193127,4.504993656
5920,1.12193127,4.504993656
5921,1.143472978,4.515047451
5922,1.12719988,4.508474379
5923,1.117582413,4.499587347
5924,1.112252958,4.501083684
5925,1.112252958,4.501083684
5926,1.114768087,4.47666196
5927,1.121888381,4.467272286
5928,1.126954223,4.467507095
5929,1.115025848,4.451307516
5930,1.115025848,4.451307516
5931,1.115025848,4.451307516
