"iteration","lambda1","lambda2"
6667,0.293404579,0.5915131563
6668,0.3040337209,0.5945144789
6669,0.3040337209,0.5945144789
6670,0.3063300465,0.5805099297
6671,0.3063300465,0.5805099297
6672,0.3105986322,0.5686076157
6673,0.3105986322,0.5686076157
6674,0.3096877555,0.5729090305
6675,0.2956491416,0.5501020133
6676,0.2956491416,0.5501020133
6677,0.3031198366,0.5524871387
6678,0.2784386407,0.5352410839
6679,0.2784386407,0.5352410839
6680,0.2784386407,0.5352410839
6681,0.3132475947,0.5506264763
6682,0.3132475947,0.5506264763
6683,0.340094524,0.5651754687
6684,0.3207088165,0.5391459825
6685,0.3207088165,0.5391459825
6686,0.3207088165,0.5391459825
6687,0.3207088165,0.5391459825
6688,0.3207088165,0.5391459825
6689,0.3207088165,0.5391459825
6690,0.3207088165,0.5391459825
6691,0.3207088165,0.5391459825
6692,0.3207088165,0.5391459825
6693,0.3305002358,0.5580292085
6694,0.340345965,0.5636449078
6695,0.340345965,0.5636449078
6696,0.340345965,0.5636449078
6697,0.3328899992,0.5912440167
6698,0.3492111882,0.5657802701
6699,0.3695190194,0.5452523384
6700,0.3491801284,0.5378330333
6701,0.3491801284,0.5378330333
6702,0.3456065504,0.5375228656
6703,0.3456065504,0.5375228656
6704,0.3456065504,0.5375228656
6705,0.3456065504,0.5375228656
6706,0.3456065504,0.5375228656
6707,0.3454912866,0.5279376632
6708,0.3454912866,0.5279376632
6709,0.3454912866,0.5279376632
6710,0.3454912866,0.5279376632
6711,0.3426301044,0.5342599564
6712,0.3398909641,0.5339669443
6713,0.3398909641,0.5339669443
6714,0.3398909641,0.5339669443
6715,0.369923403,0.5429739103
6716,0.347093331,0.5527782657
6717,0.347093331,0.5527782657
6718,0.347093331,0.5527782657
6719,0.3323996698,0.5607938902
6720,0.3323996698,0.5607938902
6721,0.3362418118,0.5628127151
6722,0.3362418118,0.5628127151
6723,0.3362418118,0.5628127151
6724,0.3362418118,0.5628127151
6725,0.3362418118,0.5628127151
6726,0.31238695,0.564584416
6727,0.31238695,0.564584416
6728,0.2926022415,0.5501465248
6729,0.2926022415,0.5501465248
6730,0.2926022415,0.5501465248
6731,0.2926022415,0.5501465248
6732,0.2926022415,0.5501465248
6733,0.3089415201,0.5487195094
6734,0.3089415201,0.5487195094
6735,0.3089415201,0.5487195094
6736,0.3038103371,0.5266938285
6737,0.3002898637,0.5211125376
6738,0.3002898637,0.5211125376
6739,0.3002898637,0.5211125376
6740,0.3095227812,0.5197344133
6741,0.3061597567,0.5156245649
6742,0.3029265713,0.5317038238
6743,0.3029265713,0.5317038238
6744,0.3029265713,0.5317038238
6745,0.3045380643,0.5664026946
6746,0.3045380643,0.5664026946
6747,0.3278553602,0.5615853696
6748,0.3130048878,0.5592329542
6749,0.3130048878,0.5592329542
6750,0.3130048878,0.5592329542
6751,0.3130048878,0.5592329542
6752,0.3130048878,0.5592329542
6753,0.3130048878,0.5592329542
6754,0.3130048878,0.5592329542
6755,0.3130048878,0.5592329542
6756,0.3130048878,0.5592329542
6757,0.3130048878,0.5592329542
6758,0.3169592003,0.5824791844
6759,0.3073861637,0.5708477149
6760,0.331478394,0.5415962548
6761,0.3185989738,0.5215687699
6762,0.3185989738,0.5215687699
6763,0.3071380653,0.5264985086
6764,0.3244255662,0.5435534506
6765,0.3244255662,0.5435534506
6766,0.3244255662,0.5435534506
6767,0.2988803396,0.5271096094
6768,0.3100603974,0.5557588493
6769,0.3100603974,0.5557588493
6770,0.3079500144,0.5490084353
6771,0.3079500144,0.5490084353
6772,0.3152039397,0.546426877
6773,0.3152039397,0.546426877
6774,0.3152039397,0.546426877
6775,0.2949724816,0.5415053439
6776,0.2949724816,0.5415053439
6777,0.2949724816,0.5415053439
6778,0.2949724816,0.5415053439
6779,0.2964673491,0.544701822
6780,0.2964673491,0.544701822
6781,0.299512981,0.5577554349
6782,0.299512981,0.5577554349
6783,0.299512981,0.5577554349
6784,0.299512981,0.5577554349
6785,0.3199762438,0.5347211964
6786,0.3199762438,0.5347211964
6787,0.3033602019,0.5766296308
6788,0.3065659108,0.5791647342
6789,0.3065659108,0.5791647342
6790,0.3033887229,0.5677502817
6791,0.3033887229,0.5677502817
6792,0.3033887229,0.5677502817
6793,0.3033887229,0.5677502817
6794,0.3033887229,0.5677502817
6795,0.3033887229,0.5677502817
6796,0.2947843368,0.5877467059
6797,0.3174279155,0.6098012076
6798,0.3284169673,0.5812580621
6799,0.3284169673,0.5812580621
6800,0.3284169673,0.5812580621
6801,0.3359330346,0.6011758348
6802,0.3371546262,0.5973658669
6803,0.3411485969,0.6047873897
6804,0.3411485969,0.6047873897
6805,0.3411485969,0.6047873897
6806,0.3411485969,0.6047873897
6807,0.3411485969,0.6047873897
6808,0.334110036,0.6020741742
6809,0.3173680883,0.5986856429
6810,0.3173680883,0.5986856429
6811,0.3426971413,0.5841725408
6812,0.3426971413,0.5841725408
6813,0.3426971413,0.5841725408
6814,0.3426971413,0.5841725408
6815,0.3426971413,0.5841725408
6816,0.3246622676,0.5840153211
6817,0.3232010892,0.5646958767
6818,0.3265082782,0.5584226784
6819,0.3265610538,0.5644348657
6820,0.3329003108,0.5600624462
6821,0.3315204704,0.5691425167
6822,0.3315204704,0.5691425167
6823,0.3274593055,0.569861414
6824,0.3307887832,0.5892920339
6825,0.3307887832,0.5892920339
6826,0.3307887832,0.5892920339
6827,0.3307887832,0.5892920339
6828,0.3192428447,0.6017838429
6829,0.3192428447,0.6017838429
6830,0.3192428447,0.6017838429
6831,0.3252268875,0.5910690975
6832,0.3252268875,0.5910690975
6833,0.3252268875,0.5910690975
6834,0.3397152132,0.5649154258
6835,0.3397152132,0.5649154258
6836,0.3397152132,0.5649154258
6837,0.3397152132,0.5649154258
6838,0.3499634555,0.5785482824
6839,0.3242077631,0.5762081823
6840,0.3214199036,0.5566988201
6841,0.3214199036,0.5566988201
6842,0.3214199036,0.5566988201
6843,0.3214199036,0.5566988201
6844,0.3214199036,0.5566988201
6845,0.3214199036,0.5566988201
6846,0.3214199036,0.5566988201
6847,0.3386214511,0.5516257998
6848,0.3355859645,0.5626535821
6849,0.3407788138,0.5984446793
6850,0.3407788138,0.5984446793
6851,0.3407788138,0.5984446793
6852,0.3407788138,0.5984446793
6853,0.3407788138,0.5984446793
6854,0.3407788138,0.5984446793
6855,0.3241713967,0.5804624423
6856,0.3241713967,0.5804624423
6857,0.321771849,0.5531060754
6858,0.321771849,0.5531060754
6859,0.3302419158,0.559407058
6860,0.3302419158,0.559407058
6861,0.3302419158,0.559407058
6862,0.3302419158,0.559407058
6863,0.3302419158,0.559407058
6864,0.3331923655,0.5585492643
6865,0.3331923655,0.5585492643
6866,0.3331923655,0.5585492643
6867,0.3001389509,0.562675547
6868,0.3001389509,0.562675547
6869,0.3211346622,0.5706461858
6870,0.3211346622,0.5706461858
6871,0.2983205901,0.5885530805
6872,0.2983205901,0.5885530805
6873,0.3021555264,0.5812691618
6874,0.3021555264,0.5812691618
6875,0.3021555264,0.5812691618
6876,0.3021555264,0.5812691618
6877,0.3021555264,0.5812691618
6878,0.3021555264,0.5812691618
6879,0.3021555264,0.5812691618
6880,0.3021555264,0.5812691618
6881,0.3212347717,0.5458413781
6882,0.3212347717,0.5458413781
6883,0.3212347717,0.5458413781
6884,0.3115397816,0.5546203229
6885,0.3115397816,0.5546203229
6886,0.3115397816,0.5546203229
6887,0.3115397816,0.5546203229
6888,0.3115397816,0.5546203229
6889,0.3115397816,0.5546203229
6890,0.3115397816,0.5546203229
6891,0.3115397816,0.5546203229
6892,0.3115397816,0.5546203229
6893,0.3115397816,0.5546203229
6894,0.3115397816,0.5546203229
6895,0.309290009,0.5855201113
6896,0.309290009,0.5855201113
6897,0.309290009,0.5855201113
6898,0.3095250291,0.5918749439
6899,0.3175682979,0.5742811429
6900,0.3175682979,0.5742811429
6901,0.3175682979,0.5742811429
6902,0.3202271195,0.5694828484
6903,0.3202271195,0.5694828484
6904,0.3202271195,0.5694828484
6905,0.3202271195,0.5694828484
6906,0.327309696,0.5696144197
6907,0.3432702507,0.5830505515
6908,0.3574026646,0.56701491
6909,0.3574026646,0.56701491
6910,0.3593290858,0.5715089472
6911,0.3593290858,0.5715089472
6912,0.3593290858,0.5715089472
6913,0.3593290858,0.5715089472
6914,0.3560913974,0.5816974264
6915,0.3296631088,0.5815379953
6916,0.3423181052,0.5878911639
6917,0.3505877859,0.5905101947
6918,0.3505877859,0.5905101947
6919,0.3464759604,0.5818214865
6920,0.3612486212,0.5549963057
6921,0.3612486212,0.5549963057
6922,0.3295374792,0.5617705356
6923,0.3295374792,0.5617705356
6924,0.3295374792,0.5617705356
6925,0.3334979208,0.5744889642
6926,0.3334979208,0.5744889642
6927,0.3334979208,0.5744889642
6928,0.3334979208,0.5744889642
6929,0.3334979208,0.5744889642
6930,0.3334979208,0.5744889642
6931,0.3334979208,0.5744889642
6932,0.3334979208,0.5744889642
6933,0.3334979208,0.5744889642
6934,0.3334979208,0.5744889642
6935,0.3334979208,0.5744889642
6936,0.3334979208,0.5744889642
6937,0.3601354801,0.5696428471
6938,0.3584199559,0.5576308621
6939,0.3584199559,0.5576308621
6940,0.3584199559,0.5576308621
6941,0.3584199559,0.5576308621
6942,0.3539591038,0.5522340483
6943,0.3312185153,0.5512542316
6944,0.332214756,0.5498290004
6945,0.332214756,0.5498290004
6946,0.332214756,0.5498290004
6947,0.3250526889,0.5576177009
6948,0.3250526889,0.5576177009
6949,0.3250526889,0.5576177009
6950,0.3250526889,0.5576177009
6951,0.3250526889,0.5576177009
6952,0.3250526889,0.5576177009
6953,0.3250526889,0.5576177009
6954,0.3250526889,0.5576177009
6955,0.3250526889,0.5576177009
6956,0.3334045523,0.5497481659
6957,0.3334045523,0.5497481659
6958,0.3334045523,0.5497481659
6959,0.334788737,0.5549130594
6960,0.334788737,0.5549130594
6961,0.334788737,0.5549130594
6962,0.3330935753,0.5422568637
6963,0.3330935753,0.5422568637
6964,0.3330935753,0.5422568637
6965,0.3485627195,0.5242254584
6966,0.3404515032,0.5401251345
6967,0.3152722745,0.5670385122
6968,0.3015186024,0.5418183361
6969,0.3015186024,0.5418183361
6970,0.2968527968,0.5231541305
6971,0.2968527968,0.5231541305
6972,0.2782856349,0.5243384766
6973,0.2782856349,0.5243384766
6974,0.2782856349,0.5243384766
6975,0.30491699,0.528259382
6976,0.2938323842,0.531163929
6977,0.2938323842,0.531163929
6978,0.2812800124,0.5280157345
6979,0.2812800124,0.5280157345
6980,0.2837528432,0.5222452199
6981,0.2837528432,0.5222452199
6982,0.2837528432,0.5222452199
6983,0.2924878107,0.5128404541
6984,0.2924878107,0.5128404541
6985,0.2924878107,0.5128404541
6986,0.2912403196,0.5241776764
6987,0.2912403196,0.5241776764
6988,0.2912403196,0.5241776764
6989,0.2912403196,0.5241776764
6990,0.2912403196,0.5241776764
6991,0.2912395047,0.5158134015
6992,0.2821470308,0.5178268984
6993,0.3039097644,0.4894440684
6994,0.3039097644,0.4894440684
6995,0.3039097644,0.4894440684
6996,0.3039097644,0.4894440684
6997,0.3159392519,0.5026488082
6998,0.3159392519,0.5026488082
6999,0.3159392519,0.5026488082
7000,0.3159392519,0.5026488082
7001,0.3159392519,0.5026488082
7002,0.3183523252,0.5108234307
7003,0.3183523252,0.5108234307
7004,0.3183523252,0.5108234307
7005,0.3183523252,0.5108234307
7006,0.3314925441,0.5199723223
7007,0.3314925441,0.5199723223
7008,0.326416224,0.5090971434
7009,0.326416224,0.5090971434
7010,0.326416224,0.5090971434
7011,0.328107709,0.5077138508
7012,0.3253743923,0.5212230437
7013,0.3253743923,0.5212230437
7014,0.3253743923,0.5212230437
7015,0.3278452783,0.5427677635
7016,0.3278452783,0.5427677635
7017,0.3278452783,0.5427677635
7018,0.3095932634,0.5423456319
7019,0.3153605014,0.5311208026
7020,0.3153605014,0.5311208026
7021,0.3005134789,0.5291387372
7022,0.3005134789,0.5291387372
7023,0.3011317044,0.516916691
7024,0.3011317044,0.516916691
7025,0.2874651197,0.5227340965
7026,0.2874651197,0.5227340965
7027,0.2812403822,0.5427085742
7028,0.2812403822,0.5427085742
7029,0.2812403822,0.5427085742
7030,0.2853618495,0.5466363649
7031,0.2853618495,0.5466363649
7032,0.2853618495,0.5466363649
7033,0.2943336511,0.5230283803
7034,0.2943336511,0.5230283803
7035,0.289802705,0.5069889476
7036,0.289802705,0.5069889476
7037,0.289802705,0.5069889476
7038,0.3016953198,0.4811083846
7039,0.3016953198,0.4811083846
7040,0.3016953198,0.4811083846
7041,0.3093167627,0.5112279271
7042,0.3093167627,0.5112279271
7043,0.3093167627,0.5112279271
7044,0.3200671919,0.5273810358
7045,0.3038201119,0.5172820355
7046,0.3038201119,0.5172820355
7047,0.2794408797,0.516057618
7048,0.2965752566,0.5165982336
7049,0.2965752566,0.5165982336
7050,0.2965752566,0.5165982336
7051,0.2965752566,0.5165982336
7052,0.2965752566,0.5165982336
7053,0.2883639681,0.5163475706
7054,0.2883639681,0.5163475706
7055,0.2883639681,0.5163475706
7056,0.2883639681,0.5163475706
7057,0.2884317868,0.5090666805
7058,0.2673078625,0.5059176974
7059,0.2607645747,0.5323534774
7060,0.2513732295,0.5445587731
7061,0.2513732295,0.5445587731
7062,0.2513732295,0.5445587731
7063,0.2503494021,0.5471395159
7064,0.2503494021,0.5471395159
7065,0.2503494021,0.5471395159
7066,0.2503494021,0.5471395159
7067,0.2503494021,0.5471395159
7068,0.2540879935,0.5532282742
7069,0.2540879935,0.5532282742
7070,0.2540879935,0.5532282742
7071,0.2540879935,0.5532282742
7072,0.2540879935,0.5532282742
7073,0.2571690838,0.5416372612
7074,0.2556189568,0.5795462641
7075,0.2556189568,0.5795462641
7076,0.2556189568,0.5795462641
7077,0.2828474136,0.5753168419
7078,0.2828474136,0.5753168419
7079,0.2849126644,0.5687590532
7080,0.2849126644,0.5687590532
7081,0.2849126644,0.5687590532
7082,0.2849126644,0.5687590532
7083,0.2849126644,0.5687590532
7084,0.2849126644,0.5687590532
7085,0.2904979586,0.5867431474
7086,0.2904979586,0.5867431474
7087,0.2726323169,0.5702708917
7088,0.2726323169,0.5702708917
7089,0.2726323169,0.5702708917
7090,0.2726323169,0.5702708917
7091,0.2726323169,0.5702708917
7092,0.2726323169,0.5702708917
7093,0.2726323169,0.5702708917
7094,0.2726323169,0.5702708917
7095,0.2956198383,0.577771585
7096,0.2754562932,0.5733032033
7097,0.2754562932,0.5733032033
7098,0.268411853,0.57020612
7099,0.2928788363,0.5667608819
7100,0.30527612,0.5425236116
7101,0.30527612,0.5425236116
7102,0.2982580864,0.523838214
7103,0.2944609369,0.5486022896
7104,0.3028435189,0.5696531833
7105,0.3028435189,0.5696531833
7106,0.2964931262,0.5784166597
7107,0.2964931262,0.5784166597
7108,0.2964931262,0.5784166597
7109,0.2964931262,0.5784166597
7110,0.3058891821,0.572969873
7111,0.3058891821,0.572969873
7112,0.3058891821,0.572969873
7113,0.3058891821,0.572969873
7114,0.3058891821,0.572969873
7115,0.2934645089,0.5577332685
7116,0.2924474258,0.5544020264
7117,0.2924474258,0.5544020264
7118,0.2924474258,0.5544020264
7119,0.2924474258,0.5544020264
7120,0.2924474258,0.5544020264
7121,0.2786050697,0.5438569303
7122,0.2786050697,0.5438569303
7123,0.2775398931,0.5426870784
7124,0.2775398931,0.5426870784
7125,0.2775398931,0.5426870784
7126,0.2775398931,0.5426870784
7127,0.2775398931,0.5426870784
7128,0.2775398931,0.5426870784
7129,0.2775398931,0.5426870784
7130,0.2775398931,0.5426870784
7131,0.2749908538,0.5359010133
7132,0.2789648685,0.5356565546
7133,0.2789648685,0.5356565546
7134,0.2789648685,0.5356565546
7135,0.2789648685,0.5356565546
7136,0.2789648685,0.5356565546
7137,0.2937627991,0.542523194
7138,0.312609652,0.536302214
7139,0.312609652,0.536302214
7140,0.2787046014,0.5186197005
7141,0.2787046014,0.5186197005
7142,0.2836186768,0.514630268
7143,0.2821472143,0.5422213158
7144,0.2821472143,0.5422213158
7145,0.2872736141,0.5105296368
7146,0.2872736141,0.5105296368
7147,0.2703169836,0.5295424281
7148,0.2914182276,0.5283630023
7149,0.2914182276,0.5283630023
7150,0.2709867197,0.5129513466
7151,0.2709867197,0.5129513466
7152,0.2709867197,0.5129513466
7153,0.266723853,0.5082707851
7154,0.266723853,0.5082707851
7155,0.266723853,0.5082707851
7156,0.266723853,0.5082707851
7157,0.266723853,0.5082707851
7158,0.266723853,0.5082707851
7159,0.266723853,0.5082707851
7160,0.2687271114,0.5011026969
7161,0.2900466406,0.5261886468
7162,0.2722528563,0.4962355959
7163,0.2815451056,0.4920569702
7164,0.2815451056,0.4920569702
7165,0.3003613165,0.501496237
7166,0.3010169311,0.530989425
7167,0.3010169311,0.530989425
7168,0.2964064163,0.5363489254
7169,0.2964064163,0.5363489254
7170,0.2964064163,0.5363489254
7171,0.2877933229,0.5127833099
7172,0.2877933229,0.5127833099
7173,0.2877933229,0.5127833099
7174,0.2877933229,0.5127833099
7175,0.2877933229,0.5127833099
7176,0.2877933229,0.5127833099
7177,0.2877933229,0.5127833099
7178,0.2877933229,0.5127833099
7179,0.2877933229,0.5127833099
7180,0.2909347647,0.5458759485
7181,0.2909347647,0.5458759485
7182,0.2909347647,0.5458759485
7183,0.290878717,0.5600458943
7184,0.290878717,0.5600458943
7185,0.303667448,0.5693316145
7186,0.2947146505,0.5660189104
7187,0.3064547963,0.5751430707
7188,0.3064547963,0.5751430707
7189,0.3212238792,0.5623639824
7190,0.3212238792,0.5623639824
7191,0.3212238792,0.5623639824
7192,0.3032909283,0.5723176921
7193,0.3032909283,0.5723176921
7194,0.2978276117,0.5256810658
7195,0.2978276117,0.5256810658
7196,0.3038425105,0.5524988025
7197,0.3038425105,0.5524988025
7198,0.3038425105,0.5524988025
7199,0.3038425105,0.5524988025
7200,0.2982181244,0.5222793519
7201,0.2982181244,0.5222793519
7202,0.2982181244,0.5222793519
7203,0.2982181244,0.5222793519
7204,0.2982181244,0.5222793519
7205,0.2982181244,0.5222793519
7206,0.2864180716,0.5178162379
7207,0.2864180716,0.5178162379
7208,0.2864180716,0.5178162379
7209,0.2864180716,0.5178162379
7210,0.2864180716,0.5178162379
7211,0.2864180716,0.5178162379
7212,0.2864180716,0.5178162379
7213,0.2864180716,0.5178162379
7214,0.2864180716,0.5178162379
7215,0.3130239105,0.5398495092
7216,0.3124762644,0.5350968307
7217,0.3324299698,0.5235962967
7218,0.3184435538,0.512619684
7219,0.343042552,0.4969420227
7220,0.343042552,0.4969420227
7221,0.3525861849,0.5063735771
7222,0.3525861849,0.5063735771
7223,0.3525861849,0.5063735771
7224,0.3525861849,0.5063735771
7225,0.3525861849,0.5063735771
7226,0.3642772605,0.5423260176
7227,0.3642772605,0.5423260176
7228,0.3642772605,0.5423260176
7229,0.343856329,0.5097457781
7230,0.343856329,0.5097457781
7231,0.3291748551,0.5186176281
7232,0.3297033564,0.5228405986
7233,0.3297033564,0.5228405986
7234,0.3297033564,0.5228405986
7235,0.3299106972,0.5508429525
7236,0.3355881318,0.5417884114
7237,0.3355881318,0.5417884114
7238,0.3395643457,0.5425242851
7239,0.3395643457,0.5425242851
7240,0.3395643457,0.5425242851
7241,0.3395643457,0.5425242851
7242,0.335272679,0.5414880984
7243,0.3461666704,0.5552016431
7244,0.3563599845,0.5546409479
7245,0.3563599845,0.5546409479
7246,0.3424266465,0.5679747254
7247,0.3443923855,0.5561363945
7248,0.3443923855,0.5561363945
7249,0.3443923855,0.5561363945
7250,0.3443923855,0.5561363945
7251,0.3331413568,0.5450829528
7252,0.3539645274,0.5415744829
7253,0.3539645274,0.5415744829
7254,0.3539645274,0.5415744829
7255,0.3308741087,0.5414754877
7256,0.3308741087,0.5414754877
7257,0.3308741087,0.5414754877
7258,0.3308741087,0.5414754877
7259,0.3308741087,0.5414754877
7260,0.3308741087,0.5414754877
7261,0.3308741087,0.5414754877
7262,0.3308741087,0.5414754877
7263,0.3308741087,0.5414754877
7264,0.3308741087,0.5414754877
7265,0.3308741087,0.5414754877
7266,0.3308741087,0.5414754877
7267,0.3308741087,0.5414754877
7268,0.3308741087,0.5414754877
7269,0.3308741087,0.5414754877
7270,0.3308741087,0.5414754877
7271,0.3318130409,0.558972505
7272,0.3318130409,0.558972505
7273,0.3145446583,0.5464691357
7274,0.3267292704,0.5340186978
7275,0.3301925116,0.5557442553
7276,0.3395273766,0.5439238067
7277,0.3395273766,0.5439238067
7278,0.3395273766,0.5439238067
7279,0.3395273766,0.5439238067
7280,0.3395273766,0.5439238067
7281,0.3395273766,0.5439238067
7282,0.3395273766,0.5439238067
7283,0.3395273766,0.5439238067
7284,0.3353551285,0.5410036634
7285,0.3353551285,0.5410036634
7286,0.3353551285,0.5410036634
7287,0.3353551285,0.5410036634
7288,0.3353551285,0.5410036634
7289,0.3411561968,0.5220576812
7290,0.3411561968,0.5220576812
7291,0.3394105462,0.5250615645
7292,0.3468030885,0.5404362602
7293,0.3468030885,0.5404362602
7294,0.3468030885,0.5404362602
7295,0.3491726358,0.5422249986
7296,0.3648520788,0.5537231219
7297,0.3613520557,0.5645009791
7298,0.3613520557,0.5645009791
7299,0.3613520557,0.5645009791
7300,0.3351482648,0.5683678726
7301,0.3504129031,0.5424664128
7302,0.3575936204,0.5648237249
7303,0.3669265293,0.574839196
7304,0.3669265293,0.574839196
7305,0.3669265293,0.574839196
7306,0.3642424428,0.5712800259
7307,0.3642424428,0.5712800259
7308,0.3735752978,0.5781630401
7309,0.3775140698,0.5774070342
7310,0.3775140698,0.5774070342
7311,0.3775140698,0.5774070342
7312,0.3905819885,0.571124781
7313,0.3905819885,0.571124781
7314,0.3905819885,0.571124781
7315,0.3875260304,0.5762653604
7316,0.3681000487,0.5604946459
7317,0.3681000487,0.5604946459
7318,0.376959571,0.5485422521
7319,0.3663930226,0.5544659474
7320,0.3663930226,0.5544659474
7321,0.3663930226,0.5544659474
7322,0.3663930226,0.5544659474
7323,0.3663930226,0.5544659474
7324,0.3663930226,0.5544659474
7325,0.3663930226,0.5544659474
7326,0.3739142709,0.5395135812
7327,0.3739142709,0.5395135812
7328,0.3625334225,0.5589959648
7329,0.3625334225,0.5589959648
7330,0.3625334225,0.5589959648
7331,0.3709209696,0.5394520579
7332,0.3709209696,0.5394520579
7333,0.3793376343,0.5340938323
7334,0.3793376343,0.5340938323
7335,0.3698462749,0.5491878424
7336,0.3920639945,0.5636464865
7337,0.3824531554,0.5316317613
7338,0.378743191,0.5225038341
7339,0.378743191,0.5225038341
7340,0.3776513333,0.5187823768
7341,0.3861543343,0.5296368005
7342,0.393211497,0.5559960335
7343,0.393211497,0.5559960335
7344,0.406723201,0.5618897953
7345,0.406723201,0.5618897953
7346,0.406723201,0.5618897953
7347,0.406723201,0.5618897953
7348,0.406723201,0.5618897953
7349,0.406723201,0.5618897953
7350,0.399847068,0.5300127231
7351,0.399847068,0.5300127231
7352,0.3857143879,0.5536051758
7353,0.3857143879,0.5536051758
7354,0.3857143879,0.5536051758
7355,0.3857143879,0.5536051758
7356,0.3865439808,0.5580562621
7357,0.3865439808,0.5580562621
7358,0.3896903347,0.5564725609
7359,0.3896903347,0.5564725609
7360,0.397074069,0.5637479081
7361,0.3636138852,0.5929254345
7362,0.3636138852,0.5929254345
7363,0.3577843965,0.5852250546
7364,0.3577843965,0.5852250546
7365,0.3593825549,0.5833161566
7366,0.3337052262,0.5760745989
7367,0.3337052262,0.5760745989
7368,0.338147087,0.5456705319
7369,0.3478059049,0.5718755595
7370,0.3478059049,0.5718755595
7371,0.3595282567,0.5654392994
7372,0.3595282567,0.5654392994
7373,0.3595282567,0.5654392994
7374,0.3595282567,0.5654392994
7375,0.3595282567,0.5654392994
7376,0.3595282567,0.5654392994
7377,0.3595282567,0.5654392994
7378,0.3518403571,0.5497632494
7379,0.3688068487,0.5836781595
7380,0.3678555849,0.5879038942
7381,0.3678555849,0.5879038942
7382,0.3678555849,0.5879038942
7383,0.3678555849,0.5879038942
7384,0.3678555849,0.5879038942
7385,0.3625262915,0.5961415009
7386,0.3316439335,0.5825378222
7387,0.3316439335,0.5825378222
7388,0.3316439335,0.5825378222
7389,0.3316439335,0.5825378222
7390,0.3316439335,0.5825378222
7391,0.3316439335,0.5825378222
7392,0.3288278849,0.5712135281
7393,0.3288278849,0.5712135281
7394,0.3308926905,0.5792602338
7395,0.3292516671,0.5737413773
7396,0.3230429782,0.5540624177
7397,0.3309864313,0.5481559448
7398,0.3351516196,0.5263540993
7399,0.3404242376,0.5439968666
7400,0.3404242376,0.5439968666
7401,0.3404242376,0.5439968666
7402,0.3404242376,0.5439968666
7403,0.3404242376,0.5439968666
7404,0.3372437001,0.5301063285
7405,0.3372437001,0.5301063285
7406,0.3244325969,0.5266244533
7407,0.3244325969,0.5266244533
7408,0.3244325969,0.5266244533
7409,0.3260585801,0.5208415856
7410,0.3136584448,0.5312009385
7411,0.3136584448,0.5312009385
7412,0.3136584448,0.5312009385
7413,0.3136584448,0.5312009385
7414,0.3446020309,0.5574768911
7415,0.3446020309,0.5574768911
7416,0.3446020309,0.5574768911
7417,0.3446020309,0.5574768911
7418,0.3446100276,0.5645684031
7419,0.3446100276,0.5645684031
7420,0.3446100276,0.5645684031
7421,0.3446100276,0.5645684031
7422,0.3446100276,0.5645684031
7423,0.3417594596,0.5435318136
7424,0.3417594596,0.5435318136
7425,0.3417594596,0.5435318136
7426,0.3524571152,0.5513469642
7427,0.3322609286,0.5280295192
7428,0.3322609286,0.5280295192
7429,0.3322609286,0.5280295192
7430,0.3322609286,0.5280295192
7431,0.3325550116,0.5125452939
7432,0.3102385998,0.5521004622
7433,0.3118535849,0.5503101994
7434,0.3118535849,0.5503101994
7435,0.3118535849,0.5503101994
7436,0.3118535849,0.5503101994
7437,0.3038172816,0.5411905119
7438,0.2966918761,0.5405494137
7439,0.2966918761,0.5405494137
7440,0.2966918761,0.5405494137
7441,0.3129076435,0.5602574386
7442,0.321532377,0.5608689983
7443,0.3237740497,0.560073109
7444,0.3237740497,0.560073109
7445,0.3202254044,0.5740107526
7446,0.3294905508,0.5802932499
7447,0.3209802687,0.5741348734
7448,0.3209802687,0.5741348734
7449,0.3209802687,0.5741348734
7450,0.3209802687,0.5741348734
7451,0.2999730151,0.5331682996
7452,0.320476273,0.5187419464
7453,0.320476273,0.5187419464
7454,0.320476273,0.5187419464
7455,0.311081833,0.5354003934
7456,0.341578463,0.520263396
7457,0.341578463,0.520263396
7458,0.341578463,0.520263396
7459,0.341578463,0.520263396
7460,0.341578463,0.520263396
7461,0.341578463,0.520263396
7462,0.341578463,0.520263396
7463,0.3513880411,0.5330886116
7464,0.3513880411,0.5330886116
7465,0.3149884627,0.5493166151
7466,0.329554446,0.5459105073
7467,0.329554446,0.5459105073
7468,0.329554446,0.5459105073
7469,0.329554446,0.5459105073
7470,0.3476931139,0.563246905
7471,0.3476931139,0.563246905
7472,0.3511672091,0.5780855957
7473,0.3511672091,0.5780855957
7474,0.3429559585,0.5704811818
7475,0.3429559585,0.5704811818
7476,0.3433461136,0.611667268
7477,0.3316778144,0.6141007522
7478,0.3305453074,0.6139551184
7479,0.3334756284,0.6008817117
7480,0.3532369913,0.5795646532
7481,0.3532369913,0.5795646532
7482,0.3532369913,0.5795646532
7483,0.3466065183,0.5558676022
7484,0.3466065183,0.5558676022
7485,0.3296245594,0.5632331165
7486,0.3309812289,0.5513251278
7487,0.3309812289,0.5513251278
7488,0.3337961018,0.5412427979
7489,0.3337961018,0.5412427979
7490,0.3337961018,0.5412427979
7491,0.3251102225,0.550700166
7492,0.3251102225,0.550700166
7493,0.3251102225,0.550700166
7494,0.3251102225,0.550700166
7495,0.3251102225,0.550700166
7496,0.3251102225,0.550700166
7497,0.3251102225,0.550700166
