"iteration","B0","Bx1","Bx2"
5083,2.11762452,0.5661129637,-1.467243947
5084,2.11762452,0.5661129637,-1.467243947
5085,2.093728189,0.5738744034,-1.461868415
5086,2.093043178,0.5623274759,-1.471975482
5087,2.081275996,0.5509543897,-1.467519956
5088,2.081275996,0.5509543897,-1.467519956
5089,2.046057561,0.5645838948,-1.46081219
5090,2.032194788,0.5636279625,-1.459033822
5091,2.040347566,0.5864923575,-1.474377486
5092,2.062979203,0.5931714002,-1.465087801
5093,2.052097947,0.5911175101,-1.487045147
5094,2.052097947,0.5911175101,-1.487045147
5095,2.052097947,0.5911175101,-1.487045147
5096,2.066614363,0.5578964867,-1.510318542
5097,2.10536221,0.5607808264,-1.499737219
5098,2.096441729,0.5238896912,-1.520150038
5099,2.107436214,0.5250914068,-1.530585461
5100,2.107436214,0.5250914068,-1.530585461
5101,2.107436214,0.5250914068,-1.530585461
5102,2.107436214,0.5250914068,-1.530585461
5103,2.104083446,0.5396915391,-1.523971504
5104,2.104083446,0.5396915391,-1.523971504
5105,2.104083446,0.5396915391,-1.523971504
5106,2.104083446,0.5396915391,-1.523971504
5107,2.104083446,0.5396915391,-1.523971504
5108,2.09567579,0.5102273987,-1.527431845
5109,2.09567579,0.5102273987,-1.527431845
5110,2.09567579,0.5102273987,-1.527431845
5111,2.124623401,0.5033844412,-1.532414308
5112,2.124623401,0.5033844412,-1.532414308
5113,2.124623401,0.5033844412,-1.532414308
5114,2.120256235,0.5237965842,-1.51533628
5115,2.120256235,0.5237965842,-1.51533628
5116,2.120256235,0.5237965842,-1.51533628
5117,2.120256235,0.5237965842,-1.51533628
5118,2.120256235,0.5237965842,-1.51533628
5119,2.129052486,0.5080048689,-1.516152687
5120,2.129595182,0.5267996732,-1.5140065
5121,2.137597508,0.4993760509,-1.508775368
5122,2.126640282,0.4779397786,-1.492062232
5123,2.123317148,0.4774881035,-1.501841725
5124,2.123317148,0.4774881035,-1.501841725
5125,2.102830646,0.4746649248,-1.51432581
5126,2.097028735,0.4803191353,-1.514870906
5127,2.093232699,0.4778860692,-1.502693003
5128,2.04622694,0.4781732849,-1.478589282
5129,2.040356268,0.5075058131,-1.472426585
5130,2.015529067,0.5292302316,-1.462337966
5131,2.030884752,0.5233909022,-1.469826343
5132,2.031598028,0.5184903616,-1.487130863
5133,2.016915475,0.5296587324,-1.454462687
5134,2.016915475,0.5296587324,-1.454462687
5135,1.971443823,0.5363423608,-1.475672776
5136,1.971443823,0.5363423608,-1.475672776
5137,1.960399052,0.5294831252,-1.467961741
5138,1.960399052,0.5294831252,-1.467961741
5139,1.984449619,0.5340437273,-1.480115726
5140,1.993794504,0.554732902,-1.473148843
5141,1.993794504,0.554732902,-1.473148843
5142,1.993794504,0.554732902,-1.473148843
5143,1.993794504,0.554732902,-1.473148843
5144,1.993794504,0.554732902,-1.473148843
5145,1.993794504,0.554732902,-1.473148843
5146,2.016240578,0.5456568339,-1.467109099
5147,2.016240578,0.5456568339,-1.467109099
5148,2.021089537,0.5608367322,-1.444964022
5149,2.021089537,0.5608367322,-1.444964022
5150,2.034507363,0.5629729166,-1.460137523
5151,2.034507363,0.5629729166,-1.460137523
5152,2.037426755,0.5627421829,-1.462058148
5153,2.044171485,0.5585860206,-1.457079371
5154,2.044171485,0.5585860206,-1.457079371
5155,2.067807203,0.5778741605,-1.451975818
5156,2.054065062,0.5831145943,-1.45229898
5157,2.075060721,0.5563346057,-1.437584699
5158,2.075060721,0.5563346057,-1.437584699
5159,2.072766051,0.5587899745,-1.440289082
5160,2.068963278,0.5384293676,-1.453001978
5161,2.064540075,0.544481649,-1.438274035
5162,2.064540075,0.544481649,-1.438274035
5163,2.064540075,0.544481649,-1.438274035
5164,2.067683318,0.5595194027,-1.43458198
5165,2.067683318,0.5595194027,-1.43458198
5166,2.082911825,0.5353921285,-1.467655115
5167,2.082911825,0.5353921285,-1.467655115
5168,2.082911825,0.5353921285,-1.467655115
5169,2.082911825,0.5353921285,-1.467655115
5170,2.083667532,0.5304622115,-1.50473687
5171,2.080323503,0.5431110161,-1.492330559
5172,2.081916567,0.5191861431,-1.466952093
5173,2.070687388,0.5264303973,-1.479976058
5174,2.053244141,0.4976990874,-1.483253146
5175,2.053244141,0.4976990874,-1.483253146
5176,2.048943865,0.4981418102,-1.500312639
5177,2.048943865,0.4981418102,-1.500312639
5178,2.024922989,0.5176873692,-1.500105836
5179,2.024922989,0.5176873692,-1.500105836
5180,2.004594491,0.5187744776,-1.527825081
5181,2.021247645,0.5043838363,-1.515364612
5182,2.021247645,0.5043838363,-1.515364612
5183,2.021247645,0.5043838363,-1.515364612
5184,2.029474356,0.4899956312,-1.496303534
5185,2.029905257,0.4765737289,-1.47316266
5186,2.029905257,0.4765737289,-1.47316266
5187,2.031610875,0.463181492,-1.493250905
5188,2.031610875,0.463181492,-1.493250905
5189,2.031610875,0.463181492,-1.493250905
5190,2.031610875,0.463181492,-1.493250905
5191,2.042742306,0.4661197702,-1.514673766
5192,2.042742306,0.4661197702,-1.514673766
5193,2.042742306,0.4661197702,-1.514673766
5194,2.03080299,0.4700812896,-1.502653082
5195,2.035273307,0.4730512703,-1.480824834
5196,2.036951131,0.4812618283,-1.531026271
5197,2.036951131,0.4812618283,-1.531026271
5198,2.03049171,0.4778878527,-1.500066603
5199,2.032866502,0.4848776317,-1.512297375
5200,2.025770286,0.4958394058,-1.523504507
5201,2.025770286,0.4958394058,-1.523504507
5202,2.015565191,0.5181977122,-1.513686334
5203,2.015565191,0.5181977122,-1.513686334
5204,2.015565191,0.5181977122,-1.513686334
5205,2.025591849,0.535773756,-1.548026723
5206,2.025591849,0.535773756,-1.548026723
5207,2.025591849,0.535773756,-1.548026723
5208,2.025591849,0.535773756,-1.548026723
5209,2.042531673,0.4994232232,-1.560423884
5210,2.042531673,0.4994232232,-1.560423884
5211,2.042531673,0.4994232232,-1.560423884
5212,2.024270512,0.5222051966,-1.533499325
5213,1.997928078,0.5347107239,-1.527637073
5214,1.997928078,0.5347107239,-1.527637073
5215,1.997928078,0.5347107239,-1.527637073
5216,1.997928078,0.5347107239,-1.527637073
5217,1.997928078,0.5347107239,-1.527637073
5218,1.998364181,0.544993227,-1.552596504
5219,1.998364181,0.544993227,-1.552596504
5220,2.013579729,0.5719153803,-1.559477208
5221,1.980417069,0.5811612826,-1.557708514
5222,1.980417069,0.5811612826,-1.557708514
5223,1.979795398,0.5789843993,-1.554631616
5224,1.992452898,0.5689493306,-1.523949706
5225,2.022485021,0.5548050847,-1.508805922
5226,2.022485021,0.5548050847,-1.508805922
5227,2.057358491,0.5504956106,-1.531567843
5228,2.07026523,0.5623816931,-1.524447561
5229,2.070157149,0.573165452,-1.517694197
5230,2.074603587,0.5735301606,-1.527927202
5231,2.074603587,0.5735301606,-1.527927202
5232,2.075214469,0.6081883265,-1.547896492
5233,2.075214469,0.6081883265,-1.547896492
5234,2.075214469,0.6081883265,-1.547896492
5235,2.075214469,0.6081883265,-1.547896492
5236,2.078837085,0.6025708488,-1.534762694
5237,2.078837085,0.6025708488,-1.534762694
5238,2.078837085,0.6025708488,-1.534762694
5239,2.078837085,0.6025708488,-1.534762694
5240,2.045650144,0.6344185207,-1.526734705
5241,2.045650144,0.6344185207,-1.526734705
5242,2.072008529,0.6262534619,-1.533290617
5243,2.088910868,0.6252142673,-1.534067025
5244,2.088910868,0.6252142673,-1.534067025
5245,2.061837048,0.6218688607,-1.519317311
5246,2.082005745,0.6383626718,-1.51419844
5247,2.103228885,0.6370369064,-1.535522698
5248,2.119981331,0.6412887331,-1.506134609
5249,2.11356281,0.626438949,-1.496799943
5250,2.136262451,0.6028631029,-1.496756083
5251,2.138261417,0.6004388319,-1.513034779
5252,2.132794888,0.5954505127,-1.532219527
5253,2.145428344,0.6155447657,-1.512499373
5254,2.142711259,0.618545959,-1.472758008
5255,2.130744001,0.6093036694,-1.459929908
5256,2.122678566,0.626437774,-1.471589843
5257,2.122678566,0.626437774,-1.471589843
5258,2.122678566,0.626437774,-1.471589843
5259,2.117451,0.6111135518,-1.485985294
5260,2.117451,0.6111135518,-1.485985294
5261,2.117451,0.6111135518,-1.485985294
5262,2.129510575,0.5909490837,-1.489435827
5263,2.125411361,0.5793238815,-1.474880091
5264,2.125411361,0.5793238815,-1.474880091
5265,2.122592735,0.5818474609,-1.464733308
5266,2.097959929,0.5958083597,-1.451497221
5267,2.116660887,0.5765696399,-1.41986925
5268,2.116660887,0.5765696399,-1.41986925
5269,2.116660887,0.5765696399,-1.41986925
5270,2.116660887,0.5765696399,-1.41986925
5271,2.101841309,0.5813010893,-1.408946739
5272,2.101841309,0.5813010893,-1.408946739
5273,2.101841309,0.5813010893,-1.408946739
5274,2.122083418,0.5996697818,-1.432046199
5275,2.122083418,0.5996697818,-1.432046199
5276,2.110303799,0.5967752311,-1.425394192
5277,2.110303799,0.5967752311,-1.425394192
5278,2.093843642,0.5874442761,-1.414535654
5279,2.093843642,0.5874442761,-1.414535654
5280,2.071809815,0.5579671659,-1.41651827
5281,2.071809815,0.5579671659,-1.41651827
5282,2.066859753,0.5715701311,-1.419065519
5283,2.066859753,0.5715701311,-1.419065519
5284,2.081522523,0.5741565903,-1.44480022
5285,2.09831968,0.5419946421,-1.460119561
5286,2.057455668,0.5409362997,-1.464181855
5287,2.062907949,0.5417717164,-1.462056924
5288,2.071032128,0.5209948291,-1.457013814
5289,2.07114998,0.5221207712,-1.440630531
5290,2.07114998,0.5221207712,-1.440630531
5291,2.074410038,0.5308721912,-1.440042346
5292,2.074410038,0.5308721912,-1.440042346
5293,2.063469455,0.557511227,-1.447869067
5294,2.087423998,0.5592715061,-1.4648356
5295,2.087423998,0.5592715061,-1.4648356
5296,2.091711467,0.546550243,-1.46765965
5297,2.060114054,0.5495811817,-1.467310208
5298,2.067832975,0.561071115,-1.468651601
5299,2.061617544,0.5525468635,-1.460325841
5300,2.061617544,0.5525468635,-1.460325841
5301,2.055043671,0.5565401268,-1.476763678
5302,2.055043671,0.5565401268,-1.476763678
5303,2.055043671,0.5565401268,-1.476763678
5304,2.065429096,0.5577491657,-1.488689533
5305,2.070112313,0.5425860175,-1.481837673
5306,2.094110216,0.5479312786,-1.471575343
5307,2.072183969,0.5737073585,-1.463313763
5308,2.077393511,0.5948398858,-1.4821553
5309,2.083990385,0.6115789934,-1.473886956
5310,2.100380264,0.5892596625,-1.457032582
5311,2.088492986,0.6002817595,-1.444436821
5312,2.031481186,0.5891137348,-1.433375937
5313,2.031481186,0.5891137348,-1.433375937
5314,2.040550741,0.5960516023,-1.438210248
5315,2.040550741,0.5960516023,-1.438210248
5316,2.022481136,0.6119291571,-1.435253184
5317,2.012162041,0.5835365431,-1.465531576
5318,2.012162041,0.5835365431,-1.465531576
5319,2.041816634,0.5562268976,-1.460516328
5320,2.038786869,0.5786934412,-1.469081982
5321,2.063777435,0.5616360565,-1.479764351
5322,2.070288509,0.592654687,-1.487500114
5323,2.075066804,0.5827345806,-1.473162168
5324,2.065400759,0.6081769053,-1.497326797
5325,2.049070258,0.5754895761,-1.490265622
5326,2.090417942,0.5516852682,-1.506395907
5327,2.084660961,0.5641639108,-1.486482847
5328,2.081253522,0.5557084513,-1.494457053
5329,2.097682773,0.5494596693,-1.494961056
5330,2.097682773,0.5494596693,-1.494961056
5331,2.113484064,0.5460806413,-1.493277419
5332,2.092485401,0.5623755112,-1.501989489
5333,2.092485401,0.5623755112,-1.501989489
5334,2.092485401,0.5623755112,-1.501989489
5335,2.092485401,0.5623755112,-1.501989489
5336,2.076243072,0.5860515828,-1.506293295
5337,2.082111445,0.5808001028,-1.504833958
5338,2.058401936,0.5587694841,-1.51589037
5339,2.073833029,0.5752539409,-1.492007574
5340,2.086383515,0.5743682628,-1.488448587
5341,2.075854271,0.5623967397,-1.494438958
5342,2.075854271,0.5623967397,-1.494438958
5343,2.075854271,0.5623967397,-1.494438958
5344,2.07290409,0.5583550892,-1.489158735
5345,2.065115361,0.5505242456,-1.488796954
5346,2.065115361,0.5505242456,-1.488796954
5347,2.073480462,0.563912263,-1.498802213
5348,2.078200774,0.5670687582,-1.490660433
5349,2.078200774,0.5670687582,-1.490660433
5350,2.089939697,0.567432988,-1.467009072
5351,2.088908888,0.5574359287,-1.43582809
5352,2.095985925,0.5337935073,-1.471540741
5353,2.077156642,0.5439914819,-1.487940292
5354,2.061226767,0.5630889031,-1.481618095
5355,2.067506358,0.5686625384,-1.478341305
5356,2.049683909,0.5520647744,-1.469584593
5357,2.058872604,0.5679947284,-1.440524654
5358,2.055211713,0.5873653548,-1.478837134
5359,2.052526816,0.5779129988,-1.472314406
5360,2.066106522,0.583256809,-1.465476894
5361,2.066106522,0.583256809,-1.465476894
5362,2.075124457,0.5927089575,-1.461720618
5363,2.075124457,0.5927089575,-1.461720618
5364,2.062451564,0.6031090639,-1.476595203
5365,2.05552542,0.5911107264,-1.434201307
5366,2.05552542,0.5911107264,-1.434201307
5367,2.046489618,0.6068243081,-1.445669571
5368,2.046489618,0.6068243081,-1.445669571
5369,2.074257829,0.61988346,-1.448816763
5370,2.074257829,0.61988346,-1.448816763
5371,2.053896897,0.6119274382,-1.454556051
5372,2.053896897,0.6119274382,-1.454556051
5373,2.053896897,0.6119274382,-1.454556051
5374,2.051741492,0.6046505968,-1.452249252
5375,2.034981937,0.6035222007,-1.460851728
5376,2.042514737,0.5788830847,-1.443544382
5377,2.040624854,0.5896048681,-1.476439918
5378,2.048259761,0.5940349224,-1.455726741
5379,2.069326788,0.5710887078,-1.485787416
5380,2.080266792,0.5749010058,-1.478455738
5381,2.048321927,0.5586377624,-1.477470847
5382,2.055041905,0.5794129921,-1.447510509
5383,2.065726458,0.6016447262,-1.452553848
5384,2.069509787,0.6016141001,-1.460942603
5385,2.095576349,0.5998539428,-1.461019855
5386,2.095576349,0.5998539428,-1.461019855
5387,2.095576349,0.5998539428,-1.461019855
5388,2.077873541,0.601123368,-1.474717864
5389,2.071173287,0.6042481881,-1.48768072
5390,2.046518493,0.5969413153,-1.491565508
5391,2.046518493,0.5969413153,-1.491565508
5392,2.042587044,0.584019133,-1.471528196
5393,2.051976257,0.5983517461,-1.481326104
5394,2.031293576,0.5951345793,-1.501775533
5395,2.031293576,0.5951345793,-1.501775533
5396,2.031293576,0.5951345793,-1.501775533
5397,2.041312163,0.5930963502,-1.47135531
5398,2.038336132,0.6006824437,-1.442455637
5399,2.029287295,0.6236259479,-1.422213655
5400,2.00463029,0.6365145734,-1.4217941
5401,2.002861737,0.6413357286,-1.449701879
5402,2.013202067,0.658729951,-1.467627148
5403,1.996937652,0.633617411,-1.45114335
5404,1.996937652,0.633617411,-1.45114335
5405,2.016089449,0.5963874654,-1.434423926
5406,2.015494599,0.6006719389,-1.434302364
5407,2.025338503,0.6073331245,-1.426178937
5408,2.025338503,0.6073331245,-1.426178937
5409,2.025338503,0.6073331245,-1.426178937
5410,2.049208414,0.5850557541,-1.418582408
5411,2.054095908,0.570256966,-1.43498664
5412,2.05118765,0.5844631729,-1.441243035
5413,2.06720541,0.5751778645,-1.469066986
5414,2.065324031,0.567415115,-1.465882869
5415,2.081236412,0.569793905,-1.448488211
5416,2.081236412,0.569793905,-1.448488211
5417,2.090649194,0.5511445223,-1.457620087
5418,2.088592525,0.5753745186,-1.465998891
5419,2.078929328,0.5779743135,-1.487431389
5420,2.078929328,0.5779743135,-1.487431389
5421,2.078929328,0.5779743135,-1.487431389
5422,2.078929328,0.5779743135,-1.487431389
5423,2.075417624,0.5677726051,-1.471382632
5424,2.075417624,0.5677726051,-1.471382632
5425,2.077463133,0.5589051643,-1.495151471
5426,2.077463133,0.5589051643,-1.495151471
5427,2.077463133,0.5589051643,-1.495151471
5428,2.077932679,0.5566418751,-1.479068032
5429,2.077932679,0.5566418751,-1.479068032
5430,2.075957294,0.5684016194,-1.490224983
5431,2.075957294,0.5684016194,-1.490224983
5432,2.075957294,0.5684016194,-1.490224983
5433,2.103943076,0.5656844683,-1.496401507
5434,2.091318064,0.5677125954,-1.507999386
5435,2.083884095,0.5881852148,-1.470579991
5436,2.104305443,0.5742092299,-1.424187292
5437,2.126180587,0.5669082667,-1.434231312
5438,2.119502063,0.5474069839,-1.454715082
5439,2.096582108,0.5434432538,-1.486647032
5440,2.096582108,0.5434432538,-1.486647032
5441,2.096582108,0.5434432538,-1.486647032
5442,2.096582108,0.5434432538,-1.486647032
5443,2.096582108,0.5434432538,-1.486647032
5444,2.089869773,0.5583843228,-1.506626648
5445,2.0653527,0.5882592488,-1.512765718
5446,2.052021691,0.5853246605,-1.509841386
5447,2.052021691,0.5853246605,-1.509841386
5448,2.052021691,0.5853246605,-1.509841386
5449,2.052021691,0.5853246605,-1.509841386
5450,2.04549605,0.5700209018,-1.556044366
5451,2.040079671,0.5586508731,-1.511700872
5452,2.030703433,0.5447838653,-1.503885767
5453,2.035360228,0.5648725409,-1.508374223
5454,2.035360228,0.5648725409,-1.508374223
5455,2.035360228,0.5648725409,-1.508374223
5456,2.035360228,0.5648725409,-1.508374223
5457,2.035360228,0.5648725409,-1.508374223
5458,2.035360228,0.5648725409,-1.508374223
5459,2.025217809,0.5811688055,-1.496638403
5460,2.020250728,0.5828874677,-1.47564444
5461,2.020250728,0.5828874677,-1.47564444
5462,2.020250728,0.5828874677,-1.47564444
5463,1.998291388,0.5674865481,-1.479996571
5464,1.998796332,0.5834290922,-1.496092355
5465,1.998796332,0.5834290922,-1.496092355
5466,1.997749226,0.5743031993,-1.485598901
5467,2.018380427,0.581966418,-1.476195037
5468,2.018380427,0.581966418,-1.476195037
5469,2.032318924,0.5823816381,-1.472076383
5470,2.032318924,0.5823816381,-1.472076383
5471,2.07670734,0.5755297206,-1.459162714
5472,2.086770241,0.5859020287,-1.482102738
5473,2.077976645,0.5813862173,-1.47768974
5474,2.09585726,0.5938636706,-1.498264039
5475,2.095170885,0.6198439672,-1.490710708
5476,2.090320417,0.5861608048,-1.487337462
5477,2.105148893,0.5994813722,-1.490448944
5478,2.120782097,0.5992150441,-1.488504063
5479,2.120782097,0.5992150441,-1.488504063
5480,2.110785467,0.5965968525,-1.462689479
5481,2.130387024,0.5841637921,-1.443532217
5482,2.132103571,0.6001346577,-1.463676155
5483,2.133612878,0.5891379481,-1.482156817
5484,2.134185247,0.5624893357,-1.506524545
5485,2.134185247,0.5624893357,-1.506524545
5486,2.134185247,0.5624893357,-1.506524545
5487,2.142411621,0.5694810441,-1.51224418
5488,2.16472853,0.5331043657,-1.529600523
5489,2.157495956,0.5511555385,-1.519441011
5490,2.16466746,0.5194543344,-1.476967799
5491,2.16466746,0.5194543344,-1.476967799
5492,2.16466746,0.5194543344,-1.476967799
5493,2.169969556,0.5541894513,-1.484267496
5494,2.169969556,0.5541894513,-1.484267496
5495,2.169969556,0.5541894513,-1.484267496
5496,2.169969556,0.5541894513,-1.484267496
5497,2.169969556,0.5541894513,-1.484267496
5498,2.169969556,0.5541894513,-1.484267496
5499,2.147664294,0.5435057707,-1.468886339
5500,2.139746936,0.5497559086,-1.45889134
5501,2.146280047,0.5556058303,-1.464711028
5502,2.112389155,0.5251990551,-1.448100471
5503,2.112389155,0.5251990551,-1.448100471
5504,2.102275389,0.524954755,-1.458122253
5505,2.102275389,0.524954755,-1.458122253
5506,2.102275389,0.524954755,-1.458122253
5507,2.082947007,0.5403811659,-1.470857466
5508,2.064004079,0.5354682082,-1.470278075
5509,2.064004079,0.5354682082,-1.470278075
5510,2.064004079,0.5354682082,-1.470278075
5511,2.067388296,0.5588515998,-1.450618693
5512,2.05870868,0.5753108359,-1.454054547
5513,2.075765139,0.5861595442,-1.465959043
5514,2.097126052,0.599619562,-1.438876641
5515,2.058512384,0.5842633507,-1.442560641
5516,2.049055927,0.5737906895,-1.447729179
5517,2.074118824,0.5330680556,-1.484323804
5518,2.074118824,0.5330680556,-1.484323804
5519,2.070363069,0.5405896865,-1.456143495
5520,2.052117472,0.5659137696,-1.451970186
5521,2.06018237,0.5642417967,-1.452770299
5522,2.06018237,0.5642417967,-1.452770299
5523,2.06018237,0.5642417967,-1.452770299
5524,2.073146261,0.5547104491,-1.439686427
5525,2.073146261,0.5547104491,-1.439686427
5526,2.09232142,0.5215385715,-1.435608589
5527,2.09232142,0.5215385715,-1.435608589
5528,2.084034871,0.5397327369,-1.446174257
5529,2.089233831,0.5745385432,-1.458275384
5530,2.079468514,0.576584007,-1.450515954
5531,2.052657648,0.6031356203,-1.46196407
5532,2.052657648,0.6031356203,-1.46196407
5533,2.031458026,0.5798928403,-1.473434759
5534,2.029900124,0.5586054815,-1.452075418
5535,2.024181396,0.5892995345,-1.453117114
5536,2.008399307,0.6056594379,-1.46021834
5537,1.999867463,0.6044049009,-1.485106969
5538,1.999867463,0.6044049009,-1.485106969
5539,2.003123561,0.5833071555,-1.496593711
5540,2.025522377,0.5627939041,-1.504584412
5541,2.040463182,0.5636005209,-1.525384205
5542,2.043744402,0.559919782,-1.533336481
5543,2.029869724,0.5638199523,-1.516180499
5544,2.063439213,0.554526931,-1.540352076
5545,2.042096127,0.5383374765,-1.520732291
5546,2.042096127,0.5383374765,-1.520732291
5547,2.042096127,0.5383374765,-1.520732291
5548,2.042096127,0.5383374765,-1.520732291
5549,2.042096127,0.5383374765,-1.520732291
5550,2.042096127,0.5383374765,-1.520732291
5551,2.03602593,0.556499567,-1.510363206
5552,2.014833196,0.5731246155,-1.491566487
5553,2.024448164,0.579211199,-1.486638314
5554,2.024448164,0.579211199,-1.486638314
5555,2.015217614,0.5594590138,-1.48948579
5556,2.015217614,0.5594590138,-1.48948579
5557,2.013035564,0.5576018793,-1.502865722
5558,2.023540748,0.5510164082,-1.468944558
5559,2.000604177,0.5592285511,-1.460736877
5560,2.013820756,0.5598593708,-1.453019722
5561,2.024987704,0.5702979138,-1.461590461
5562,2.016075412,0.5869825816,-1.4505965
5563,2.016075412,0.5869825816,-1.4505965
5564,2.029274824,0.6054448049,-1.438957479
5565,2.030408654,0.5962138089,-1.437584092
5566,2.047364962,0.5827197323,-1.438377224
5567,2.052206843,0.5805652069,-1.481693333
5568,2.0721333,0.549091296,-1.490639305
5569,2.099794862,0.5418171829,-1.510608465
5570,2.071655432,0.5233609132,-1.480958731
5571,2.066913344,0.5198710482,-1.482006816
5572,2.073735864,0.4969930563,-1.469514995
5573,2.08635292,0.4971657919,-1.495073665
5574,2.099690137,0.4918823119,-1.506671351
5575,2.113705453,0.4814873178,-1.498904381
5576,2.108518153,0.4835472787,-1.503159283
5577,2.108518153,0.4835472787,-1.503159283
5578,2.101898537,0.4877791941,-1.505487585
5579,2.096012411,0.4953663691,-1.499258047
5580,2.069170954,0.5053046302,-1.539717961
5581,2.070688424,0.5027088138,-1.528014502
5582,2.070688424,0.5027088138,-1.528014502
5583,2.057882551,0.4925076991,-1.521786556
5584,2.057882551,0.4925076991,-1.521786556
5585,2.069434301,0.5131033789,-1.512114699
5586,2.053375385,0.5116304562,-1.519671078
5587,2.047952041,0.5192750993,-1.516782876
5588,2.036573224,0.5310799964,-1.481631442
5589,2.046592073,0.5213487498,-1.488675935
5590,2.046592073,0.5213487498,-1.488675935
5591,2.05447875,0.5306962742,-1.486164294
5592,2.05676458,0.549165471,-1.450085733
5593,2.05676458,0.549165471,-1.450085733
5594,2.05676458,0.549165471,-1.450085733
5595,2.05676458,0.549165471,-1.450085733
5596,2.035268497,0.5443612494,-1.465303363
5597,2.035268497,0.5443612494,-1.465303363
5598,2.031227987,0.5470763826,-1.456811191
5599,2.031227987,0.5470763826,-1.456811191
5600,2.031227987,0.5470763826,-1.456811191
5601,2.040477943,0.5328978625,-1.470410575
5602,2.040477943,0.5328978625,-1.470410575
5603,2.059360605,0.5380601176,-1.479414914
5604,2.059360605,0.5380601176,-1.479414914
5605,2.059360605,0.5380601176,-1.479414914
5606,2.06704523,0.5257467328,-1.467909748
5607,2.09061695,0.5290100613,-1.450831968
5608,2.09061695,0.5290100613,-1.450831968
5609,2.09061695,0.5290100613,-1.450831968
5610,2.09061695,0.5290100613,-1.450831968
