"iteration","B0","Bx1","Bx2"
6266,2.100947119,0.5662488901,-1.485952254
6267,2.099494936,0.5676010521,-1.48117804
6268,2.099494936,0.5676010521,-1.48117804
6269,2.099494936,0.5676010521,-1.48117804
6270,2.099494936,0.5676010521,-1.48117804
6271,2.117523131,0.5463548968,-1.514170838
6272,2.126045284,0.551372092,-1.514783356
6273,2.126045284,0.551372092,-1.514783356
6274,2.121611173,0.5539137395,-1.523226751
6275,2.110653046,0.5570277709,-1.514157722
6276,2.104722803,0.5354989557,-1.523248379
6277,2.104722803,0.5354989557,-1.523248379
6278,2.118294213,0.5495154351,-1.514411255
6279,2.131660846,0.5571333236,-1.519327397
6280,2.131660846,0.5571333236,-1.519327397
6281,2.131660846,0.5571333236,-1.519327397
6282,2.138927052,0.5375470083,-1.511127838
6283,2.154048642,0.5495438407,-1.506087093
6284,2.1563318,0.5377781927,-1.490550822
6285,2.161741333,0.5502157212,-1.514841983
6286,2.172602035,0.5402043988,-1.490731493
6287,2.172602035,0.5402043988,-1.490731493
6288,2.152391119,0.5309945044,-1.481739864
6289,2.135338287,0.5240114142,-1.486145484
6290,2.135338287,0.5240114142,-1.486145484
6291,2.12610125,0.5115074804,-1.484950134
6292,2.107985021,0.5396483671,-1.490972584
6293,2.075208757,0.5391177066,-1.497017105
6294,2.077888591,0.5445575371,-1.498379642
6295,2.048460648,0.5626029392,-1.499312896
6296,2.066144318,0.5796873857,-1.516684279
6297,2.066144318,0.5796873857,-1.516684279
6298,2.057247768,0.5622214701,-1.517461187
6299,2.035702818,0.5539210976,-1.517848782
6300,2.057800421,0.5233694461,-1.502648283
6301,2.057800421,0.5233694461,-1.502648283
6302,2.057800421,0.5233694461,-1.502648283
6303,2.057800421,0.5233694461,-1.502648283
6304,2.057800421,0.5233694461,-1.502648283
6305,2.05660847,0.5234720772,-1.506219432
6306,2.046837667,0.5330135702,-1.469132411
6307,2.051435636,0.5531049673,-1.470295196
6308,2.045060291,0.5456571498,-1.473512631
6309,2.045060291,0.5456571498,-1.473512631
6310,2.045060291,0.5456571498,-1.473512631
6311,2.023561371,0.5628519281,-1.443467186
6312,2.024465388,0.5616324483,-1.434746762
6313,2.024465388,0.5616324483,-1.434746762
6314,2.033412685,0.5709943225,-1.44555166
6315,2.045286165,0.5634620187,-1.455486883
6316,2.051304106,0.5870754549,-1.455323462
6317,2.051304106,0.5870754549,-1.455323462
6318,2.045465195,0.593151765,-1.472193864
6319,2.045465195,0.593151765,-1.472193864
6320,2.027601147,0.5790010257,-1.477142753
6321,2.030907913,0.5842732843,-1.487289512
6322,2.030907913,0.5842732843,-1.487289512
6323,2.067279325,0.6011979625,-1.475718308
6324,2.067279325,0.6011979625,-1.475718308
6325,2.067279325,0.6011979625,-1.475718308
6326,2.067279325,0.6011979625,-1.475718308
6327,2.094007517,0.574023548,-1.481570529
6328,2.094007517,0.574023548,-1.481570529
6329,2.094007517,0.574023548,-1.481570529
6330,2.070601832,0.6049295057,-1.477474409
6331,2.100536923,0.5721084874,-1.489690198
6332,2.103413699,0.5655041023,-1.478709942
6333,2.103413699,0.5655041023,-1.478709942
6334,2.085196295,0.5543136543,-1.449725639
6335,2.100937033,0.5759964524,-1.445717823
6336,2.069469982,0.5564305492,-1.453097989
6337,2.069469982,0.5564305492,-1.453097989
6338,2.064170293,0.550677127,-1.46822076
6339,2.074541883,0.5494691155,-1.483158895
6340,2.082940859,0.5427475439,-1.472020042
6341,2.082940859,0.5427475439,-1.472020042
6342,2.089750489,0.5416427679,-1.469358352
6343,2.090365904,0.5380565027,-1.469139275
6344,2.102901222,0.533769289,-1.478402461
6345,2.094288897,0.5425866859,-1.472318606
6346,2.094288897,0.5425866859,-1.472318606
6347,2.091835149,0.5492983754,-1.441756792
6348,2.091835149,0.5492983754,-1.441756792
6349,2.102991067,0.5488184865,-1.469954456
6350,2.102991067,0.5488184865,-1.469954456
6351,2.102991067,0.5488184865,-1.469954456
6352,2.094741329,0.5390142828,-1.463128845
6353,2.092148238,0.5562744507,-1.437878248
6354,2.108992717,0.5789982559,-1.435875934
6355,2.100067795,0.5779833292,-1.458837658
6356,2.105613973,0.5484015653,-1.440018565
6357,2.109704067,0.5299694375,-1.441027047
6358,2.107341643,0.554995318,-1.434455952
6359,2.107341643,0.554995318,-1.434455952
6360,2.08476862,0.5492218256,-1.446814651
6361,2.08476862,0.5492218256,-1.446814651
6362,2.072847198,0.5466689359,-1.443938652
6363,2.072847198,0.5466689359,-1.443938652
6364,2.062668375,0.5541161542,-1.460449739
6365,2.058291857,0.5546503895,-1.430650247
6366,2.03962995,0.5406690765,-1.467577648
6367,2.03962995,0.5406690765,-1.467577648
6368,2.03962995,0.5406690765,-1.467577648
6369,2.057498885,0.5393865945,-1.470520894
6370,2.073817103,0.5891067328,-1.480440471
6371,2.064052542,0.6087195855,-1.453449492
6372,2.053590101,0.6029218569,-1.449890119
6373,2.053590101,0.6029218569,-1.449890119
6374,2.04099032,0.595320392,-1.479552548
6375,2.04099032,0.595320392,-1.479552548
6376,2.045398543,0.5940535271,-1.504023876
6377,2.044039256,0.5719198037,-1.499555775
6378,2.034251761,0.5781021128,-1.486921072
6379,2.023223625,0.5907952191,-1.486379258
6380,2.023223625,0.5907952191,-1.486379258
6381,2.046027612,0.547248834,-1.490414888
6382,2.026608214,0.5654786818,-1.499422418
6383,2.030591664,0.5723763668,-1.475393058
6384,2.028455866,0.580065765,-1.47955064
6385,2.023702495,0.5670306279,-1.484086789
6386,2.017372429,0.5385861835,-1.47135393
6387,2.017372429,0.5385861835,-1.47135393
6388,2.013996,0.5246197306,-1.519984024
6389,2.007307958,0.5454253159,-1.521915282
6390,2.048133339,0.5549863986,-1.546451696
6391,2.078272185,0.5751584311,-1.543855166
6392,2.059390263,0.5841270425,-1.533941877
6393,2.059390263,0.5841270425,-1.533941877
6394,2.071232693,0.5918297208,-1.519498367
6395,2.073259055,0.5731937914,-1.516193046
6396,2.073259055,0.5731937914,-1.516193046
6397,2.073259055,0.5731937914,-1.516193046
6398,2.064087943,0.5806872796,-1.522925666
6399,2.073987115,0.567170417,-1.515319197
6400,2.089730149,0.5834258546,-1.52035479
6401,2.089730149,0.5834258546,-1.52035479
6402,2.089730149,0.5834258546,-1.52035479
6403,2.096361983,0.5902830795,-1.515393948
6404,2.088812199,0.6074708637,-1.477872979
6405,2.094665704,0.6138899998,-1.487654216
6406,2.100695305,0.5815361834,-1.476145714
6407,2.105041689,0.5809435697,-1.48546157
6408,2.105041689,0.5809435697,-1.48546157
6409,2.105041689,0.5809435697,-1.48546157
6410,2.105041689,0.5809435697,-1.48546157
6411,2.105041689,0.5809435697,-1.48546157
6412,2.119084159,0.5849315153,-1.476100832
6413,2.132725431,0.6037176715,-1.454868686
6414,2.132725431,0.6037176715,-1.454868686
6415,2.123851753,0.5953809713,-1.432996126
6416,2.123851753,0.5953809713,-1.432996126
6417,2.123851753,0.5953809713,-1.432996126
6418,2.123851753,0.5953809713,-1.432996126
6419,2.123851753,0.5953809713,-1.432996126
6420,2.119007553,0.5904143215,-1.426267385
6421,2.101843236,0.5960472757,-1.418198969
6422,2.101843236,0.5960472757,-1.418198969
6423,2.09939123,0.5812851745,-1.427488961
6424,2.09939123,0.5812851745,-1.427488961
6425,2.102171992,0.5893260246,-1.433552153
6426,2.086722092,0.567240012,-1.446571735
6427,2.086722092,0.567240012,-1.446571735
6428,2.069998397,0.5682645056,-1.456168483
6429,2.075263852,0.581979186,-1.482032187
6430,2.046483681,0.589676936,-1.458215052
6431,2.05351437,0.604326958,-1.482419517
6432,2.05351437,0.604326958,-1.482419517
6433,2.061669678,0.5928502782,-1.486058379
6434,2.070361778,0.5757529961,-1.485949785
6435,2.061481229,0.5595589696,-1.49390099
6436,2.046393154,0.5860138204,-1.4892629
6437,2.054005906,0.5678090061,-1.490372572
6438,2.084229546,0.5516279335,-1.486656091
6439,2.090983804,0.5476123301,-1.477555708
6440,2.096997317,0.5480140387,-1.482201135
6441,2.112290411,0.5569915287,-1.478274042
6442,2.112290411,0.5569915287,-1.478274042
6443,2.097820059,0.5365399548,-1.484996406
6444,2.097820059,0.5365399548,-1.484996406
6445,2.071617065,0.5128979534,-1.484751976
6446,2.071974843,0.5110672446,-1.487407741
6447,2.070107172,0.5067792788,-1.504193478
6448,2.070107172,0.5067792788,-1.504193478
6449,2.084695921,0.5168989214,-1.497677436
6450,2.084695921,0.5168989214,-1.497677436
6451,2.084695921,0.5168989214,-1.497677436
6452,2.068650687,0.5106223027,-1.464726156
6453,2.069900456,0.4980216611,-1.477506852
6454,2.055322751,0.5010873945,-1.45613373
6455,2.055322751,0.5010873945,-1.45613373
6456,2.055322751,0.5010873945,-1.45613373
6457,2.031022657,0.5129987567,-1.447801899
6458,2.031022657,0.5129987567,-1.447801899
6459,2.044069218,0.5423569599,-1.471574055
6460,2.039714253,0.5479840834,-1.441911265
6461,2.045184969,0.548144958,-1.433055187
6462,2.046206612,0.5241851265,-1.453305333
6463,2.046206612,0.5241851265,-1.453305333
6464,2.030673035,0.5315719081,-1.462660785
6465,2.027095703,0.5426886635,-1.453504627
6466,2.027095703,0.5426886635,-1.453504627
6467,2.00843397,0.5421426026,-1.467361769
6468,2.002790222,0.5307279666,-1.474581471
6469,2.006668563,0.5653881353,-1.478570661
6470,2.01418091,0.5472021188,-1.482654079
6471,2.031334469,0.553434023,-1.458464187
6472,2.058703139,0.5690710735,-1.464341781
6473,2.076520447,0.5958315654,-1.466630422
6474,2.076520447,0.5958315654,-1.466630422
6475,2.076520447,0.5958315654,-1.466630422
6476,2.061596018,0.562788482,-1.46170247
6477,2.061596018,0.562788482,-1.46170247
6478,2.06634149,0.5820873067,-1.461694684
6479,2.056167733,0.5784776945,-1.457621842
6480,2.056167733,0.5784776945,-1.457621842
6481,2.073473871,0.5909415934,-1.465896826
6482,2.073473871,0.5909415934,-1.465896826
6483,2.073473871,0.5909415934,-1.465896826
6484,2.091153608,0.5933661624,-1.451739711
6485,2.081402403,0.5594671847,-1.445238275
6486,2.080807928,0.5582028829,-1.470554033
6487,2.0596342,0.5691294066,-1.440867405
6488,2.060452272,0.5598961546,-1.460654506
6489,2.059020701,0.5681251479,-1.449465555
6490,2.059020701,0.5681251479,-1.449465555
6491,2.059020701,0.5681251479,-1.449465555
6492,2.050170953,0.5705097746,-1.47831429
6493,2.037848442,0.5792321588,-1.472892293
6494,2.037848442,0.5792321588,-1.472892293
6495,2.014918042,0.6019285412,-1.486432138
6496,2.004834954,0.5945311587,-1.491387644
6497,2.004834954,0.5945311587,-1.491387644
6498,2.004834954,0.5945311587,-1.491387644
6499,2.004834954,0.5945311587,-1.491387644
6500,2.027216017,0.6174957267,-1.498662016
6501,2.027216017,0.6174957267,-1.498662016
6502,2.027216017,0.6174957267,-1.498662016
6503,2.009385845,0.5867395867,-1.500209051
6504,2.048207157,0.5833994591,-1.500455975
6505,2.031655862,0.5911565214,-1.497313575
6506,2.02675761,0.602659317,-1.484015502
6507,2.018034191,0.5856248309,-1.463821894
6508,2.027829712,0.5785377441,-1.455074705
6509,2.028084198,0.5810209525,-1.47487403
6510,2.040517563,0.5900055151,-1.496778741
6511,2.040517563,0.5900055151,-1.496778741
6512,2.040517563,0.5900055151,-1.496778741
6513,2.08198146,0.596409044,-1.48459057
6514,2.050114109,0.5802292739,-1.515833126
6515,2.054311201,0.6024870272,-1.517864735
6516,2.044608521,0.591488399,-1.507149541
6517,2.049090226,0.5893596191,-1.474877086
6518,2.078377588,0.5884056783,-1.493425725
6519,2.089444116,0.5824086118,-1.482504424
6520,2.065687676,0.5880146796,-1.52094437
6521,2.065687676,0.5880146796,-1.52094437
6522,2.083501984,0.5828223454,-1.479409874
6523,2.083501984,0.5828223454,-1.479409874
6524,2.083501984,0.5828223454,-1.479409874
6525,2.083501984,0.5828223454,-1.479409874
6526,2.083501984,0.5828223454,-1.479409874
6527,2.053968927,0.5747144954,-1.490730449
6528,2.053968927,0.5747144954,-1.490730449
6529,2.054323996,0.5473075513,-1.45879203
6530,2.053235683,0.5412420435,-1.432639801
6531,2.073255475,0.5473188349,-1.427659071
6532,2.087144516,0.5383990394,-1.427029537
6533,2.091425699,0.5286828578,-1.441027842
6534,2.123689571,0.5579901103,-1.454380521
6535,2.103538792,0.5681757992,-1.471721418
6536,2.103538792,0.5681757992,-1.471721418
6537,2.085466948,0.5882194893,-1.494518686
6538,2.0487333,0.591328596,-1.479793148
6539,2.065153628,0.5492855556,-1.473692679
6540,2.080357338,0.577904813,-1.490639194
6541,2.080357338,0.577904813,-1.490639194
6542,2.053283631,0.5699492964,-1.485702464
6543,2.083713263,0.6032938916,-1.482149199
6544,2.083713263,0.6032938916,-1.482149199
6545,2.082494645,0.587325963,-1.459328856
6546,2.097475812,0.5796918784,-1.477226382
6547,2.097475812,0.5796918784,-1.477226382
6548,2.077472347,0.5675630189,-1.467336828
6549,2.077472347,0.5675630189,-1.467336828
6550,2.067747744,0.56392762,-1.473704851
6551,2.038203527,0.5720682472,-1.493192069
6552,2.062816835,0.5632853804,-1.480214513
6553,2.062816835,0.5632853804,-1.480214513
6554,2.063139748,0.5631859454,-1.487836009
6555,2.073460257,0.5847717098,-1.475775799
6556,2.082370457,0.5799496773,-1.496962331
6557,2.082370457,0.5799496773,-1.496962331
6558,2.082370457,0.5799496773,-1.496962331
6559,2.082370457,0.5799496773,-1.496962331
6560,2.102714616,0.5630744214,-1.50016782
6561,2.073378912,0.5619407739,-1.50090068
6562,2.076936251,0.5525741677,-1.51346084
6563,2.106934338,0.5457915741,-1.508599844
6564,2.109144208,0.5620249514,-1.503873259
6565,2.107413416,0.5729758076,-1.499539658
6566,2.107413416,0.5729758076,-1.499539658
6567,2.135238166,0.5537069736,-1.501459947
6568,2.131233364,0.5280253008,-1.490809894
6569,2.132880502,0.5453945899,-1.50166604
6570,2.119301834,0.5651960425,-1.518483844
6571,2.119301834,0.5651960425,-1.518483844
6572,2.100442246,0.5642171584,-1.499775524
6573,2.08738858,0.5314492128,-1.510678626
6574,2.08738858,0.5314492128,-1.510678626
6575,2.106508653,0.5272425434,-1.516235199
6576,2.095488509,0.5278136401,-1.4774139
6577,2.095488509,0.5278136401,-1.4774139
6578,2.10304709,0.5499474497,-1.481411028
6579,2.096712211,0.550024775,-1.500263925
6580,2.096712211,0.550024775,-1.500263925
6581,2.096712211,0.550024775,-1.500263925
6582,2.083144132,0.5481681356,-1.513916061
6583,2.092055537,0.564553997,-1.481407126
6584,2.068334873,0.5782021897,-1.478984602
6585,2.068334873,0.5782021897,-1.478984602
6586,2.046653534,0.5864697222,-1.475837308
6587,2.046653534,0.5864697222,-1.475837308
6588,2.077513513,0.5885784424,-1.498137422
6589,2.069445172,0.5527770422,-1.494469595
6590,2.069445172,0.5527770422,-1.494469595
6591,2.071690327,0.5878983033,-1.497355917
6592,2.050856136,0.6049510504,-1.495403459
6593,2.032698923,0.5861794893,-1.509534725
6594,2.059250162,0.5897880794,-1.518365831
6595,2.065148065,0.5837057195,-1.522658973
6596,2.065148065,0.5837057195,-1.522658973
6597,2.051033792,0.608010798,-1.51690648
6598,2.051033792,0.608010798,-1.51690648
6599,2.029969522,0.6111943455,-1.499028675
6600,2.052695232,0.6084730406,-1.513510031
6601,2.063685865,0.5995893202,-1.495706696
6602,2.038220924,0.5752920719,-1.491186115
6603,2.061756145,0.5508309543,-1.477430116
6604,2.061756145,0.5508309543,-1.477430116
6605,2.082744283,0.5516261338,-1.497010259
6606,2.051149422,0.5367340146,-1.521605009
6607,2.078262686,0.5328087801,-1.520241559
6608,2.094922002,0.5015984275,-1.50452918
6609,2.081657391,0.522228563,-1.487249074
6610,2.07191141,0.5409930959,-1.487964816
6611,2.07191141,0.5409930959,-1.487964816
6612,2.073038353,0.5552016978,-1.496100876
6613,2.062122994,0.5646015109,-1.507862142
6614,2.062122994,0.5646015109,-1.507862142
6615,2.049610275,0.5833615053,-1.544979864
6616,2.04019371,0.5829167808,-1.535090188
6617,2.094809484,0.5833563306,-1.535240715
6618,2.097659964,0.5735932465,-1.523324252
6619,2.086714994,0.5878654022,-1.499537544
6620,2.120673844,0.5501012006,-1.494469017
6621,2.114647727,0.5702896802,-1.514635406
6622,2.112532953,0.5873524306,-1.515077638
6623,2.11640462,0.5701812434,-1.481000786
6624,2.108279194,0.5555449626,-1.485177994
6625,2.084016313,0.5818013419,-1.43574834
6626,2.093665009,0.5923277782,-1.447210824
6627,2.093665009,0.5923277782,-1.447210824
6628,2.093665009,0.5923277782,-1.447210824
6629,2.093665009,0.5923277782,-1.447210824
6630,2.093665009,0.5923277782,-1.447210824
6631,2.093665009,0.5923277782,-1.447210824
6632,2.093665009,0.5923277782,-1.447210824
6633,2.093665009,0.5923277782,-1.447210824
6634,2.093665009,0.5923277782,-1.447210824
6635,2.103772299,0.5877166501,-1.46632796
6636,2.092366917,0.5839425984,-1.498061654
6637,2.09958683,0.5845560212,-1.47419501
6638,2.076378989,0.5865889398,-1.485273596
6639,2.057914005,0.581966684,-1.499913652
6640,2.06357168,0.5470219025,-1.527571913
6641,2.058770046,0.6086489499,-1.529050345
6642,2.058770046,0.6086489499,-1.529050345
6643,2.058770046,0.6086489499,-1.529050345
6644,2.058770046,0.6086489499,-1.529050345
6645,2.055807214,0.6144058046,-1.530703634
6646,2.055807214,0.6144058046,-1.530703634
6647,2.055807214,0.6144058046,-1.530703634
6648,2.055807214,0.6144058046,-1.530703634
6649,2.055807214,0.6144058046,-1.530703634
6650,2.05197712,0.5953632288,-1.535713769
6651,2.05197712,0.5953632288,-1.535713769
6652,2.05197712,0.5953632288,-1.535713769
6653,2.055979338,0.624163123,-1.507484304
6654,2.055979338,0.624163123,-1.507484304
6655,2.03273797,0.6263594171,-1.481869764
6656,2.025127883,0.6175714286,-1.467845357
6657,2.025127883,0.6175714286,-1.467845357
6658,2.056205947,0.6221481383,-1.439026612
6659,2.056205947,0.6221481383,-1.439026612
6660,2.056205947,0.6221481383,-1.439026612
6661,2.056205947,0.6221481383,-1.439026612
6662,2.046956154,0.613937547,-1.441251189
6663,2.066732793,0.6029057555,-1.426184932
6664,2.062379161,0.6049025055,-1.443350827
6665,2.050003237,0.5760742097,-1.454143565
6666,2.050003237,0.5760742097,-1.454143565
6667,2.070340541,0.5864584973,-1.44349342
6668,2.048289324,0.5767287229,-1.479193006
6669,2.033226921,0.5812102744,-1.492044108
6670,2.061799378,0.5854680666,-1.478369927
6671,2.071472173,0.5833659244,-1.484840954
6672,2.088715893,0.559324818,-1.488163566
6673,2.088715893,0.559324818,-1.488163566
6674,2.088715893,0.559324818,-1.488163566
6675,2.088715893,0.559324818,-1.488163566
6676,2.07757699,0.5529218699,-1.475690091
6677,2.06762164,0.5780173009,-1.459133945
6678,2.06762164,0.5780173009,-1.459133945
6679,2.06762164,0.5780173009,-1.459133945
6680,2.06762164,0.5780173009,-1.459133945
6681,2.06762164,0.5780173009,-1.459133945
6682,2.034120327,0.5893347598,-1.446950977
6683,2.065763759,0.5788567694,-1.438437037
6684,2.065763759,0.5788567694,-1.438437037
6685,2.076783432,0.5614842387,-1.45889393
6686,2.071521986,0.5636162357,-1.450085902
6687,2.048390469,0.5782054031,-1.468804828
6688,2.066149218,0.5468778067,-1.487543953
6689,2.066149218,0.5468778067,-1.487543953
6690,2.071378487,0.5644188249,-1.468614058
6691,2.071378487,0.5644188249,-1.468614058
6692,2.08423055,0.5843627273,-1.450385944
6693,2.08423055,0.5843627273,-1.450385944
6694,2.062062494,0.5893250253,-1.431847099
6695,2.084788955,0.5535563303,-1.439324618
6696,2.109933371,0.5488635334,-1.460509822
6697,2.11334213,0.5488834625,-1.460483839
6698,2.080010273,0.5452361591,-1.458441418
6699,2.080325346,0.5685542242,-1.458632014
6700,2.093143153,0.5361199999,-1.490266832
6701,2.104972262,0.5621527166,-1.513070565
6702,2.10878319,0.5528261324,-1.488533759
6703,2.10878319,0.5528261324,-1.488533759
6704,2.093004242,0.5545606178,-1.457495367
6705,2.093004242,0.5545606178,-1.457495367
6706,2.093004242,0.5545606178,-1.457495367
6707,2.11033407,0.5660667439,-1.435947418
6708,2.116856735,0.5866036444,-1.418404887
6709,2.116856735,0.5866036444,-1.418404887
6710,2.093397304,0.5922601934,-1.458146037
6711,2.087016927,0.5845266506,-1.466436873
6712,2.106662563,0.5931835877,-1.474732325
6713,2.088196956,0.6006177646,-1.451939149
6714,2.088196956,0.6006177646,-1.451939149
6715,2.089090788,0.5907658571,-1.452545886
6716,2.089090788,0.5907658571,-1.452545886
6717,2.063112167,0.5798222369,-1.450942542
6718,2.063112167,0.5798222369,-1.450942542
6719,2.038381859,0.5744876399,-1.457883563
6720,2.037456528,0.5621445891,-1.462292085
6721,2.028603791,0.5693189123,-1.430313224
6722,2.04532544,0.5429438948,-1.426437607
6723,2.04532544,0.5429438948,-1.426437607
6724,2.019804858,0.5307100268,-1.47665256
6725,2.005631409,0.5446774281,-1.485550322
6726,2.009529473,0.5396028722,-1.510945716
6727,2.009529473,0.5396028722,-1.510945716
6728,2.009529473,0.5396028722,-1.510945716
6729,2.018259208,0.5354037408,-1.518223178
6730,2.008251187,0.5130871106,-1.504899285
6731,2.008251187,0.5130871106,-1.504899285
6732,2.008251187,0.5130871106,-1.504899285
6733,1.986957851,0.517841289,-1.504090522
6734,2.01527211,0.5429632917,-1.50533263
6735,2.003475855,0.5114364035,-1.526844581
6736,2.006127932,0.5214618176,-1.514765912
6737,2.028706303,0.5496594148,-1.538311634
6738,2.040361793,0.5302596376,-1.536712684
6739,2.01025281,0.5520156338,-1.508991801
6740,2.01025281,0.5520156338,-1.508991801
6741,2.008189243,0.572371771,-1.520175436
6742,2.008189243,0.572371771,-1.520175436
6743,2.008189243,0.572371771,-1.520175436
6744,2.008189243,0.572371771,-1.520175436
6745,2.021085726,0.5756382862,-1.50761852
6746,2.045225473,0.5655276529,-1.503332158
6747,2.045225473,0.5655276529,-1.503332158
6748,2.06802855,0.5562348176,-1.490937296
6749,2.06802855,0.5562348176,-1.490937296
6750,2.046089099,0.5703411305,-1.498203107
6751,2.046089099,0.5703411305,-1.498203107
6752,2.045574158,0.5352368359,-1.493709682
6753,2.045574158,0.5352368359,-1.493709682
6754,2.045574158,0.5352368359,-1.493709682
6755,2.01011458,0.5519361046,-1.496720762
6756,2.020900523,0.5605431197,-1.465145105
6757,2.042865757,0.5911079581,-1.457435702
6758,2.051564304,0.607036567,-1.505985565
6759,2.051564304,0.607036567,-1.505985565
6760,2.036041875,0.6243015951,-1.497727801
6761,2.036041875,0.6243015951,-1.497727801
6762,2.036041875,0.6243015951,-1.497727801
6763,2.052756626,0.6112422156,-1.523839137
6764,2.01884746,0.6043700183,-1.527937993
6765,2.01884746,0.6043700183,-1.527937993
6766,2.037142323,0.620450024,-1.524728005
6767,2.020430425,0.6125293221,-1.529571634
6768,2.039991406,0.6000221528,-1.520264525
6769,2.039991406,0.6000221528,-1.520264525
6770,2.037038291,0.6206468751,-1.504781964
6771,2.037038291,0.6206468751,-1.504781964
6772,1.990811251,0.6124284395,-1.47909686
6773,1.978352127,0.5923461167,-1.469197246
6774,1.978352127,0.5923461167,-1.469197246
6775,1.978352127,0.5923461167,-1.469197246
6776,1.97398788,0.601517107,-1.469027349
6777,1.998560761,0.6131571759,-1.441893417
6778,1.998560761,0.6131571759,-1.441893417
6779,1.998560761,0.6131571759,-1.441893417
6780,1.998560761,0.6131571759,-1.441893417
6781,1.998560761,0.6131571759,-1.441893417
6782,1.998560761,0.6131571759,-1.441893417
6783,2.011233485,0.6197567992,-1.479281573
6784,2.011233485,0.6197567992,-1.479281573
6785,2.011233485,0.6197567992,-1.479281573
6786,2.035798183,0.6236951686,-1.4719602
6787,2.038612334,0.6254062349,-1.481374017
6788,2.038612334,0.6254062349,-1.481374017
6789,2.038612334,0.6254062349,-1.481374017
6790,2.038612334,0.6254062349,-1.481374017
6791,2.049288672,0.6274889433,-1.489594743
6792,2.052112531,0.6410750305,-1.489437048
6793,2.040931558,0.6351234387,-1.470914711
6794,2.079453123,0.6031837244,-1.48800224
6795,2.075341239,0.5554342794,-1.486677153
6796,2.075341239,0.5554342794,-1.486677153
6797,2.082293793,0.5521865091,-1.477826974
6798,2.072939318,0.5616049577,-1.443184818
6799,2.072778177,0.5747982606,-1.472394824
6800,2.062568384,0.5999018737,-1.473342918
6801,2.031784684,0.5917308846,-1.502333197
6802,2.061002191,0.5891381874,-1.504121905
6803,2.066487154,0.5913836722,-1.533623937
6804,2.070106157,0.5508441695,-1.527246605
6805,2.070106157,0.5508441695,-1.527246605
6806,2.070106157,0.5508441695,-1.527246605
6807,2.106542164,0.5478545714,-1.505823517
6808,2.088638017,0.527204179,-1.521734836
6809,2.088638017,0.527204179,-1.521734836
6810,2.089049785,0.5067570007,-1.512000815
6811,2.089049785,0.5067570007,-1.512000815
6812,2.087832014,0.5175895138,-1.533476735
6813,2.087832014,0.5175895138,-1.533476735
6814,2.087832014,0.5175895138,-1.533476735
6815,2.087832014,0.5175895138,-1.533476735
6816,2.099917345,0.5272176124,-1.539998356
6817,2.099917345,0.5272176124,-1.539998356
6818,2.0839421,0.5441112486,-1.518381629
6819,2.098173158,0.5478826784,-1.502528242
6820,2.098173158,0.5478826784,-1.502528242
6821,2.084567271,0.5355491717,-1.519814454
6822,2.094868504,0.5333058162,-1.501869785
6823,2.094868504,0.5333058162,-1.501869785
6824,2.094868504,0.5333058162,-1.501869785
6825,2.101696223,0.5512070898,-1.514936454
6826,2.072671819,0.5604919088,-1.494610687
6827,2.072671819,0.5604919088,-1.494610687
6828,2.072671819,0.5604919088,-1.494610687
6829,2.072671819,0.5604919088,-1.494610687
6830,2.072671819,0.5604919088,-1.494610687
6831,2.072671819,0.5604919088,-1.494610687
6832,2.069612247,0.5734754781,-1.499992921
6833,2.064655495,0.552363334,-1.507865796
6834,2.05661623,0.54490229,-1.486667116
6835,2.032071417,0.5664173303,-1.475414972
6836,2.032071417,0.5664173303,-1.475414972
6837,2.036681435,0.5349877221,-1.495571806
6838,2.027720935,0.5348055106,-1.483773432
6839,2.027720935,0.5348055106,-1.483773432
6840,2.014930682,0.572885679,-1.474387338
6841,2.019683064,0.5647669701,-1.462794792
6842,2.044571387,0.5357531722,-1.476549153
6843,2.020538907,0.5541752448,-1.499485695
6844,2.044365252,0.5394280719,-1.503262624
6845,2.044978721,0.5439915569,-1.477241598
6846,2.054216028,0.5490014848,-1.459707827
6847,2.075273929,0.5330149705,-1.469005289
6848,2.075745044,0.5173163081,-1.458788851
6849,2.082078242,0.5365106283,-1.472636978
6850,2.082078242,0.5365106283,-1.472636978
6851,2.082078242,0.5365106283,-1.472636978
6852,2.087337706,0.5514003045,-1.469946076
6853,2.093733753,0.5497278728,-1.493647456
6854,2.084215823,0.5843253324,-1.505598206
6855,2.084215823,0.5843253324,-1.505598206
6856,2.108416289,0.5422917483,-1.5157818
6857,2.108416289,0.5422917483,-1.5157818
6858,2.106262988,0.5564721841,-1.539851268
6859,2.106262988,0.5564721841,-1.539851268
6860,2.120911691,0.5485955823,-1.55606238
6861,2.116581227,0.5401300296,-1.548038888
6862,2.116581227,0.5401300296,-1.548038888
6863,2.114961788,0.5497247302,-1.556596469
6864,2.107312821,0.5678431993,-1.535048227
6865,2.107312821,0.5678431993,-1.535048227
6866,2.107312821,0.5678431993,-1.535048227
6867,2.081813257,0.5292378369,-1.539678369
6868,2.067843671,0.5434060935,-1.551258965
6869,2.09140801,0.5287534189,-1.538121783
6870,2.075865227,0.5478126619,-1.547827864
6871,2.065494377,0.5419776203,-1.512248323
6872,2.065494377,0.5419776203,-1.512248323
6873,2.076346513,0.5456219004,-1.481916912
6874,2.076346513,0.5456219004,-1.481916912
6875,2.076346513,0.5456219004,-1.481916912
