"Respondent","RLH","Bx","By","EC"
1416,0.5164254573,0.6076748721,-1.137100415,1.768690404
1417,0.463221199,0.7769146805,-0.160800733,1.542358914
1418,0.5694010426,0.4774426845,-1.244192869,1.817937597
1419,0.8903026335,1.511998724,-0.6215563893,0.7372495644
1420,0.8393637669,-0.1260521945,0.1334371627,-4.376051343
1421,0.9095144796,0.6735414871,0.682136348,-2.082254072
1422,0.8590677998,-0.3207839742,-0.5053293037,-3.883641292
1423,0.8467949466,1.522332863,-0.2041695171,-0.4639390695
1424,0.7229075923,-0.7830686787,-0.3852834174,3.070438542
1425,0.848461665,1.535366136,0.05434692763,1.254529864
1426,0.7753173655,1.61612526,-0.6620792822,-0.03676268022
1427,0.5732999129,0.5236416578,-0.8834921656,2.549109127
1428,0.8261610845,0.9779474631,0.5842225116,2.915738682
1429,0.7044324735,-1.159540334,0.2331448647,-0.009743850509
1430,0.8777762954,0.3357320467,-1.314993107,2.169950245
1431,0.8804579929,1.443221011,-0.5009156008,1.397780624
1432,0.680950895,-0.9429943337,0.3461533801,2.368874159
1433,0.8619833914,0.2788083442,-1.263142933,-3.069277155
1434,0.7192109962,0.868216671,-1.113911872,2.379197355
1435,0.7766480164,0.1719024424,-1.691946324,-0.2108428151
1436,0.8829079268,1.525401834,-0.456752786,1.004838812
1437,0.5142676634,0.1235917784,-1.208986542,-0.3279431973
1438,0.8731246254,-0.4567914612,-0.06666447184,-3.607711418
1439,0.8121252297,1.149966368,-0.9267202717,1.889821542
1440,0.7405736644,1.03673649,1.015609122,0.6175863778
1441,0.2971985444,0.2484119096,-0.3764130636,-1.170005116
1442,0.7185091878,1.242983796,0.6947232596,-0.9641015177
1443,0.7178233508,-1.231101897,-0.1142222117,-0.4832023937
1444,0.475555107,0.7387009006,-0.688844184,-2.200964463
1445,0.6061696569,1.278149261,0.52507539,0.4120124401
1446,0.8873072842,-1.134509542,-0.400491228,0.2947011906
1447,0.8686738006,0.4389583006,-0.8401737713,-3.747417267
1448,0.7216624971,1.086528699,-0.8431123704,2.840718818
1449,0.7813285916,1.252067581,0.1633002672,-2.186368741
1450,0.6874236813,0.05796990728,1.150334061,0.762161233
1451,0.6709493972,0.7943677208,-1.088306767,-2.867464102
1452,0.8217225581,0.5842193636,-1.418190349,1.076836858
1453,0.8757921548,0.8418847471,0.9620976118,-0.4960246633
1454,0.5851179267,1.100188509,-0.01258541273,3.505002298
1455,0.93978105,0.9558431996,-1.167424102,0.1601823581
1456,0.787691308,1.309079113,0.6004138006,0.7153271242
1457,0.6794763891,-0.4130427051,-1.216582432,2.74902196
1458,0.9367803385,0.7380953123,-1.303171105,-0.7917621329
1459,0.916050179,-0.2092550825,-1.36803429,-0.8977584047
1460,0.8754633096,0.6724091675,-1.239143971,2.374694664
1461,0.6261801005,0.9050745809,-1.129255748,-0.7825160306
1462,0.8323353298,0.1715323273,-1.520128194,2.046393265
1463,0.4556986086,0.3400537837,-0.6052774095,2.75162022
1464,0.6935740839,0.6013424731,-1.405482792,-2.629243312
1465,0.6872877856,0.385246039,0.5783960838,-3.156121115
1466,0.6247661698,0.2333624334,0.824323596,3.062575177
1467,0.7452414043,1.502223443,-0.5673475892,1.330619437
1468,0.3234142016,0.655999288,0.253621477,0.8881483466
1469,0.8045592442,0.1859332331,-1.482807581,-0.6306162864
1470,0.6927135771,-0.6016516715,-1.065165923,2.30392721
1471,0.7716620195,0.497706448,-1.221822292,2.919232095
1472,0.3256244481,0.2665153091,-0.9472739311,-1.164457682
1473,0.9359945279,0.9372365587,-1.084233153,0.9589221818
1474,0.7643518018,1.652365907,-0.02189722654,-0.1911238712
1475,0.7189669632,1.403042924,-0.4146489836,-1.598387395
1476,0.7821517096,0.8366834745,0.7491577199,-2.527906081
1477,0.4153755983,-0.8707657394,0.1993687353,0.1919481153
1478,0.4497874234,1.037810436,-0.2340925545,0.2711535999
1479,0.5880261643,1.542726555,-0.6124891056,-1.221780376
1480,0.8572540803,-0.7374839221,0.7233560805,-1.045975527
1481,0.6771440759,0.6345319509,-0.8315924309,3.630279243
1482,0.349172304,0.7779945538,-0.3361318886,-0.5760921651
1483,0.8849659404,1.201313703,-1.041723313,-2.006603841
1484,0.8847369747,-0.5724820734,-0.2571024812,-3.59551981
1485,0.9236679791,0.3344366351,-1.316877719,1.422939578
1486,0.7157283122,1.382126015,0.1408744526,1.836735163
1487,0.8412995792,0.1026023053,-0.2453373055,-4.81714672
1488,0.3616046213,-0.4171991842,-0.3506501118,1.768970386
1489,0.6336368061,-0.8573315764,0.6418130846,1.190713562
1490,0.8438222426,1.253010017,0.2885467267,3.066057612
1491,0.7627313456,0.8994435686,0.7175196242,2.563675659
1492,0.7437373135,0.006076888585,-1.041134388,-2.990359824
1493,0.7995342391,1.128981271,0.01280108553,3.336060271
1494,0.8217330702,-0.3066756333,1.143459851,-0.6956059794
1495,0.4945087641,-0.6660873858,0.6529595988,-0.5850398153
1496,0.7179166658,0.8230104165,-0.5041681742,-3.395292471
1497,0.7777720859,1.595580875,-0.015238079,1.050484267
1498,0.8691589009,0.9655053543,-1.262256982,-2.494699533
1499,0.353315934,0.6251057003,-0.5476142276,0.1520265835
1500,0.8656873265,-1.078702896,0.5135955603,-0.2512221417
1501,0.3450166587,0.6875178052,0.1242714722,1.680846031
1502,0.8131956561,-0.7052010134,-1.152483728,1.327890797
1503,0.6091185043,0.6239384302,-0.551211418,3.504489386
1504,0.5594802122,-0.3546522096,1.026679082,1.411838485
1505,0.8897312066,1.625287168,-0.3079198531,-0.2717615115
1506,0.9079163253,1.487055025,-0.7429828035,0.3519849157
1507,0.6649296971,0.07605529541,-0.8754403458,3.624330694
1508,0.8122270665,1.108201579,0.2570047001,-3.001473736
1509,0.5772044528,1.243101391,-0.04319794324,2.692092301
1510,0.6798472774,-0.8953320753,0.6741275085,-0.6523877302
1511,0.9251160833,1.078351591,0.6770609327,0.1188943999
1512,0.7752850262,0.5559033752,-1.334041241,-2.500864363
1513,0.8034394321,0.8299503792,-1.019920444,2.363059577
1514,0.5933734024,0.9470523331,-0.04026721545,-3.026347152
1515,0.3011608626,0.2761283842,-0.397924094,1.548373276
1516,0.8521628307,0.2821070124,-1.500704295,1.061169552
1517,0.5972948567,1.027199958,-0.1264260819,3.284820982
1518,0.8207226898,0.4573201845,-1.609733687,0.1044089566
1519,0.665269215,1.594901619,-0.0790616941,0.6982284873
1520,0.4689642896,1.151785698,-0.8068648592,0.3965157154
1521,0.5737248674,0.9289486398,-0.3728038088,-3.484979832
1522,0.9096428254,-0.1453538996,-0.9981566423,-2.66609259
1523,0.7699193094,0.858374049,-1.495889821,0.4253199469
1524,0.6578322326,-0.7487469107,-1.025248222,-1.340604178
1525,0.8816654901,1.35492574,-0.969013458,0.5340278742
1526,0.4792879209,0.4158981615,0.7012773781,-2.015998876
1527,0.3661530106,0.3429243638,0.3627459763,-1.742246578
1528,0.7726414635,1.525686566,-0.5286578958,-0.8497434682
1529,0.8432860075,1.252270497,-0.2504103994,2.852869716
1530,0.8101534781,1.51562187,-0.413475777,1.683012819
1531,0.7124291027,-0.3192457132,-0.9984395825,-2.977272331
1532,0.4118112597,-0.5163605956,-0.5257338153,0.3806108381
1533,0.8227941343,1.077812723,-0.8001241632,-2.748780208
1534,0.8486349754,-0.02683414641,-0.2203368481,-4.781167101
1535,0.4160116013,-0.3562147879,-0.07649744288,-2.608299428
1536,0.8065214578,0.2005030524,-1.199837848,2.662688099
1537,0.8745030887,0.3076703037,-1.587234149,-1.061611041
1538,0.2494206102,0.2649726958,0.04418137666,0.5047618018
1539,0.934903766,0.8454279978,-1.364719294,-0.5367546006
1540,0.8642293464,1.27215417,-0.958023569,-1.083843078
1541,0.828415521,-0.4375311034,-1.351118107,0.442077955
1542,0.9353426996,1.137044227,-1.099636966,0.3383134914
1543,0.8807116316,1.532127103,-0.5647002264,-0.5580448742
1544,0.6598631742,1.274239787,0.4771144543,-1.656834809
1545,0.7275759176,1.50250087,0.4261812154,-0.03087738915
1546,0.4419837984,0.2145348891,-0.9073282271,-2.858814194
1547,0.7128086564,-1.056545956,-0.1316454698,-1.388776469
1548,0.8363656676,-0.9373862403,0.03370969877,2.203638339
1549,0.8601616842,-0.808308315,-0.5439618898,2.491654897
1550,0.602903314,0.4330657738,1.074633882,1.48432868
1551,0.3542291438,-0.5870558144,-0.3382007572,0.3952986519
1552,0.7001569123,0.9161350282,-1.398578193,-1.648726593
1553,0.8358643736,0.1349687942,0.01757329286,-4.392522392
1554,0.7812673936,0.8593550345,0.6245764766,2.909265233
1555,0.812291779,-0.3106784651,-1.084452937,-3.254382597
1556,0.4217363087,-0.1173390362,0.1347751047,3.17908369
1557,0.7596437334,-0.3854502562,-1.482491365,0.3690641881
1558,0.9366749825,1.455229353,-0.5810032814,-0.2307310566
1559,0.89228437,1.172728505,-0.947779905,1.182495474
1560,0.7807979148,1.353821532,-0.4974938695,1.335549005
1561,0.7127699018,0.5137611485,-1.029318171,-3.161930937
1562,0.3919395649,-0.1394224769,-0.6978629659,2.429130981
1563,0.5945032416,-0.1745656425,0.971573497,1.151269142
1564,0.5843636492,-0.8280234278,-0.7773966566,-0.4998148667
1565,0.8827386569,0.7883162914,-0.4007991087,-3.363586721
1566,0.7991928813,-0.2211507019,-1.350980335,1.638216425
1567,0.6396549252,-0.1812901691,-0.7089159355,3.537368993
1568,0.7790373274,-0.03651904677,-1.036758214,3.023227044
1569,0.2803961047,0.02096814197,0.286666014,-0.9270429743
1570,0.8872484426,1.390290896,0.3807755759,0.2998902269
1571,0.4130927772,0.5753267022,-0.4122667601,-2.219316109
1572,0.8753722654,-0.245088771,0.3649687688,-3.925254155
1573,0.449231207,-0.5452687276,-0.3682445308,-2.785451236
1574,0.4558569379,-0.4641565712,-0.6285750915,-2.242650612
1575,0.901179369,1.184110319,-0.3112585802,-2.72745806
1576,0.6865002176,-0.2886201033,-1.104482142,-1.769482846
1577,0.5430785933,0.5108262128,-0.3655577714,3.863151235
1578,0.8187665976,1.431326956,0.04714525358,0.5788075134
1579,0.6525291649,-0.9550455329,0.6422205329,0.5222834467
1580,0.8047683852,1.680713908,-0.1769935849,0.926818586
1581,0.7301885541,0.7678511783,-0.6959429303,-3.711838877
1582,0.7698738525,-0.8813534403,-1.020425391,1.313299961
1583,0.5581829377,-0.6509427826,-0.9078882474,0.6865964747
1584,0.5206676176,-0.3844605936,-0.1283569108,-3.002074112
1585,0.7618881548,0.8229320389,-0.9811847772,3.358615747
1586,0.6771681477,1.369959296,0.7335427809,0.4054260295
1587,0.3733247549,0.410441402,-0.5228368576,-1.772248426
1588,0.6433787498,0.9085306509,-0.8008494219,3.081337995
1589,0.5729495787,-0.4367722962,0.3450982168,3.117978975
1590,0.511757702,-0.5452453509,0.6829362541,1.030870563
1591,0.7877139169,-0.1193932385,-1.327093339,1.080017032
1592,0.5936796156,-0.2555717124,0.7251465244,2.898532135
1593,0.7472422414,1.406264559,-1.066213309,0.2354281878
1594,0.3824403473,-0.02554885957,0.016024365,2.772909189
1595,0.8868216508,1.071865603,-0.1082597314,-2.887697548
1596,0.6404103411,1.12782324,0.1428780755,-2.713525884
1597,0.9166442259,0.8506922524,0.5597138372,-2.111841723
1598,0.8328202212,0.2442307203,-1.282481178,-3.108767608
1599,0.8772545975,0.7492116182,1.021960628,1.680163866
1600,0.5676013087,0.81815153,0.6672735541,-1.464119607
1601,0.6959816784,1.37174238,-0.2856487856,2.227966548
1602,0.7076055107,1.295056359,-0.5431166462,-1.94056682
1603,0.8295085187,0.7285118163,0.9770957299,2.687910969
1604,0.7810683337,-0.8300120979,0.7796793,-0.5612935615
1605,0.8567105291,1.539475632,-0.7306786508,-0.2230722604
1606,0.8749849103,-0.5009451638,-1.457277747,-0.8878816993
1607,0.9304491503,-0.2469551414,-1.321487281,0.4933541886
1608,0.7426686657,0.7816207655,-0.3293335288,-4.088768115
1609,0.5834799071,0.4817777911,-0.999510124,-3.63308904
1610,0.8274104338,-0.05661569334,-0.2262119079,-4.580322989
1611,0.5877875192,0.6873883806,-1.306724084,-1.585045028
1612,0.8082157184,1.179418153,0.8758084491,-1.059769139
1613,0.4012688416,0.273775995,-0.06059247192,3.585898061
1614,0.8155918216,1.653832311,-0.4700887148,1.330906898
1615,0.8557756209,1.417148448,-0.217334258,-2.114223234
1616,0.8398432406,0.085971902,0.0623203348,-4.552206755
1617,0.9158326253,0.3466374571,-1.418858452,1.600437763
1618,0.819816187,1.19620524,0.1654416485,-3.052818115
1619,0.8050116047,-0.08569297847,-1.57202597,0.2235298337
1620,0.8104980084,-1.067126337,0.3010907592,-1.660470429
1621,0.8076185683,1.550580058,-0.1665008383,-0.9290484014
1622,0.7439408368,1.195377748,-0.8584006489,2.39237384
1623,0.7399841215,0.7331069974,-1.546116229,0.1608256169
1624,0.7625222567,1.476996088,-0.2738122893,1.730909784
1625,0.6959382035,1.434249974,0.002964649846,1.618359727
1626,0.8642123292,0.5375931714,-1.67152832,-0.760519568
1627,0.8139321434,1.345177353,0.3920305168,-1.047686045
1628,0.7127002371,0.1550603825,-1.440540641,-0.1631390827
1629,0.502690415,-0.8755829261,-0.534804138,0.9474315023
1630,0.5488617723,1.070863967,0.1088262551,2.490902477
1631,0.6158658397,1.123787783,0.1748178927,-2.909500242
1632,0.6817614935,1.470311121,0.05131386834,-2.024172545
1633,0.874948238,1.521053842,-0.3249435895,-0.867798069
1634,0.7554624338,1.291667474,-1.105365986,-0.3657150008
1635,0.8174355094,1.375370506,-1.003205454,-1.63569864
1636,0.5654533576,0.6350637764,0.4878435791,-2.833100068
1637,0.6946139604,-0.2423634167,1.101455049,0.01059568051
1638,0.8899867799,1.408147598,-0.7708260559,1.590954773
1639,0.938414442,0.2518047987,-1.36905783,0.9644906759
1640,0.7972014195,0.2481615423,1.255164668,0.06767020933
1641,0.8255300158,-0.02248434472,-1.217182318,-2.605959241
1642,0.6621299647,1.377485694,-0.5529676836,-0.7152112271
1643,0.821898715,0.3354898112,0.7195788411,3.657025014
1644,0.8537304602,0.6700051315,-1.48312486,0.4034919996
1645,0.6832429984,0.2863154918,-0.7637001769,-3.765409647
1646,0.5993383302,0.5182102066,0.7010763425,-2.820671902
1647,0.5891995705,1.11901059,-0.9040153336,-0.04047794726
1648,0.8403663208,1.324524202,0.7923972697,0.739039474
1649,0.7199512132,0.9492033759,0.1420260544,3.714533355
1650,0.9090034294,1.40636892,-0.7598955946,-0.7604958112
1651,0.8938371893,1.32942277,0.2420744154,1.302129439
1652,0.8539601536,1.487092184,-0.3484870983,1.288419351
1653,0.7148283412,-0.8412081301,-0.451272107,2.740179185
1654,0.8259310493,0.64584213,-1.652303366,-0.2670004505
1655,0.8184259684,0.1186023699,-0.1508240628,-4.586474279
1656,0.8642984535,1.346170836,0.400690292,1.459486583
1657,0.9196124123,1.217932202,0.3802272299,1.480856659
1658,0.6538172592,0.8487414889,-1.285939102,-1.672724728
1659,0.8521813904,0.3972746315,0.336041229,-3.857774299
1660,0.8697091492,1.498518432,-0.286638743,1.111095815
1661,0.8941311718,-0.1370307167,0.5666131112,-3.349060142
1662,0.8728796023,-0.4116855812,-0.514075563,-3.711442448
1663,0.4255880562,-0.415538445,-0.6352985112,-2.026682487
1664,0.7180162381,0.8448093638,-1.328585688,-2.114527917
1665,0.8461611241,1.159287163,-1.178281887,1.104974887
1666,0.6563744203,1.386204657,-0.2392926089,-1.324202128
1667,0.6596364326,0.1503581389,-1.414417768,1.746993731
1668,0.7855975298,0.571015315,-1.367019993,2.761341749
1669,0.5259391015,0.01227069815,-0.9976387726,2.377661636
1670,0.5937043378,-1.053757295,-0.5448091313,-0.02096886112
1671,0.5364440457,0.9566312064,-1.071537243,-0.66930841
1672,0.6017568263,-0.2207076735,-1.372738442,1.549902864
1673,0.8693540732,1.109073894,-1.30628998,0.7683613595
1674,0.6445015108,0.6009623231,1.107108038,-0.4567106331
1675,0.9140740883,0.9302987677,-1.298232035,-1.386122358
1676,0.7131021441,-0.56692812,-1.439616396,1.161338112
1677,0.7681211026,-0.9307843865,-0.7380538188,-1.891017584
1678,0.8718155499,1.478411451,0.4621736293,0.3363288709
1679,0.4976290261,0.3302949727,0.759057541,1.458800237
1680,0.8384313275,-0.06057153919,-0.2364530022,-4.337365023
1681,0.6088661235,-0.9581376149,0.5293974359,1.477872071
1682,0.5432017906,0.3283887291,1.012208045,0.9892749231
1683,0.8707198699,1.244626931,0.524877146,-1.402004309
1684,0.7886090867,-0.8315728328,-0.5528462881,-2.769608062
1685,0.5292428212,-0.6597477517,-0.6054347437,2.138525089
1686,0.6587863594,1.515927194,-0.5471823084,0.9713858888
1687,0.8979143458,0.8272511948,-1.159610563,1.689986999
1688,0.8477691526,-0.2597267355,-0.4140459216,-4.116562227
1689,0.6956265987,1.311454405,-0.6960195488,1.032015028
1690,0.6809751411,-0.459018516,-0.8885945274,-3.217763734
1691,0.7075928041,-0.9653862441,-0.1225017886,2.387492935
1692,0.6942135931,1.143341392,0.06294097298,-1.989468655
1693,0.3835474059,-0.2895931463,-0.02247547652,-2.443314082
1694,0.8896468686,-0.03429025914,-1.47956873,1.055383213
1695,0.7472519967,0.9873967453,0.6806081011,-2.269890296
1696,0.8985843096,1.447081998,0.3520636548,1.562230811
1697,0.8693416162,1.600970412,-0.1662710556,1.235180039
1698,0.8544052433,0.7615822097,-1.282558718,2.136495536
1699,0.771889603,0.4011531193,-1.316419653,2.668705772
1700,0.4657366799,0.5417631343,0.9068534615,1.255993001
1701,0.8346152306,1.128604182,0.7962806481,0.6295851818
1702,0.8093401238,1.402014397,-0.8263783232,0.857594304
1703,0.6296535388,0.4408486903,0.6044691248,-2.759471024
1704,0.6816859926,1.612639421,-0.3286442493,-0.5378474903
1705,0.6425846889,-0.7478846311,0.4100544885,0.8064191986
1706,0.3151875058,-0.2809194565,0.28232364,-1.737290237
1707,0.8565591994,-0.903141345,-0.9783304577,-0.6896882855
1708,0.4601481026,1.197090446,0.4272397783,0.002258507045
1709,0.7927132976,0.03728693323,1.138479716,1.241728549
1710,0.579215772,0.7024303256,-0.2208483897,3.6246849
1711,0.4115612514,1.09803785,-0.2138212803,0.01279770791
1712,0.6316298528,1.164747318,0.04598101155,3.15238749
1713,0.5880212913,0.6446125737,0.4027845956,-3.278087986
1714,0.9192915707,0.3522170046,-1.525619549,-0.5600565262
1715,0.5363172373,-0.4636951,-1.141395419,0.3129647387
1716,0.6529036149,-0.6525717167,0.8582445649,1.346489158
1717,0.8498952172,-0.2461446411,-1.381494745,1.432773478
1718,0.8979387065,1.629367438,-0.4798123996,0.8063456059
1719,0.6863308122,0.09107069779,0.7582322268,3.244235384
1720,0.79122595,-1.127844242,-0.8007766157,-1.183231769
1721,0.7847224423,1.050082308,-0.5978837954,3.695079491
1722,0.6525072132,1.443761266,-0.04639399529,0.5379558917
1723,0.642024197,-0.1806377554,-1.318697748,1.3431352
1724,0.9269900829,1.516169592,-0.3443274822,-0.4902553068
1725,0.7927077296,1.225080238,0.5491808273,-2.106795853
1726,0.6235342888,1.428988667,-0.8342254525,-1.596437879
1727,0.9017504904,0.08589109655,-1.524237141,-1.052029631
1728,0.4595984119,-0.4527780403,-0.8259287818,-1.82091112
1729,0.8487691132,0.967477431,-1.093396324,-2.416074568
1730,0.7244026477,1.187653278,-0.8366024948,-2.229981454
1731,0.49732667,0.4568181144,-0.6864200836,-2.818864446
1732,0.7713454065,1.444246118,-0.7698707776,0.8334519307
1733,0.3848920187,0.1843072565,-0.1239976044,2.368308045
1734,0.6652149977,-0.4900917971,-1.121186619,2.157550257
1735,0.863879672,1.227869341,-0.7028450647,2.057746661
1736,0.8395180134,0.5064210341,-0.341970049,-4.1447996
1737,0.5036102879,0.9769892864,0.5411516032,1.189848453
1738,0.9221933805,1.285437921,-0.7243785967,1.637849395
1739,0.7589950691,-1.094111837,-0.1550201099,2.728565442
1740,0.6643295206,0.06860211037,-1.204477905,3.223326723
1741,0.8637389356,1.32042756,-1.058018323,-1.052319948
1742,0.7940137905,0.699835569,0.6197904384,-3.113607105
1743,0.6814281622,1.234651297,-0.06752705816,-2.746220901
1744,0.8816351642,0.9569934791,0.9475432725,0.8071130725
1745,0.8900567352,1.079923292,-1.155113511,-0.5883765888
1746,0.8072735861,1.24653599,-1.214269039,-0.5602566734
1747,0.5129261278,0.5651653573,0.8538999857,-1.205757561
1748,0.442292416,0.4447576735,0.3932738643,2.35522402
1749,0.8338347735,1.521095303,-0.1631785186,1.386442743
1750,0.5536878725,-0.3988612421,0.5134263013,3.00173767
1751,0.8277801356,-0.7999077538,-0.6937040439,2.109154275
1752,0.7373517877,0.6724961116,-1.471129633,0.39738027
1753,0.7509092497,1.790958638,-0.3823551649,0.8848622613
1754,0.784544214,0.632136859,-1.557815785,0.264280285
1755,0.8386948417,1.158283275,-0.9053528137,2.401608887
1756,0.2643542865,-0.2199807651,0.02348052449,0.6510475214
1757,0.3837498709,0.8741258936,0.2336716173,1.2307132
1758,0.7781292367,-0.0682596986,-1.229232532,2.773764519
1759,0.8972481609,1.414455225,0.3268731106,-0.4031116898
1760,0.6639743015,1.178324457,-1.164858524,0.6616352056
1761,0.808707228,0.3169752607,-1.497302635,1.586535924
1762,0.7822711157,1.178281825,0.1114102334,3.186839538
1763,0.4889931825,0.182474752,-1.117382192,-0.02506502148
1764,0.8297628686,0.542430326,-1.609412026,1.209854198
1765,0.5675010559,-0.3142304326,0.8962905734,-0.878836488
1766,0.7925224055,-0.1617180163,-1.659558345,0.1567673755
1767,0.7578974202,0.5063106858,1.021628814,1.395411064
1768,0.8353394067,-0.1641967636,-1.42000617,0.9568193176
1769,0.7826688442,-0.4229956323,-0.9589903642,3.474432398
1770,0.4812331973,0.4150950955,-0.1664046304,3.82244791
1771,0.8630593581,-1.086976523,0.3233488134,-0.244725396
1772,0.8555538647,0.1386270101,0.2848442946,-4.385047838
1773,0.8133594714,0.4330221621,-1.617710096,0.5133491114
1774,0.694403421,-0.7589263032,0.8853498726,-0.771546962
1775,0.8457264592,-1.014109417,-0.3988423883,2.28536571
1776,0.9096193519,0.7175903814,-1.41256192,0.8498898731
1777,0.4502180199,0.4496341965,0.2075987512,2.825695128
1778,0.8557924424,0.1870633531,1.139450061,0.1246550374
1779,0.6218608823,-0.7553211235,-0.2345222266,2.901498661
1780,0.828022912,0.1094159558,-0.2187520778,-4.75723671
1781,0.7671506758,1.312158084,-0.9214064524,0.6611025887
1782,0.5814299358,0.4605443461,-0.8858001796,3.295721052
1783,0.7359587074,1.327325656,-0.4478746848,2.497809824
1784,0.7040780242,0.8252371004,-0.5174419392,3.454603557
1785,0.8259676456,1.593686346,-0.006988157207,0.6824944043
1786,0.8735500954,0.2380321089,-0.9649651093,-3.449485098
1787,0.8410669202,-1.219234115,-0.5391153458,0.8260586801
1788,0.4862168346,-0.3900318956,-1.209135725,-0.3007771245
1789,0.6021234031,-0.09537395164,1.113072175,-1.079845267
1790,0.8534899523,1.564991024,-0.1507687517,-0.9473579093
1791,0.8983514486,1.55234918,-0.06634498544,0.4897739625
1792,0.8480150844,0.4673934113,-0.4453870714,-4.066801786
1793,0.4905064366,0.1411173836,-1.103721336,-0.0904829169
1794,0.5281077815,0.6506388451,0.9952418558,0.4560606487
1795,0.778875213,-1.115967269,-0.7328028809,0.94708007
1796,0.5396193447,-0.4662642353,-0.1730072364,3.401764772
1797,0.5162672704,0.9351084256,-1.081621701,-0.05060736849
1798,0.9078710359,-0.6671327061,-1.043797184,-0.6375793904
1799,0.8562179245,0.3503383991,-1.309719857,2.515350207
1800,0.8339619351,0.4618536001,-1.450854378,-1.090080195
1801,0.8389038861,0.1356499701,-1.420068085,2.13877233
1802,0.7918571675,1.51837965,-0.1475101131,1.660579589
1803,0.8287155698,-0.9947168259,-0.8438921108,-1.506054593
1804,0.6709439406,1.093498188,-1.214950452,-0.4542654926
1805,0.6234062642,-0.03319195502,1.122948929,-0.3227058361
1806,0.811394471,0.05050410122,-1.328652908,1.950124283
1807,0.869767388,-0.9439371228,-0.6753935787,1.664331483
1808,0.5881420818,-0.403011053,-0.8881609395,2.030525218
1809,0.8457729103,0.1768059149,0.3070434375,-3.936572571
1810,0.754225665,0.9580485806,-0.4562456573,3.64080649
1811,0.8210648708,0.03416979224,1.176337616,-0.767713084
1812,0.2520160051,0.3197654885,-0.2724035301,1.253862152
1813,0.7621208316,-0.7073627788,-1.342354481,0.9318275465
1814,0.539728192,-0.8625398817,-0.628025961,0.9228448533
1815,0.411429445,-0.260138562,0.7452809817,0.4737900093
1816,0.8648444414,0.7070497443,-1.580806657,-0.7896735104
1817,0.757107053,0.7624984325,1.0113203,1.694019053
1818,0.6433525131,0.7981214947,-0.7149076014,-3.436761265
1819,0.5358025824,1.154346856,-0.53769491,1.608418808
1820,0.8866904631,0.9593440706,-1.469226856,-0.296025786
1821,0.4121634021,0.7173019307,0.4479119782,0.7949292116
1822,0.7892708194,0.4108343672,-1.527566215,-1.106758628
1823,0.7459998858,1.48571162,-0.5084560045,-1.475902003
1824,0.6069844444,0.6764994481,-0.8045119956,3.043106217
1825,0.8371531808,-0.1800638682,-1.224770748,-3.182817118
1826,0.8598990099,-0.980728565,-0.6245676022,-2.332506403
1827,0.4325154803,0.1502930802,-0.5672276434,3.273816009
1828,0.6911371183,0.579711052,-1.566000917,0.6173089054
1829,0.4382174915,0.05063596066,-0.7499407728,1.537706146
1830,0.7767623838,1.139799735,-0.6242308373,2.729030529
1831,0.8830314164,-0.3251304491,-1.371561025,0.6359993696
1832,0.4879467443,-0.681015787,-0.8063306304,1.120624845
1833,0.6444989821,1.033214352,-0.3964960683,-2.605828922
1834,0.8168979539,0.8136091252,-1.541095647,-0.1975222904
1835,0.8417866548,0.8282382021,-1.087709519,-3.372466227
1836,0.7735150428,1.49391374,-0.09687148226,1.761603104
1837,0.5716694666,0.7866883123,0.913319014,-1.208550293
1838,0.6539430234,-1.135580209,-0.5343199443,-1.329632995
1839,0.8341352498,1.118083512,-1.111440594,2.313429497
1840,0.6319962043,1.502388372,0.01432183332,-0.1153379073
1841,0.9072341757,0.7338613811,-1.391749798,1.675955677
1842,0.8792792857,1.452838952,0.119353588,1.4940328
1843,0.939038755,0.7666352266,-1.328168231,0.2490951038
1844,0.4988415512,1.087451815,-0.1979506324,1.016179504
1845,0.3991545094,-0.8618261273,-0.03229199878,-0.3272034907
1846,0.7862944311,-1.005833709,-0.03439936342,2.661025278
1847,0.8684438996,1.443533966,0.3535179045,0.9024797299
1848,0.854865713,1.019282997,-1.230869397,1.618397418
1849,0.8698691476,1.136214005,-0.8353102188,-2.310238054
1850,0.8816679768,1.108258108,0.08664877634,-3.102191699
1851,0.8310174961,0.09000230327,-0.1003736747,-4.61029648
1852,0.5788586427,0.9508352599,0.7104222224,1.286708568
1853,0.8444473505,-0.9556075764,0.1195891811,2.783543216
1854,0.7248256811,1.374519286,-0.05697916573,-1.9761996
1855,0.7457225718,-1.088168764,0.1855831141,1.471891609
1856,0.3842285129,0.1657271531,-0.9550910127,-0.01705607612
1857,0.9556767162,0.7961935566,-1.240909081,0.07816420823
1858,0.7369975641,0.7971878222,0.953305696,1.416446262
1859,0.7940894688,-1.162013006,-0.2299397057,0.3146134499
1860,0.8290420547,0.9779673217,-1.282516432,-0.04505875322
1861,0.8354055562,0.425505258,-0.1061827064,-4.360699437
1862,0.8298967183,1.617834718,0.2875536319,0.3947962014
1863,0.8874681722,0.02660783927,-1.487230261,-0.5099602325
1864,0.8660543303,0.5196715443,-1.376950516,1.983204596
1865,0.688955202,-0.9879232825,-0.4477061042,1.510817749
1866,0.9117785506,0.982174589,-1.251097236,0.485639309
1867,0.899402051,1.454008378,-0.4038001166,-1.535130572
1868,0.7982037906,0.9788667694,0.1471165708,-3.954922055
