"iteration","threshold1","threshold2"
5708,2.282685421,8.201445821
5709,2.293563193,8.214760572
5710,2.289705458,8.215486917
5711,2.28146809,8.215011687
5712,2.290249616,8.215079701
5713,2.292412152,8.216159277
5714,2.309707477,8.213674404
5715,2.309707477,8.213674404
5716,2.30195899,8.242991549
5717,2.295153123,8.24149092
5718,2.294030847,8.256740789
5719,2.294292189,8.24139913
5720,2.27350153,8.239658312
5721,2.27350153,8.239658312
5722,2.254692966,8.235504859
5723,2.254723222,8.218024396
5724,2.241514517,8.220389652
5725,2.241514517,8.220389652
5726,2.252942067,8.209704819
5727,2.282697498,8.174823621
5728,2.270639071,8.173980437
5729,2.270639071,8.173980437
5730,2.270639071,8.173980437
5731,2.270639071,8.173980437
5732,2.256391416,8.15678076
5733,2.295973469,8.131380976
5734,2.29896653,8.153572226
5735,2.318289658,8.141351204
5736,2.326703553,8.174067631
5737,2.333511549,8.172913347
5738,2.316223917,8.194946506
5739,2.29741429,8.195656605
5740,2.290332876,8.178817833
5741,2.304661222,8.17072911
5742,2.307851477,8.173922799
5743,2.30829165,8.166981562
5744,2.299837096,8.178442004
5745,2.273416632,8.166601724
5746,2.277353421,8.163263082
5747,2.263101776,8.150565418
5748,2.270150441,8.164322597
5749,2.2754009,8.158458221
5750,2.274363725,8.147218155
5751,2.274363725,8.147218155
5752,2.274363725,8.147218155
5753,2.267446353,8.168946709
5754,2.265962604,8.190635466
5755,2.278713286,8.187622105
5756,2.278713286,8.187622105
5757,2.278713286,8.187622105
5758,2.278713286,8.187622105
5759,2.278713286,8.187622105
5760,2.274893476,8.180189941
5761,2.273930892,8.17177701
5762,2.260053875,8.184911601
5763,2.251251687,8.178671575
5764,2.221095734,8.192811412
5765,2.228232168,8.180047097
5766,2.228232168,8.180047097
5767,2.248589534,8.192359316
5768,2.210536592,8.206496672
5769,2.200588712,8.215503634
5770,2.210336055,8.19487301
5771,2.210336055,8.19487301
5772,2.202095627,8.166574817
5773,2.201593106,8.174113797
5774,2.200079916,8.192409944
5775,2.174756522,8.204175974
5776,2.193000801,8.174762054
5777,2.193000801,8.174762054
5778,2.193000801,8.174762054
5779,2.18867187,8.170066775
5780,2.18867187,8.170066775
5781,2.18867187,8.170066775
5782,2.225433945,8.186736149
5783,2.220650702,8.198081192
5784,2.207061455,8.192034865
5785,2.211291139,8.202330507
5786,2.181277509,8.207327861
5787,2.181277509,8.207327861
5788,2.181277509,8.207327861
5789,2.173380872,8.226877711
5790,2.173380872,8.226877711
5791,2.182059904,8.240736491
5792,2.171607297,8.256441009
5793,2.160138182,8.236707072
5794,2.160138182,8.236707072
5795,2.15851203,8.221694912
5796,2.15851203,8.221694912
5797,2.171023697,8.215241638
5798,2.175644691,8.21920726
5799,2.181709016,8.221488106
5800,2.171446461,8.21433039
5801,2.152974728,8.21184615
5802,2.152974728,8.21184615
5803,2.171111789,8.205760487
5804,2.171111789,8.205760487
5805,2.180948157,8.178869258
5806,2.204176116,8.16311138
5807,2.205826605,8.181638261
5808,2.19916835,8.195901031
5809,2.214063761,8.202454847
5810,2.226869226,8.21263643
5811,2.230568325,8.219838101
5812,2.223292657,8.243170063
5813,2.224804881,8.21660051
5814,2.22634672,8.215660037
5815,2.238183043,8.219508272
5816,2.207763715,8.222234088
5817,2.219360419,8.191538085
5818,2.193422967,8.192872353
5819,2.187036914,8.190780237
5820,2.18482217,8.212711466
5821,2.206905782,8.238581035
5822,2.231570606,8.235665725
5823,2.243114686,8.246442784
5824,2.248115534,8.272094706
5825,2.248115534,8.272094706
5826,2.275799318,8.265268811
5827,2.275799318,8.265268811
5828,2.278728765,8.275899191
5829,2.264390543,8.255709421
5830,2.263181894,8.245413485
5831,2.265765987,8.254948941
5832,2.265765987,8.254948941
5833,2.265765987,8.254948941
5834,2.268209243,8.280693342
5835,2.268209243,8.280693342
5836,2.268209243,8.280693342
5837,2.266108789,8.291502088
5838,2.246648863,8.262718326
5839,2.223380396,8.24536808
5840,2.223380396,8.24536808
5841,2.229861867,8.238689614
5842,2.208423444,8.221094064
5843,2.203106409,8.222219535
5844,2.202240554,8.211643174
5845,2.21922091,8.226252266
5846,2.215415336,8.212332648
5847,2.207013579,8.207337045
5848,2.207013579,8.207337045
5849,2.211502563,8.218431727
5850,2.211502563,8.218431727
5851,2.211502563,8.218431727
5852,2.232688704,8.211534502
5853,2.221630113,8.166445043
5854,2.221630113,8.166445043
5855,2.221630113,8.166445043
5856,2.221630113,8.166445043
5857,2.221630113,8.166445043
5858,2.188535102,8.155311924
5859,2.163803156,8.175070997
5860,2.160172783,8.182922254
5861,2.164184371,8.194584724
5862,2.181614568,8.243326426
5863,2.181614568,8.243326426
5864,2.207007758,8.238059721
5865,2.184868881,8.236016702
5866,2.188792847,8.235705535
5867,2.166534739,8.209789578
5868,2.165642385,8.223143683
5869,2.134409581,8.21394784
5870,2.133487593,8.226084551
5871,2.130343766,8.230695713
5872,2.136108921,8.23853587
5873,2.135992426,8.23229987
5874,2.153489588,8.220707061
5875,2.153489588,8.220707061
5876,2.175281873,8.210987546
5877,2.16733692,8.223185381
5878,2.152078827,8.205686373
5879,2.155823563,8.194316753
5880,2.167284858,8.169200041
5881,2.181978907,8.206552959
5882,2.203990913,8.220761682
5883,2.203990913,8.220761682
5884,2.189636489,8.226877159
5885,2.189636489,8.226877159
5886,2.180422701,8.22119371
5887,2.180422701,8.22119371
5888,2.185140542,8.200539215
5889,2.194374035,8.176369207
5890,2.168539049,8.145617595
5891,2.159701533,8.147703674
5892,2.148672098,8.166773127
5893,2.135056901,8.190680947
5894,2.142108491,8.172962959
5895,2.160800466,8.148008932
5896,2.159135845,8.124295152
5897,2.173376556,8.09890766
5898,2.173376556,8.09890766
5899,2.123182571,8.130093113
5900,2.121296571,8.125986056
5901,2.08537695,8.118497186
5902,2.075826943,8.11446893
5903,2.063004111,8.117996612
5904,2.079521801,8.143583777
5905,2.082258703,8.115438183
5906,2.077482444,8.121744686
5907,2.07699021,8.113392402
5908,2.110198338,8.138420515
5909,2.115419741,8.110704974
5910,2.105627343,8.126662008
5911,2.137267639,8.097435928
5912,2.117180915,8.110923234
5913,2.09629014,8.121258683
5914,2.092005453,8.116993216
5915,2.104964629,8.118842376
5916,2.109341564,8.138749441
5917,2.077159424,8.124031058
5918,2.067939771,8.108543501
5919,2.061279594,8.074119827
5920,2.056342885,8.089758498
5921,2.056342885,8.089758498
5922,2.040069786,8.083185426
5923,2.03045232,8.074298394
5924,2.025122864,8.075794731
5925,2.025122864,8.075794731
5926,2.027637994,8.051373007
5927,2.034758287,8.041983333
5928,2.03982413,8.042218142
5929,2.027895754,8.026018562
5930,2.016041074,7.978262895
5931,2.017995585,7.941161667
