"Iteration","brand2 x brand2","brand3 x brand2","brand3 x brand3","brand4 x brand2","brand4 x brand3","brand4 x brand4","brand5 x brand2","brand5 x brand3","brand5 x brand4","brand5 x brand5","price2 x brand2","price2 x brand3","price2 x brand4","price2 x brand5","price2 x price2","price3 x brand2","price3 x brand3","price3 x brand4","price3 x brand5","price3 x price2","price3 x price3","price4 x brand2","price4 x brand3","price4 x brand4","price4 x brand5","price4 x price2","price4 x price3","price4 x price4","price5 x brand2","price5 x brand3","price5 x brand4","price5 x brand5","price5 x price2","price5 x price3","price5 x price4","price5 x price5"
16,1.165096286,-0.6316481058,1.175375297,-0.458342596,-0.0530778612,0.6332081544,-0.6021675839,0.4796637033,-0.2066016628,1.893758047,-0.3538841851,0.167816917,0.2582034253,-0.0230660632,0.3016919162,-0.2938295098,0.04600488109,0.228813455,0.03596894882,0.2148632264,0.239639469,-0.1116223515,-0.1295510309,0.2807594251,-0.2295665439,0.1168311631,0.1263985504,0.236639968,0.02682271106,-0.09622513744,0.09632872803,-0.2290012975,0.01976465559,0.01536357317,0.08426056149,0.1133624625
17,1.199107105,-0.8435492385,1.406311669,-0.446721059,-0.01534342492,0.6510313221,-0.7375478787,0.6778289299,-0.2761509585,2.377222512,-0.367919248,0.1972397738,0.2670365812,-0.02020163843,0.3185403304,-0.3411124987,0.112077397,0.2549143954,0.1195370048,0.2319535419,0.2629494588,-0.1445563796,-0.07555393629,0.2980047644,-0.2124269223,0.1171370619,0.1297809105,0.2432798396,0.0622891495,-0.1056620487,0.10434707,-0.2707660048,0.0102160968,-0.009784015008,0.08453242796,0.1207707393
18,1.053871738,-0.7386644164,1.461364407,-0.4479530146,0.0368209015,0.6498480463,-0.6178628508,0.4821111856,-0.2407664943,2.229188468,-0.3125879626,0.2099838722,0.235552799,-0.03174589407,0.2984681631,-0.2881781555,0.06873740977,0.2291164591,0.05219921768,0.2051902352,0.2308734647,-0.1742516123,-0.04949306672,0.3223844007,-0.2248337184,0.11179596,0.1345374403,0.2752533758,0.03915062968,-0.02853612378,0.1007785853,-0.2081526871,0.01953236769,-1.446018725e-05,0.08221234949,0.1274606565
19,1.267596249,-0.7827482059,1.455866265,-0.5988039994,0.153153059,0.705972968,-0.6246068571,0.311853352,-0.1573378758,2.072458388,-0.3505983586,0.2041140688,0.2919790989,-0.115693655,0.3138810063,-0.3604014442,0.09225570011,0.2753408007,0.04517830149,0.2237721857,0.2625445361,-0.1898770331,-0.05871847679,0.2835037419,-0.160987763,0.1278135757,0.1437379489,0.2317198795,-0.01895297726,0.01189548355,0.08136205522,-0.1796517989,0.02802345038,0.007476942371,0.07199305082,0.1130327187
20,1.065091477,-0.6612139682,1.143210283,-0.5012727853,0.06911067795,0.6860448651,-0.6628630277,0.4273191949,-0.2393688296,2.439262631,-0.329596129,0.1340606154,0.2972607551,-0.07728511546,0.3143891614,-0.3214533063,0.08560684139,0.2678209646,0.08602280948,0.2208163883,0.2566051057,-0.1319423285,-0.05567010837,0.2892454763,-0.2309667601,0.1315215479,0.1281770046,0.2176051795,0.05815853434,-0.03697581109,0.08567118928,-0.2519404372,0.01877202535,-0.007452777222,0.07026932644,0.1185622872
21,0.9252063235,-0.5979145395,1.176677183,-0.4168242217,0.02773661458,0.6721977822,-0.4698705474,0.4736740108,-0.3678499663,2.421703607,-0.2323188807,0.104302429,0.265996305,-0.16025972,0.3001909948,-0.1969363163,0.0279145183,0.2221540226,-0.0288388933,0.2064441411,0.2312704161,-0.09639811402,-0.07540113199,0.2671999638,-0.2685422938,0.1235829033,0.1137451238,0.2272510479,-0.003370867779,-0.02143213301,0.1235856331,-0.2467061561,0.03361309211,0.001167188765,0.09442602129,0.1331670235
22,1.071540924,-0.5930551676,1.196355645,-0.4158530224,0.001969662488,0.6638824609,-0.7774864233,0.5414691339,-0.378312754,3.012932133,-0.2405972336,0.0656239949,0.2610742116,-0.1597639774,0.2644845377,-0.2452144586,0.005683466905,0.2342177277,0.02554659757,0.1893842013,0.2498768203,-0.1291320762,-0.06366353633,0.2820688032,-0.2908789749,0.1171316563,0.1203971304,0.2254382316,0.05020306065,-0.05171904546,0.116243532,-0.3090911113,0.0402752606,0.003801307669,0.08395737304,0.1323057124
23,0.8508652506,-0.5402472531,1.317317185,-0.3625235016,-0.05932374367,0.6692642988,-0.51219985,0.4795889431,-0.4182216151,2.517369354,-0.2368308022,0.07575419743,0.236265934,-0.1456001293,0.2825651985,-0.2263743134,-0.01752481565,0.2113470648,0.03676554303,0.18061939,0.2203191144,-0.08493701358,-0.1150350152,0.2703676475,-0.2808906989,0.1142679257,0.1053909899,0.1995205976,0.03472533467,-0.03623334996,0.0993855325,-0.2150821976,0.01627595648,-0.00654875286,0.06453454893,0.121051988
24,0.9973860046,-0.4054384649,0.9916004221,-0.5531648916,0.04546976327,0.712513082,-0.5488881899,0.150760332,-0.2048889621,2.253268863,-0.3234906365,0.07941692429,0.289816254,-0.06358622756,0.3187545802,-0.3019374373,0.01415524546,0.2566322651,0.08229906208,0.2228111881,0.2514744956,-0.2110075911,-0.02372240422,0.2862284152,-0.1690362892,0.1541175303,0.1303742911,0.2156380622,0.004299633821,-0.02107648093,0.08256366427,-0.1818864093,0.02237686783,-0.004933353317,0.06650955591,0.1015797782
25,1.021329016,-0.6064399579,1.122806204,-0.4153786159,0.09882786306,0.6489319761,-0.7708283706,0.4268184712,-0.3911222769,3.109768874,-0.2743622336,0.184348579,0.2081990365,-0.04224016078,0.2511387563,-0.2608811314,0.08339917053,0.1798202776,0.1212852661,0.1641909467,0.2063954172,-0.1122653804,-0.01646021706,0.2386251201,-0.2584052001,0.0891707598,0.09111398147,0.2003133456,0.05927930847,-0.05037769324,0.09496870585,-0.2695930106,0.01827418729,-0.008079485125,0.07136428641,0.1171448115
26,1.060671298,-0.5486219057,1.261446422,-0.4414524406,0.08858582576,0.5785506082,-0.8683314663,0.3358230203,-0.2749953647,3.487761827,-0.2638311863,0.1138194047,0.2308561365,-0.146979612,0.2598236726,-0.2404093581,0.00713854895,0.1793633492,0.08909418322,0.1665197543,0.2043687606,-0.1358775963,-0.02434040813,0.2204448692,-0.278861564,0.1235376554,0.1066663377,0.2020639214,0.03738716281,0.01296082417,0.08496856122,-0.3203170301,0.0312720062,-0.009657517511,0.0630356237,0.114170198
27,0.8981109303,-0.519258895,1.149540017,-0.3739532789,0.00483128481,0.5648877774,-0.5616368316,0.2687686696,-0.297975366,2.926826299,-0.2074665167,0.09487192957,0.1965137602,-0.1803651387,0.2534215941,-0.2262290769,0.01860705565,0.1789022442,0.1022408245,0.1684728421,0.2282570393,-0.1614983968,-0.008970372527,0.2236658266,-0.197338464,0.114353936,0.1167859379,0.2141948402,0.0121464365,-0.01567017794,0.08332700604,-0.2082291891,0.02882228602,-0.007563795287,0.0584026511,0.1061837578
28,0.883653975,-0.4629911408,0.9445232508,-0.3221012245,0.01198241914,0.5237975345,-0.6155046799,0.2313800775,-0.1485309014,2.243287147,-0.2037090433,0.03933606913,0.1893054824,-0.04476008764,0.2297420164,-0.2095400059,-0.02868630118,0.1900371439,0.1064243917,0.1639582755,0.2263773025,-0.1192313117,-0.03251408895,0.2020341362,-0.142100101,0.1052662104,0.1272583382,0.20826186,0.04959558052,-0.04762211169,0.08683726365,-0.1974091454,0.01878379055,-0.004971022561,0.05850116565,0.1305506246
29,0.8148501177,-0.5116614082,1.286735242,-0.3556838958,0.0272574953,0.5522968401,-0.4388890536,0.0675314988,-0.2781316841,2.547040093,-0.1966819421,0.09409332837,0.1779344356,-0.05342305844,0.2184020585,-0.1877509539,-0.02779471452,0.164358551,0.09041270299,0.1493286165,0.1899713219,-0.1280347714,-0.06338996063,0.2256996741,-0.1998487379,0.1149617747,0.120639361,0.2268052271,0.0535358399,-0.04663857967,0.08676098569,-0.2650612916,0.02471530256,-0.005976762994,0.06972713188,0.1376867986
30,0.9877762708,-0.5654728201,1.065050823,-0.4571127529,0.155476701,0.6004601006,-0.4752165655,0.2442840256,-0.2491750177,2.348659009,-0.2915468793,0.1749777971,0.2062408156,-0.02241194979,0.2465237552,-0.2341777529,0.0620239034,0.1713687765,0.09428606981,0.1675818041,0.1953309156,-0.2029582176,0.02984000172,0.2297410428,-0.1544116859,0.1330885562,0.1126431896,0.2154402879,-0.0007395406838,-0.003849261162,0.08401652616,-0.2083866379,0.03061900682,-0.000290859823,0.06814493029,0.1229839281
31,1.057353085,-0.6027631916,1.245597309,-0.5003007092,0.0682367594,0.6246827998,-0.5781948943,0.3408963089,-0.208099195,2.54293784,-0.3209988424,0.1577122027,0.2163772254,-0.005432168055,0.2800196895,-0.2705369962,0.05137525995,0.1852849334,0.09031310947,0.1874397829,0.2172542892,-0.1719329055,-0.03872176089,0.2513698372,-0.2250223455,0.116343256,0.102861788,0.2140632578,0.01339760141,-0.01434744741,0.07414000518,-0.2197251097,0.01676886859,-0.007904332171,0.06986312501,0.1153292085
32,1.165342135,-0.8473520114,1.579882321,-0.372335723,0.0614408402,0.5937752168,-0.9111738975,0.5009430563,-0.3302940834,3.29932297,-0.3262594472,0.2194129553,0.1886481039,0.0103322582,0.267122162,-0.2305833509,0.01536885769,0.1532022337,0.1418926977,0.1691163883,0.2187482495,-0.1427723382,0.003703085613,0.2157193558,-0.227005141,0.1130930231,0.09602916832,0.1808844489,0.04286178628,-0.01551252508,0.09238470015,-0.3499265269,0.03285228401,-0.03273544868,0.06378633002,0.1502607349
33,1.101912955,-0.7901849731,1.460474115,-0.4010068238,0.03854388926,0.5991241185,-0.7170527491,0.4020653596,-0.2089446258,2.771113398,-0.3114253356,0.2394723404,0.196776082,-0.03861076895,0.2582274399,-0.2376173351,0.0951774133,0.1819092015,0.07937961503,0.1652210612,0.1922639974,-0.1473197231,-0.04125594747,0.2514580324,-0.1117367119,0.1111905074,0.1096295962,0.2173408903,0.05907702969,-0.06975445316,0.06700510014,-0.2100695385,0.003665293577,-0.02451974198,0.0475885031,0.103429268
34,1.113545666,-0.679400065,1.16192336,-0.4934590719,0.1390634559,0.6240319837,-0.7559130319,0.3873020648,-0.09538381643,2.687355691,-0.3119533079,0.2270204117,0.1750547375,0.05246761939,0.2484683772,-0.2681985465,0.1250194465,0.1527764087,0.1910777079,0.1694272361,0.1966271322,-0.1368283933,0.006985635398,0.2248484658,-0.1540192835,0.08497734766,0.07714880702,0.1664720405,0.06267706595,-0.03612942739,0.05028518945,-0.2594896675,0.001998671908,-0.03466527692,0.04717993512,0.1123570215
35,1.130340919,-0.6674066037,1.085126423,-0.5467122757,0.1349941942,0.6665779343,-0.6436767906,0.3667890019,-0.2000446055,2.878260609,-0.3686801918,0.2463932814,0.2295974099,-0.02514628627,0.2893075001,-0.3099098346,0.1266138283,0.1921280039,0.07006902247,0.1964589149,0.2248295774,-0.1929674947,-0.03711437793,0.2646808068,-0.2626727452,0.1088521224,0.1086775659,0.2362232019,-0.01465956064,-0.0312096775,0.09637555194,-0.2430961754,0.03188569275,0.006163962324,0.07724613878,0.105325617
36,1.094280112,-0.8185122065,1.403087203,-0.4245786355,0.115824404,0.6165783496,-0.8309876372,0.72396655,-0.2633259285,3.459454244,-0.3157831306,0.2231614501,0.1806262555,0.005327125679,0.2155712619,-0.2759416148,0.1362827854,0.1566673097,0.1626034531,0.146007051,0.1828678913,-0.1289084931,-0.06111769284,0.2351004595,-0.3098437657,0.09737257418,0.09040555987,0.216044907,0.05010760977,-0.08367613559,0.09534965198,-0.3530680732,0.02886739935,-0.00163075721,0.09290436095,0.1322435342
37,1.073490121,-0.613752535,1.15417698,-0.4696174818,0.1085960502,0.6044618549,-0.6267044008,0.4226811009,-0.2560821277,3.09122543,-0.3755094971,0.2333229382,0.2179058622,-0.04166046422,0.2986900077,-0.3138673693,0.1210002256,0.1699828391,0.115823873,0.195591579,0.221395029,-0.2076953518,-0.03771394018,0.258000758,-0.2164030451,0.1204818412,0.114768613,0.2214348926,-0.003774214073,-0.04436225621,0.09181401364,-0.2627864845,0.04523707007,0.002053795564,0.08417664239,0.1263221903
38,1.161521892,-0.9239472711,1.536043362,-0.4420129827,0.2459211387,0.5133008785,-0.714423818,0.5688033205,-0.217038472,2.794669708,-0.3588277522,0.3106848375,0.1819006361,0.04837913508,0.2638017603,-0.2871330356,0.2027638971,0.1444362262,0.1342325972,0.1825767595,0.2033074111,-0.1267563849,-0.04795500084,0.1804784581,-0.1639486469,0.08615420731,0.08266729991,0.1966428912,0.04968470828,-0.08350137854,0.0702386709,-0.2458608454,0.02338958191,-0.003686037406,0.07393873663,0.1199309964
39,1.198701094,-0.9511722813,1.772004453,-0.5351400116,0.2960187393,0.5289577632,-0.6708057436,0.7330149178,-0.1355665786,2.57079736,-0.3361722868,0.2254758435,0.2090726642,-0.01548234426,0.2532017289,-0.2682123508,0.1659737128,0.1619008649,0.05384584666,0.1711582684,0.1949829548,-0.1858630472,-0.04290000007,0.1988919104,-0.1545521878,0.08881426363,0.08624267899,0.1861097862,0.01444712564,-0.119623728,0.06377857293,-0.2059380778,0.02632610945,0.0004222002654,0.06464890958,0.109720966
40,1.143674658,-0.8686228528,1.438782259,-0.4811060708,0.2565511463,0.6210529721,-0.7325022127,0.6224993893,-0.1922556296,2.759912019,-0.3375708515,0.2421708883,0.184000102,0.01128692992,0.2374929938,-0.2440342355,0.1581829152,0.1362477894,0.1197913234,0.1355636505,0.1443810095,-0.1357238062,0.002106202859,0.2157713263,-0.1870355815,0.08305717762,0.06743497471,0.1799763987,-0.002582628875,-0.04426403497,0.1028622529,-0.2310992282,0.03938589076,-0.001229496806,0.07786479321,0.1147670773
41,1.384545557,-1.154878884,1.826701243,-0.4134972738,0.1847381689,0.5907127095,-0.991423669,0.9115453752,-0.197763696,3.096556592,-0.3829660614,0.3345601216,0.1499891062,0.1410327748,0.2333660023,-0.3040437223,0.2346597049,0.1232114775,0.1796875401,0.1535086312,0.1843506944,-0.08131433613,-0.05761307099,0.194422758,-0.2009574433,0.05841235403,0.05941363625,0.1773400149,0.059795645,-0.1235786325,0.1125386166,-0.2869925252,0.008653787732,-0.02214188202,0.08699029787,0.1268310693
42,1.088753922,-0.8446972282,1.427691688,-0.3481137708,0.1859770355,0.4785430961,-1.03642165,0.8349798325,-0.08745152175,3.429983489,-0.2455574418,0.2063029681,0.08363803699,0.1264179134,0.1872381701,-0.1936796742,0.1857921356,0.07124857542,0.1469641362,0.1076981514,0.1453917348,-0.09315012401,-0.04185870542,0.1464303231,-0.1694131171,0.05135159292,0.04278897831,0.1698964596,0.0259815975,-0.06577273802,0.06898374993,-0.2649071479,0.01462992787,-0.01942049704,0.07448609966,0.1091214916
43,1.075630072,-0.7931553578,1.318120682,-0.3939292327,0.2315416933,0.4842983211,-0.7355853308,0.4699822129,-0.1355408966,2.956722088,-0.2733078616,0.1834234989,0.1135042969,0.04700990861,0.2015492144,-0.1793222149,0.1212249859,0.08795104171,0.08387695239,0.1224528695,0.1534488874,-0.2121433718,0.08476395382,0.1850984463,-0.05861656841,0.08936633154,0.06752465728,0.1915673172,-0.01658713909,-0.0246259894,0.07105633157,-0.1580360765,0.02897303386,-0.003426508275,0.06949418505,0.0942601308
44,1.314886257,-1.045802985,1.604079995,-0.4748365792,0.2561831241,0.5402651165,-0.717509158,0.5835729141,-0.1150275865,2.529404051,-0.2612687915,0.2054187139,0.1027884298,0.02417319811,0.1733750196,-0.2328752863,0.1460732828,0.1242979176,0.07084495002,0.1122146283,0.1678933567,-0.1525597138,0.02608593652,0.1795310721,-0.09006338391,0.04204166899,0.07109602564,0.1687291769,0.01331023124,-0.05117542784,0.08521160305,-0.1906214999,0.01170555305,-0.006472895052,0.06274818034,0.09521061735
45,1.155927947,-0.8974774613,1.420191465,-0.4141817246,0.1940421111,0.5643814871,-0.6811617539,0.576748557,-0.3274788887,2.921076137,-0.2068834064,0.1617808655,0.09193996703,-0.01228596275,0.158528473,-0.1943345296,0.1407186625,0.06799231852,0.1297626935,0.08696456016,0.1385548717,-0.1765254555,0.02609452773,0.2115899919,-0.1977638015,0.03915600663,0.04372578878,0.1934042195,0.008120936794,-0.06261928253,0.105822079,-0.2745746358,0.01475053445,-0.02195425614,0.0849237566,0.128058593
46,1.026384555,-0.7013601381,1.073752643,-0.369457811,0.1556235616,0.5240272421,-0.5837443583,0.3911176206,-0.2188155519,2.574353866,-0.2115210496,0.1699906901,0.0680801263,0.009310849068,0.1621339927,-0.178145459,0.1290679292,0.09302628847,0.08991659119,0.08406850043,0.1252746033,-0.1716339219,0.04572711012,0.1770335794,-0.1230803344,0.05689789714,0.06123012581,0.1931630445,0.001055475417,-0.03850940115,0.07284807236,-0.1681406839,0.01825202787,-0.001822049857,0.06308669923,0.08083617366
47,1.160805239,-0.8539739827,1.226251587,-0.3522554917,0.1056363345,0.453694786,-0.8488030624,0.5601731454,-0.1503339719,2.818476968,-0.281859903,0.2083583502,0.08656419519,0.1012756913,0.188543754,-0.2148686744,0.1416488134,0.06491977866,0.2072920688,0.10729196,0.1563525258,-0.1465321514,0.01200730628,0.1659950181,-0.06549181895,0.04956181465,0.06270178619,0.1768617697,0.05883304119,-0.07488565932,0.07822508648,-0.2846737421,-0.002023292499,-0.03037801673,0.06891815637,0.1181562754
48,0.9635790192,-0.6607652199,1.164378848,-0.357724744,0.1441777049,0.5305753446,-0.5491596842,0.2104013479,-0.259903252,2.428346147,-0.2042620957,0.1927584365,0.06896081483,0.0226118583,0.1760104766,-0.152252998,0.1104757483,0.06639540827,0.06813837598,0.1036197758,0.1462045583,-0.178987495,0.05779063964,0.1995775574,-0.1229227555,0.05947469774,0.06584516998,0.176737175,-0.02527829765,-0.00155093672,0.1286401732,-0.2141318945,-0.002555857048,-0.01976106154,0.06364119539,0.1192344393
49,1.225567668,-0.7661296493,1.165119853,-0.3670536509,0.07981125715,0.4877450755,-0.8878555334,0.6592677151,-0.1789939705,2.90558069,-0.2758897742,0.1344577874,0.0925842952,0.1290073816,0.187117106,-0.2035482877,0.09069371554,0.08563421869,0.1561976049,0.1180477891,0.1568037237,-0.2160312863,0.04244752546,0.1968483265,-0.05497981164,0.07037078531,0.07006810898,0.1967303364,-0.02345727029,-0.03914868308,0.08580755387,-0.174677403,0.002228612127,-0.00922114675,0.05494141658,0.08027265142
50,0.9569590151,-0.6842343965,1.213187521,-0.3845261504,0.1687868246,0.5493066763,-0.5258271213,0.4804885638,-0.3099128643,2.453393807,-0.1935999732,0.1633224021,0.1025505575,-0.02204170622,0.1681923256,-0.177104396,0.1566810625,0.08723669972,0.09298509508,0.09817985233,0.1463474159,-0.156763416,0.01226576816,0.2177094402,-0.1609359206,0.0623103766,0.05957458736,0.1995434909,-0.01078692451,-0.05866032006,0.1333682122,-0.2254798634,0.002562499125,-0.007900655932,0.08223809814,0.1160252509
51,1.053007612,-0.7488604296,1.295493801,-0.4626921384,0.1867366781,0.6463715397,-0.4736278203,0.1729197066,-0.2602405549,2.537113601,-0.2235519135,0.1554685094,0.1162617781,0.02033334429,0.1942883616,-0.1914778232,0.1064091415,0.09484713269,0.1487612856,0.1108521045,0.1418568068,-0.1965162754,0.0143957651,0.2545710042,-0.09968493955,0.06855347479,0.08003948085,0.2048493314,-0.04479434233,-0.002208004193,0.1227026026,-0.1810278622,0.01380558541,0.002041978711,0.06969585146,0.0951706611
